ota_hotel_id,name,date,rooms_num,free_rooms_amount,max_capacity,available_rooms_percent,min_price
taiga_2,Отель Тайга,2026-09-10,101,52,105,51.49,5531.00
irkutsk_city_center,Отель Иркутск Сити Центр,2026-09-10,206,31,62,15.05,10500.00
klubnyij_kvartal_apartments,Клубный Квартал,2026-09-10,48,16,43,33.33,3500.00
evropa_hotel,Отель Европа,2026-09-10,58,22,34,37.93,5400.00
azimut_aeroport_irkutsk_hotel,AZIMUT Отель Аэропорт Иркутск 4*,2026-09-10,100,17,40,17.0,7500.00
otel_irkut,Отель Иркут,2026-09-10,30,18,36,60.0,3500.00
hotel_olkhonhill,Отель Olkhon-hill,2026-09-10,17,16,32,94.12,5500.00
hotel_angara,Отель Ангара-Приоритет,2026-09-10,31,16,32,51.61,3800.00
hotel_harats_inn,Отель Harat's inn,2026-09-10,12,7,14,58.33,5440.00
hotel_premium_hotel_pushkin,Премиум-отель Пушкин,2026-09-10,46,21,42,45.65,18000.00
tajga_hotel,Отель Тайга,2026-09-10,44,2,4,4.55,7000.00
baykal_khan_listvyanka,Отель Байкал Хан п.Листвянка,2026-09-10,18,9,18,50.0,6960.00
hotel_nuur_hotel,Отель Nuur Hotel,2026-09-10,28,15,35,53.57,7800.00
wind_lake_guest_house,Wind Lake,2026-09-10,15,13,26,86.67,16617.00
gostevoy_dom_sunrise,Sunrise,2026-09-10,0,3,8,100.0,7421.00
podlemorie_hotel,Отель Подлеморье,2026-09-10,14,4,8,28.57,6500.00
the_sky_of_lake_baikal,Небо Байкала,2026-09-10,0,6,14,100.0,3463.00
empire_hotel_3,Гостиница Империя,2026-09-10,49,11,19,22.45,5300.00
bajkal_hotel,Отель Байкал,2026-09-10,72,44,85,61.11,7000.00
chastny_dom_na_peskakh_guest_house,Частный Дом На Песках,2026-09-10,0,1,2,100.0,7003.00
hotel_nikola_2,Отель Никола,2026-09-10,27,29,60,100.0,7498.00
grand_baikal,Отель Гранд Байкал,2026-09-10,64,11,20,17.19,2472.00
atlas_hotel_3,Гостиница Атлас,2026-09-10,29,9,21,31.03,4622.40
archi_apt_apartments,Отель Baikal Archi Apt,2026-09-10,7,2,4,28.57,3435.00
inn_business_hall,Отель Business Hall,2026-09-10,18,7,14,38.89,4420.00
dohodnyij_dom_listratvoj_butikhotel,Отель Доходный дом Листратовой,2026-09-10,15,9,18,60.0,3885.00
history_boutiquehotel,Отель HISTORY Бутик-отель и СПА,2026-09-10,40,40,80,100.0,22443.75
mini_hotel_vizit,Гостиница Визит,2026-09-10,8,4,9,50.0,2671.00
larus,Отель Ларус,2026-09-10,14,4,8,28.57,3784.00
lyuks_hotel_4,Отель Люкс,2026-09-10,15,13,27,86.67,2473.00
hotel_anastasiya_2,Отель ГК Анастасия,2026-09-10,26,27,53,100.0,8075.00
domik_na_kholme_guest_house,Меблированные комнаты Домик на холме,2026-09-10,0,1,3,100.0,16920.00
olkhonstory_guest_house,История Ольхона,2026-09-10,6,10,20,100.0,7048.00
eko_baikalwood_hotel,Отель БайкалВуд,2026-09-10,44,68,140,100.0,10925.00
baikal_business_center_hotel,Отель Байкал Бизнес Центр,2026-09-10,59,2,4,3.39,6600.00
apartamentyi_v_irkutske,Меблированные комнаты в Иркутске,2026-09-10,0,2,4,100.0,1483.00
city_park_hotel_13,Меблированные комнаты City Park,2026-09-10,0,5,10,100.0,2363.00
hotel_arakhis,Отель Арахис,2026-09-10,8,2,4,25.0,4451.00
smart_hotel_kdo_irkutsk_hotel,Отель Smart Hotel Иркутск,2026-09-10,7,5,11,71.43,1800.00
angara_hotel,Ангара Отель,2026-09-10,300,79,131,26.33,5250.00
alaniya,Алания,2026-09-10,0,12,33,100.0,3958.00
minihotel_albatros,Гостиница Альбатрос,2026-09-10,12,3,6,25.0,2900.00
miniotel_serdtse_baykala,Сердце Байкала,2026-09-10,0,3,12,100.0,12369.00
rus_hotel_irkutsk,Гостиничный Комплекс Русь,2026-09-10,56,15,29,26.79,3640.00
international_hotel_sayen,SAYEN,2026-09-10,25,9,18,36.0,20000.00
gostevoj_dom_otdyih_na_bajkale,Отель Отдых на Байкале,2026-09-10,11,11,26,100.0,2972.00
guest_house_baykal,В объятиях Байкала,2026-09-10,0,5,15,100.0,7000.00
baykal_guest_house_3,Меблированные комнаты Байкал,2026-09-10,0,14,29,100.0,2572.00
montana_hostel,Меблированные комнаты Montana,2026-09-10,22,8,8,36.36,900.00
hotel_flagman_olkhona,Отель Флагман Ольхона,2026-09-10,15,24,48,100.0,6132.00
ibis_irkutsk_center,Отель Ибис Иркутск Центр,2026-09-10,128,43,86,33.59,7250.00
armat_hotel,Отель Армат,2026-09-10,40,40,79,100.0,5200.00
baza_otdykha_gostiny_dvor_vdokhnovenie,Отель Гостиный Двор Вдохновение,2026-09-10,34,12,24,35.29,5000.00
vera_baikal,Отель Вера Байкал,2026-09-10,38,23,46,60.53,7400.00
yakovlev_hotel,Отель Яковлевъ,2026-09-10,25,8,17,32.0,3655.00
best_eastern_hotel_zvezda,Отель Звезда,2026-09-10,65,53,106,81.54,7613.00
uda_2,Отель УДА,2026-09-10,45,40,60,88.89,1682.00
otel_tsentral,Отель Централь,2026-09-10,48,38,78,79.17,8500.00
malinovka_3,Малиновка,2026-09-10,0,6,17,100.0,2473.00
mayak_hotel_listvyanka,Отель Маяк,2026-09-10,54,15,31,27.78,10400.00
bolshoe_puteshestvie_hotel,Кемпинг Отель Ольхон,2026-09-10,10,15,41,100.0,3953.00
hotel_kurshavel_,Отель Куршавель,2026-09-10,15,15,31,100.0,4000.00
7_dorog,Гостиница 7 дорог,2026-09-10,19,11,19,57.89,5000.00
matreshka_hotel,Отель Матрешка,2026-09-10,35,36,68,100.0,4621.00
kupechesky_dvor_hotel,Отель Купеческий Дворъ,2026-09-10,14,8,16,57.14,8108.00
magas,Отель на Перроне,2026-09-10,25,20,37,80.0,1483.00
gostinitsa_ustilim,Усть-Илим,2026-09-10,80,32,37,40.0,1102.00
lotos_hotel,Отель Лотос,2026-09-10,23,12,25,52.17,1200.00
less_guest_house,Меблированные комнаты Лесс,2026-09-10,0,6,11,100.0,9792.00
legendy_baykala,Гостиница Легенды Байкала,2026-09-10,18,7,10,38.89,1163.00
baikal_view_hotel,Baikal View Hotel,2026-09-10,99,178,357,100.0,7688.00
legend_of_baikal,Отель Легенда Байкала,2026-09-10,35,15,30,42.86,9375.00
aristokrat_hotel,Отель Аристократ,2026-09-10,12,1,1,8.33,4200.00
magnetit,Отель Магнетит,2026-09-10,46,31,44,67.39,2700.00
izumrud_hotel_7,Отель Изумруд,2026-09-10,9,8,12,88.89,3463.00
guesthouse_dudeevukh,Меблированные комнаты Дудеевых,2026-09-10,0,2,4,100.0,3463.00
miniotel_medveditsa,Меблированные комнаты Медведица,2026-09-10,0,8,15,100.0,4660.00
dauria_hotel_2,Отель Даурия,2026-09-10,4,23,48,100.0,5500.00
