ota_hotel_id,name,rooms_num,free_rooms_amount,max_capacity,available_rooms_percent,date,min_price
vera_baikal,Отель Вера Байкал,38,51,102,134.21,2026-03-23,7790.00
tajga_hotel,Отель Тайга,44,22,54,50.0,2026-03-23,4600.00
klubnyij_kvartal_apartments,Клубный Квартал,67,8,8,11.94,2026-03-23,3400.00
irkutsk_city_center,Отель Иркутск Сити Центр,206,34,68,16.5,2026-03-23,7000.00
hotel_premium_hotel_pushkin,Премиум-отель Пушкин,46,38,76,82.61,2026-03-23,18000.00
empire_hotel_3,Гостиница Империя,49,8,13,16.33,2026-03-23,5100.00
north_star_hotel_9,Отель North Star,12,22,56,183.33,2026-03-23,5100.00
dohodnyij_dom_listratvoj_butikhotel,Отель Доходный дом Листратовой,15,8,17,53.33,2026-03-23,3885.00
miniotel_good_hotel,Мини-Отель Good Hotel,6,3,7,50.0,2026-03-23,2200.00
hotel_nuur_hotel,Отель Nuur Hotel,28,20,39,71.43,2026-03-23,5500.00
bajkal_hotel,Отель Байкал,72,25,48,34.72,2026-03-23,9000.00
international_hotel_sayen,SAYEN,25,18,40,72.0,2026-03-23,20000.00
azimut_aeroport_irkutsk_hotel,AZIMUT Отель Аэропорт Иркутск 4*,100,29,58,29.0,2026-03-23,8500.00
rus_hotel_irkutsk,Гостиничный Комплекс Русь,56,41,77,73.21,2026-03-23,3833.00
otel_irkut,Отель Иркут,30,18,35,60.0,2026-03-23,3000.00
archi_apt_apartments,Отель Baikal Archi Apt,7,3,6,42.86,2026-03-23,3443.00
gostevoy_dom_sunrise,Sunrise,0,5,12,0.0,2026-03-23,8410.00
apartamentyi_v_irkutske,Меблированные комнаты в Иркутске,0,1,2,0.0,2026-03-23,2373.00
7_dorog,Гостиница 7 дорог,19,11,23,57.89,2026-03-23,6190.00
minihotel_panda,Отель ДиаДэй,9,2,6,22.22,2026-03-23,2880.00
guest_house_baykaliya,Байкалия,0,5,15,0.0,2026-03-23,7421.00
hotel_nikola_2,Отель Никола,27,43,88,159.26,2026-03-23,6558.00
burduguz_hotel_2,Парк-Отель Бурдугуз,69,14,28,20.29,2026-03-23,19500.00
angara_hotel,Ангара Отель,300,48,76,16.0,2026-03-23,5250.00
inn_business_hall,Отель Business Hall,18,13,26,72.22,2026-03-23,4420.00
minihotel_albatros,Гостиница Альбатрос,12,5,16,41.67,2026-03-23,2700.00
baikal_view_hotel,Baikal View Hotel,99,25,52,25.25,2026-03-23,14328.00
otel_tsentral,Отель Централь,48,40,80,83.33,2026-03-23,6500.00
city_park_hotel_13,Меблированные комнаты City Park,0,6,6,0.0,2026-03-23,2162.00
podlemorie_hotel,Отель Подлеморье,14,13,28,92.86,2026-03-23,4000.00
grand_baikal,Отель Гранд Байкал,64,5,10,7.81,2026-03-23,9446.00
montana_hostel,Меблированные комнаты Montana,9,4,6,44.44,2026-03-23,800.00
hotel_nataly_2,Отель Натали,12,6,10,50.0,2026-03-23,3800.00
arena_g_irkutsk,Отель Арена Иркутск,15,16,32,106.67,2026-03-23,3128.00
mayak_hotel_listvyanka,Отель Маяк,54,52,96,96.3,2026-03-23,5940.00
baykal_guest_house_3,Меблированные комнаты Байкал,0,10,16,0.0,2026-03-23,2770.00
gostinitsa_undina,Отель Ундина,30,13,24,43.33,2026-03-23,8905.00
hotel_aziyayevropa,Отель Азия-Европа,19,7,14,36.84,2026-03-23,3956.00
hotel_khotej,Отель Хотэй,25,25,50,100.0,2026-03-23,10925.00
mihail_strogov,Отель Михаил Строгов,20,0,0,0.0,2026-03-23,4913.00
aristokrat_hotel,Отель Аристократ,12,1,1,8.33,2026-03-23,3900.00
best_eastern_hotel_zvezda,Отель Звезда,65,44,88,67.69,2026-03-23,6241.00
dom_baykal_guest_house,Меблированные комнаты Дом Байкал,15,18,52,120.0,2026-03-23,3200.00
lotos_hotel,Отель Лотос,23,7,14,30.43,2026-03-23,1150.00
miniotel_medveditsa,Меблированные комнаты Медведица,0,10,19,0.0,2026-03-23,4660.00
gostevoj_dom_na_zvezdinskoj,Отель на Звездинской,25,33,71,132.0,2026-03-23,3362.00
less_guest_house,Меблированные комнаты Лесс,0,7,13,0.0,2026-03-23,9845.00
nebo_baykala_guest_house,Небо Байкала,0,7,15,0.0,2026-03-23,2968.00
mini_hotel_vizit,Гостиница Визит,8,7,15,87.5,2026-03-23,3958.00
baikal_forest_hotel,Отель Baikal Forest,156,138,281,88.46,2026-03-23,4923.00
evropa_hotel,Отель Европа,58,36,64,62.07,2026-03-23,5565.00
baikalskie_prostory,Байкальские просторы,8,7,16,87.5,2026-03-23,3500.00
ibis_irkutsk_center,Отель Ибис Иркутск Центр,128,15,29,11.72,2026-03-23,5250.00
legend_of_baikal,Отель Легенда Байкала,35,17,29,48.57,2026-03-23,5000.00
yakovlev_hotel,Отель Яковлевъ,25,6,13,24.0,2026-03-23,3797.00
baykal_khan_listvyanka,Отель Ларч,18,0,0,0.0,2026-03-23,
nochleg_i_zavtrak_bb_shambala,Загородный отель Шамбала,10,9,18,90.0,2026-03-23,7000.00
matreshka_hotel,Отель Матрешка,35,10,18,28.57,2026-03-23,4662.00
hotel_rodina_grand_hotel_spa_irkutsk_5,Отель RODINA Grand Hotel & SPA Irkutsk 5*,79,33,66,41.77,2026-03-23,46000.00
malinovka_3,Малиновка,0,0,0,0.0,2026-03-23,
kupechesky_dvor_hotel,Отель Купеческий Дворъ,14,8,16,57.14,2026-03-23,6700.00
amurskiy,Отель Амурский,17,13,26,76.47,2026-03-23,14000.00
alaniya,Алания,0,12,33,0.0,2026-03-23,4000.00
marx_hotel,Отель Marx Hotel,26,0,0,0.0,2026-03-23,
hotel_soyuz_2,Жилое помещение Союз,84,78,156,92.86,2026-03-23,5600.00
baykal_shale_guest_house,Байкал Шале,11,5,12,45.45,2026-03-23,3500.00
kheyvitsa_guest_house,Отель Гостевой Дом Хейвица,8,3,6,37.5,2026-03-23,5300.00
irkutsk_city_lodge,Отель Иркутск Сити Лодж,4,0,0,0.0,2026-03-23,
bajkal_severnoe_more_hotel,Отель Байкал - Северное Море,119,56,87,47.06,2026-03-23,5232.50
armat_hotel,Отель Armat,40,58,116,145.0,2026-03-23,7800.00
hotel_kurshavel_,Отель Куршавель,15,12,24,80.0,2026-03-23,4000.00
gostinitsa_ustilim,Усть-Илим,80,14,17,17.5,2026-03-23,4000.00
vesta_hotel_3,Отель Веста,27,1,3,3.7,2026-03-23,3000.00
v_samom_tsentre_irkutska_minihotel,Отель В Сердце Иркутска,6,11,24,183.33,2026-03-23,4680.00
kalina_house_olkhon_baikal_guest_house,Конкордия,8,7,10,87.5,2026-03-23,8500.00
miniotel_serdtse_baykala,Сердце Байкала,0,3,4,0.0,2026-03-23,12500.00
gostevoy_dom_briz_3,Меблированные комнаты БРИЗ,16,8,18,50.0,2026-03-23,4500.00
taiga_2,Отель Taiga,101,16,30,15.84,2026-03-23,6144.00
riderside,Гостиница Riverside,8,2,4,25.0,2026-03-23,2959.00
shelest,Shelest,0,2,4,0.0,2026-03-23,4960.00
hotel_sozvezdie_baikala,Отель Созвездие Байкала,22,11,22,50.0,2026-03-23,4700.00
olkhonstory_guest_house,Ольхон стори,6,4,6,66.67,2026-03-23,8500.00
eko_baikalwood_hotel,Отель Байкальский лес (BaikalWood Hotel&SPA),44,0,0,0.0,2026-03-23,
hotel_baikal_best_edelweiss,Baikal Best Edelweiss,10,2,4,20.0,2026-03-23,5857.00
krestovaya_pad_hotel,Гостиница Крестовая падь,27,0,0,0.0,2026-03-23,
lazurny_bereg_hotel_,Гостиница Лазурный берег,65,1,2,1.54,2026-03-23,5500.00
u_istoka_hotel,Гостиница У Истока,24,0,0,0.0,2026-03-23,
lada_8,Отель Гостиница ЛАДА,22,0,0,0.0,2026-03-23,
hotel_yubileinaya__2,Гостиница Юбилейная,23,10,20,43.48,2026-03-23,2869.00
hotel_kosmos_5,Отель Космос,16,4,9,25.0,2026-03-23,3675.00
private_house_uedinenny_dom_na_beregu_zhivopisnoy_zavodi,Байкал 51,0,1,1,0.0,2026-03-23,24500.00
green_hotel_,Грин Отель,22,16,28,72.73,2026-03-23,3543.75
ozerny_tulun_sports_complex_na_karbysheva_185_apartment,Спорткомплекс Озерный Тулун на Карбышева 185,0,2,4,0.0,2026-03-23,3600.00
gostinitsa_solntse,Гостиница Солнце,58,8,12,13.79,2026-03-23,7900.00
flagman_hotel,Отель Флагман,10,5,10,50.0,2026-03-23,4500.00
bely_bereg,Отель Белый берег,5,3,7,60.0,2026-03-23,6300.00
domik_na_kholme_guest_house,Меблированные комнаты Домик на холме,0,0,0,0.0,2026-03-23,
hotel_gostinitsa_dinamo,Отель Динамо,39,23,43,58.97,2026-03-23,1140.00
lenatour,Отель  Ленатур,8,4,12,50.0,2026-03-23,3100.00
hotel_flagman_olkhona,Отель Флагман Ольхона,15,18,38,120.0,2026-03-23,7100.00
hotel_olimpiada,Олимпиада,29,14,16,48.28,2026-03-23,800.00
recreation_complex_altan,Парк-Отель Алтан,21,0,0,0.0,2026-03-23,
hotel_pushkin_2,Отель ПушкинЪ,23,18,36,78.26,2026-03-23,9300.00
