ota_hotel_id,name,date,rooms_num,free_rooms_amount,max_capacity,available_rooms_percent,min_price
tajga_hotel,Отель Тайга,2026-04-03,44,38,88,86.36,2990.00
victory_hotel_4,Гостиница Виктория,2026-04-03,30,21,42,70.0,3800.00
irkutsk_city_center,Отель Иркутск Сити Центр,2026-04-03,206,140,280,67.96,5100.00
sobolinka_parkhotel_2,Парк-отель Соболинка,2026-04-03,38,3,5,7.89,7270.00
klubnyij_kvartal_apartments,Клубный Квартал,2026-04-03,67,19,19,28.36,3400.00
hotel_nuur_hotel,Отель Nuur Hotel,2026-04-03,28,34,67,121.43,5000.00
vozdushnaya_gavan,Отель Воздушная Гавань,2026-04-03,140,45,81,32.14,4517.00
divobaykala_flat_1,Диво Байкала 1,2026-04-03,0,1,2,0.0,2328.00
azimut_aeroport_irkutsk_hotel,AZIMUT Отель Аэропорт Иркутск 4*,2026-04-03,100,68,139,68.0,6500.00
miniotel_good_hotel,Мини-Отель Good Hotel,2026-04-03,6,6,13,100.0,2200.00
7_dorog,Гостиница 7 дорог,2026-04-03,19,10,19,52.63,5000.00
empire_hotel_3,Гостиница Империя,2026-04-03,49,10,17,20.41,4500.00
angara_hotel,Ангара Отель,2026-04-03,300,107,177,35.67,4250.00
international_hotel_sayen,SAYEN,2026-04-03,25,17,36,68.0,18000.00
hotel_premium_hotel_pushkin,Премиум-отель Пушкин,2026-04-03,46,38,76,82.61,18000.00
rus_hotel_irkutsk,Гостиничный Комплекс Русь,2026-04-03,56,64,118,114.29,3131.00
otel_irkut,Отель Иркут,2026-04-03,30,22,38,73.33,3300.00
inn_business_hall,Отель Business Hall,2026-04-03,18,13,24,72.22,3030.00
archi_apt_apartments,Отель Baikal Archi Apt,2026-04-03,7,6,13,85.71,3168.00
bajkal_hotel,Отель Байкал,2026-04-03,72,25,50,34.72,9000.00
apartamentyi_v_irkutske,Меблированные комнаты в Иркутске,2026-04-03,0,3,6,0.0,1582.00
baykal_shale_guest_house,Байкал Шале,2026-04-03,11,6,15,54.55,3463.00
dohodnyij_dom_listratvoj_butikhotel,Отель Доходный дом Листратовой,2026-04-03,15,13,22,86.67,3885.00
baikal_business_center_hotel,Отель Байкал Бизнес Центр,2026-04-03,59,8,15,13.56,4800.00
minihotel_panda,Отель ДиаДэй,2026-04-03,9,5,12,55.56,2880.00
miniotel_serdtse_baykala,Сердце Байкала,2026-04-03,0,4,6,0.0,12369.00
burduguz_hotel_2,Парк-Отель Бурдугуз,2026-04-03,69,12,24,17.39,19500.00
guest_house_baykaliya,Байкалия,2026-04-03,0,5,15,0.0,7421.00
flagman_hotel_4,Отель Флагман,2026-04-03,13,5,9,38.46,6000.00
gostevoj_dom_na_zvezdinskoj,Отель на Звездинской,2026-04-03,25,33,71,132.0,3362.00
gostevoy_dom_sunrise,Sunrise,2026-04-03,0,4,10,0.0,8410.00
hotel_nikola_2,Отель Никола,2026-04-03,27,42,86,155.56,5549.00
podlemorie_hotel,Отель Подлеморье,2026-04-03,14,8,17,57.14,4000.00
minihotel_albatros,Гостиница Альбатрос,2026-04-03,12,10,26,83.33,2700.00
best_eastern_hotel_zvezda,Отель Звезда,2026-04-03,65,70,140,107.69,4902.00
montana_hostel,Меблированные комнаты Montana,2026-04-03,9,11,12,122.22,800.00
yakovlev_hotel,Отель Яковлевъ,2026-04-03,25,10,23,40.0,2869.00
otel_tsentral,Отель Централь,2026-04-03,48,32,64,66.67,6500.00
baikal_forest_hotel,Отель Baikal Forest,2026-04-03,156,163,331,104.49,4711.00
grand_baikal,Отель Гранд Байкал,2026-04-03,64,11,21,17.19,7962.00
mayak_hotel_listvyanka,Отель Маяк,2026-04-03,54,12,19,22.22,7000.00
baykal_khan_listvyanka,Отель Ларч,2026-04-03,18,13,30,72.22,6000.00
evropa_hotel,Отель Европа,2026-04-03,58,39,67,67.24,4165.00
lotos_hotel,Отель Лотос,2026-04-03,23,8,18,34.78,2150.00
baykal_guest_house_3,Меблированные комнаты Байкал,2026-04-03,0,14,17,0.0,1979.00
hotel_nataly_2,Отель Натали,2026-04-03,12,4,8,33.33,3800.00
less_guest_house,Меблированные комнаты Лесс,2026-04-03,0,7,13,0.0,10884.00
solnechny_guest_house_7,Cолнечный,2026-04-03,0,2,4,0.0,1182.00
beliy_sobol_parkhotel,Парк-отель Белый Соболь,2026-04-03,32,1,1,3.12,40000.00
ibis_irkutsk_center,Отель Ибис Иркутск Центр,2026-04-03,128,49,97,38.28,5800.00
yolochka,Меблированные комнаты Ёлочка,2026-04-03,6,9,18,150.0,3700.00
hotel_barguzin,Меблированные комнаты Баргузин,2026-04-03,0,4,4,0.0,8000.00
vera_baikal,Отель Вера Байкал,2026-04-03,38,41,82,107.89,6745.00
atlas_hotel_3,Гостиница Атлас,2026-04-03,29,5,9,17.24,4140.90
baikal_view_hotel,Baikal View Hotel,2026-04-03,99,56,116,56.57,9200.00
kupechesky_dvor_hotel,Отель Купеческий Дворъ,2026-04-03,14,11,22,78.57,6700.00
ozerny_tulun_sports_complex_na_karbysheva_185_apartment,Спорткомплекс Озерный Тулун на Карбышева 185,2026-04-03,0,2,4,0.0,3600.00
matreshka_hotel,Отель Матрешка,2026-04-03,35,47,83,134.29,3780.00
baikalskie_prostory,Байкальские просторы,2026-04-03,8,7,16,87.5,3500.00
legend_of_baikal,Отель Легенда Байкала,2026-04-03,35,16,30,45.71,5000.00
armat_hotel,Отель Armat,2026-04-03,40,68,136,170.0,5500.00
mini_hotel_vizit,Гостиница Визит,2026-04-03,8,5,11,62.5,2700.00
malinovka_3,Малиновка,2026-04-03,0,0,0,0.0,
hotel_rodina_grand_hotel_spa_irkutsk_5,Отель RODINA Grand Hotel & SPA Irkutsk 5*,2026-04-03,79,30,60,37.97,46000.00
eko_baikalwood_hotel,Отель Байкальский лес (BaikalWood Hotel&SPA),2026-04-03,44,0,0,0.0,
arena_g_irkutsk,Отель Арена Иркутск,2026-04-03,15,17,33,113.33,3128.00
guest_house_vremena_goda,Времена Года,2026-04-03,24,0,0,0.0,
alaniya,Алания,2026-04-03,0,12,33,0.0,4000.00
city_park_hotel_13,Меблированные комнаты City Park,2026-04-03,0,8,8,0.0,2185.00
lada_8,Отель Гостиница ЛАДА,2026-04-03,22,0,0,0.0,
miniotel_medveditsa,Меблированные комнаты Медведица,2026-04-03,0,7,13,0.0,4710.00
gostinitsa_undina,Отель Ундина,2026-04-03,30,0,0,0.0,
dom_baykal_guest_house,Меблированные комнаты Дом Байкал,2026-04-03,15,16,48,106.67,3200.00
history_boutiquehotel,Отель HISTORY Бутик-отель и СПА,2026-04-03,40,50,100,125.0,21525.00
bajkal_severnoe_more_hotel,Отель Байкал - Северное Море,2026-04-03,119,102,167,85.71,4657.50
uda_2,Отель УДА,2026-04-03,45,35,53,77.78,1700.00
hotel_soyuz_2,Жилое помещение Союз,2026-04-03,84,74,148,88.1,5600.00
nebo_baykala_guest_house,Небо Байкала,2026-04-03,0,6,13,0.0,3000.00
hotel_sozvezdie_baikala,Отель Созвездие Байкала,2026-04-03,22,13,26,59.09,4300.00
hotel_baikal_best_edelweiss,Baikal Best Edelweiss,2026-04-03,10,0,0,0.0,
amurskiy,Отель Амурский,2026-04-03,17,14,28,82.35,14000.00
marx_hotel,Отель Маркс,2026-04-03,26,0,0,0.0,
alpari,Гостиница Альпари,2026-04-03,10,5,10,50.0,2400.00
hotel_yubileinaya__2,Гостиница Юбилейная,2026-04-03,23,17,31,73.91,2500.00
artrezidentsiya_port_olhon,Арт-отель Порт Ольхон,2026-04-03,65,0,0,0.0,
vesta_hotel_3,Отель Веста,2026-04-03,27,20,43,74.07,3000.00
private_house_uedinenny_dom_na_beregu_zhivopisnoy_zavodi,Байкал 51,2026-04-03,0,1,1,0.0,36500.00
flagman_hotel,Отель Флагман,2026-04-03,10,1,2,10.0,5600.00
nochleg_i_zavtrak_bb_shambala,Загородный отель Шамбала,2026-04-03,10,10,20,100.0,6000.00
lazurny_bereg_hotel_,Гостиница Лазурный берег,2026-04-03,65,9,18,13.85,3800.00
kheyvitsa_guest_house,Отель Гостевой Дом Хейвица,2026-04-03,8,4,7,50.0,4700.00
praskovya_guest_house,Отель Прасковья,2026-04-03,12,4,5,33.33,1800.00
sportkompleks_ozerny_tulun_hotel,Спорткомплекс Озерный Тулун,2026-04-03,0,1,1,0.0,4500.00
hotel_olimpiada,Олимпиада,2026-04-03,29,3,3,10.34,800.00
gostinitsa_akademicheskaya,Отель Гостиница Академическая,2026-04-03,48,31,40,64.58,2700.00
oktyabrskaya_minihotel,Октябрьская,2026-04-03,0,7,12,0.0,2000.00
mihail_strogov,Отель Михаил Строгов,2026-04-03,20,3,4,15.0,3798.00
green_hotel_,Грин Отель,2026-04-03,22,19,39,86.36,3543.75
hotel_harats_inn,Отель Harat's inn,2026-04-03,12,12,12,100.0,4000.00
hotel_gostinitsa_dinamo,Отель Динамо,2026-04-03,39,23,43,58.97,1140.00
meridian_7,Отель Меридиан,2026-04-03,33,11,22,33.33,4700.00
hotel_aziyayevropa,Отель Азия-Европа,2026-04-03,19,10,20,52.63,3986.00
hotel_anastasiya_2,Отель ГК Анастасия,2026-04-03,26,30,56,115.38,9100.00
domik_na_kholme_guest_house,Меблированные комнаты Домик на холме,2026-04-03,0,0,0,0.0,
tri_kita_2,Отель Три Кита,2026-04-03,10,4,9,40.0,2600.00
aura_living_quarters,Меблированные комнаты Аура,2026-04-03,0,0,0,0.0,
dream_of_baikal_hotel,Отель Dream of Baikal,2026-04-03,19,0,0,0.0,
bely_bereg,Отель Белый берег,2026-04-03,5,4,10,80.0,6300.00
irkutsk_city_lodge,Отель Иркутск Сити Лодж,2026-04-03,4,0,0,0.0,
v_samom_tsentre_irkutska_minihotel,Отель В Сердце Иркутска,2026-04-03,6,11,24,183.33,4920.00
gostinitsa_solntse,Гостиница Солнце,2026-04-03,58,16,24,27.59,7500.00
hotel_pushkin_2,Отель ПушкинЪ,2026-04-03,23,17,34,73.91,7400.00
krestovaya_pad_hotel,Гостиница Крестовая падь,2026-04-03,27,0,0,0.0,
luna_hotel_9,Отель Луна,2026-04-03,22,3,5,13.64,3000.00
parus_18,Курортный отель Парус,2026-04-03,17,0,0,0.0,
hotel_angara,Отель Ангара-Приоритет,2026-04-03,31,14,27,45.16,4500.00
brusinka,Меблированные комнаты Брусника,2026-04-03,3,2,4,66.67,1950.00
gostevoy_dom_melodiya_baykala,Гостевой дом Мелодия Байкала,2026-04-03,0,1,2,0.0,4500.00
riderside,Гостиница Riverside,2026-04-03,8,2,4,25.0,3200.00
hotel_kurshavel_,Отель Куршавель,2026-04-03,15,12,25,80.0,3800.00
modul,Гостиница Комфорт,2026-04-03,12,0,0,0.0,
the_hotel_on_volzhskaya,Гостиница на Волжской,2026-04-03,30,17,47,56.67,2840.00
baza_otdykha_village_hvoy,Вилладж Хвоя,2026-04-03,0,10,20,0.0,5900.00
pekin_hotel,Отель Пекин,2026-04-03,86,75,75,87.21,4950.00
yupiter,Юпитер,2026-04-03,23,3,6,13.04,3000.00
vitim,Витим,2026-04-03,0,4,6,0.0,2989.00
taiga_2,Отель Taiga,2026-04-03,101,54,102,53.47,6088.00
katantsa_hotel,Отель Катанца,2026-04-03,19,0,0,0.0,
shelest,Shelest,2026-04-03,0,5,10,0.0,4960.00
smart_hotel_kdo_irkutsk_hotel,Отель Smart Hotel Иркутск,2026-04-03,7,7,16,100.0,1462.00
hotel_gostinitsa_avtovokzal,Отель гостиница Автовокзал,2026-04-03,0,7,7,0.0,2210.00
loft_house_38_guest_house,Loft House 38,2026-04-03,0,0,0,0.0,
kalina_house_olkhon_baikal_guest_house,Конкордия,2026-04-03,8,8,12,100.0,8500.00
dauria_hotel_2,Отель Даурия,2026-04-03,4,0,0,0.0,
lyuks_hotel_4,Отель Люкс,2026-04-03,15,15,18,100.0,2500.00
magnetit,Отель Магнетит,2026-04-03,55,34,49,61.82,2700.00
u_lukomorya_4,У Лукоморья,2026-04-03,0,0,0,0.0,
hotel_star_of_baiakal,Гостиница Star of Baikal,2026-04-03,12,12,27,100.0,10200.00
bajkalskie_sezonyi,Отель Парк Байкальские сезоны,2026-04-03,22,21,41,95.45,14500.00
royal_hotel_33,Отель Рояль,2026-04-03,27,0,0,0.0,
tikhaya_gavan_4,"Отель ""Тихая Гавань""",2026-04-03,12,3,7,25.0,4100.00
vostochnaia,Гостиница Восточная,2026-04-03,26,0,0,0.0,
hotel_khotej,Отель Хотэй,2026-04-03,25,0,0,0.0,
gostinitsa_ustilim,Усть-Илим,2026-04-03,80,40,44,50.0,4000.00
gostevoi_dom_margobai,Отель Маргобай,2026-04-03,14,28,46,200.0,1894.00
pribaikalskaya_hotel,Гостиница Прибайкальская,2026-04-03,87,8,15,9.2,3388.00
gloria_20,Отель Глория,2026-04-03,14,2,2,14.29,6300.00
wind_lake_guest_house,Wind Lake,2026-04-03,0,6,10,0.0,15360.00
gostevoj_dom_otdyih_na_bajkale,Отель Отдых на Байкале,2026-04-03,11,0,0,0.0,
olkhon_house_guest_family_house,Olkhon Family House,2026-04-03,0,0,0,0.0,
trakstop_38_2,Trakstop 38,2026-04-03,11,0,0,0.0,
khoromy_recreation_camp,Хоромы,2026-04-03,0,31,55,0.0,5000.00
zvezda_kochevnika,Отель Звезда Кочевника,2026-04-03,0,82,180,0.0,7945.00
planeta_9,Планета,2026-04-03,33,6,12,18.18,3000.00
baikal_capsule_hostel,Байкал Капсул (Байкальская капсула),2026-04-03,0,8,8,0.0,1180.00
metelitsa_6,Отель Метелица,2026-04-03,5,4,8,80.0,2392.00
komilfo_2,Отель Комильфо,2026-04-03,12,7,7,58.33,3500.00
home_hotel_apartments_home_wanted_on_piskunov_street,Апартаменты Home Hotel (Хоум Хотел) на улице Пискунова,2026-04-03,0,1,1,0.0,3239.00
gostevoy_dom_isiger_baikal,Гостевой дом ISIGER BAIKAL,2026-04-03,0,0,0,0.0,
gostevoy_dom_mandarkhan_obaykal,"Мандархан, о.Байкал",2026-04-03,0,1,1,0.0,16815.00
glemping_hygge_barn,Hygge Barn,2026-04-03,0,1,1,0.0,15000.00
spektr_2,Спектр,2026-04-03,14,0,0,0.0,
lenatour,Отель  Ленатур,2026-04-03,8,6,16,75.0,3100.00
na_gornoy_ulitse_5_private_house,Меблированные комнаты на Горной Улице 7Б,2026-04-03,0,0,0,0.0,
izumrud_hotel_7,Отель Изумруд,2026-04-03,9,4,4,44.44,5000.00
dlya_kompanii_guest_house,Для компании,2026-04-03,0,1,1,0.0,30000.00
v_russkom_stile_guest_house,Меблированные комнаты в Русском Стиле,2026-04-03,0,0,0,0.0,
baykkalina_guest_house,БайкКалина,2026-04-03,0,3,5,0.0,8000.00
siberia_9,Сибирь,2026-04-03,0,1,1,0.0,4186.00
azatai_park_hotel,"Парк-отель ""Азатай""",2026-04-03,0,17,33,0.0,10962.00
maksi_hotel,Отель Макси,2026-04-03,0,2,2,0.0,3500.00
