ota_hotel_id,name,date,rooms_num,free_rooms_amount,max_capacity,available_rooms_percent,min_price
evropa_hotel,Отель Европа,2026-05-19,58,3,4,5.17,4400.00
meridian_7,Отель Меридиан,2026-05-19,33,1,1,3.03,8000.00
hotel_nuur_hotel,Отель Nuur Hotel,2026-05-19,28,3,6,10.71,6300.00
vera_baikal,Отель Вера Байкал,2026-05-19,38,52,104,100.0,6000.00
hotel_premium_hotel_pushkin,Премиум-отель Пушкин,2026-05-19,46,30,60,65.22,13500.00
tajga_hotel,Отель Тайга,2026-05-19,44,1,2,2.27,9100.00
azimut_aeroport_irkutsk_hotel,AZIMUT Отель Аэропорт Иркутск 4*,2026-05-19,100,55,111,55.0,6500.00
archi_apt_apartments,Отель Baikal Archi Apt,2026-05-19,7,4,9,57.14,3608.00
baikal_business_center_hotel,Отель Байкал Бизнес Центр,2026-05-19,59,1,2,1.69,16900.00
vozdushnaya_gavan,Отель Воздушная Гавань,2026-05-19,140,27,54,19.29,5143.00
klubnyij_kvartal_apartments,Клубный Квартал,2026-05-19,67,4,4,5.97,3500.00
apartamentyi_v_irkutske,Меблированные комнаты в Иркутске,2026-05-19,0,3,6,100.0,1780.00
yakovlev_hotel,Отель Яковлевъ,2026-05-19,25,8,19,32.0,2823.00
history_boutiquehotel,Отель HISTORY Бутик-отель и СПА,2026-05-19,40,5,10,12.5,28428.75
dohodnyij_dom_listratvoj_butikhotel,Отель Доходный дом Листратовой,2026-05-19,15,13,23,86.67,3108.00
grand_baikal,Отель Гранд Байкал,2026-05-19,64,11,22,17.19,4253.00
empire_hotel_3,Гостиница Империя,2026-05-19,49,7,12,14.29,4700.00
rus_hotel_irkutsk,Гостиничный Комплекс Русь,2026-05-19,56,53,105,94.64,3244.00
baykal_khan_listvyanka,Отель Байкал Хан п.Листвянка,2026-05-19,18,13,32,72.22,6000.00
podlemorie_hotel,Отель Подлеморье,2026-05-19,14,7,15,50.0,4500.00
miniotel_good_hotel,Мини-Отель Good Hotel,2026-05-19,6,7,15,100.0,2200.00
best_eastern_hotel_zvezda,Отель Звезда,2026-05-19,65,4,8,6.15,12952.00
angara_hotel,Ангара Отель,2026-05-19,300,11,20,3.67,4250.00
malinovka_3,Малиновка,2026-05-19,0,4,10,100.0,2571.00
baikal_view_hotel,Baikal View Hotel,2026-05-19,99,32,68,32.32,14286.00
bajkal_hotel,Отель Байкал,2026-05-19,72,45,88,62.5,9000.00
otel_irkut,Отель Иркут,2026-05-19,30,15,28,50.0,3200.00
baza_otdykha_gostiny_dvor_vdokhnovenie,Отель Гостиный Двор Вдохновение,2026-05-19,34,38,73,100.0,3500.00
hotel_nikola_2,Отель Никола,2026-05-19,27,43,88,100.0,5549.00
hotel_pushkin_2,Отель ПушкинЪ,2026-05-19,23,2,4,8.7,7150.00
atlas_hotel_3,Гостиница Атлас,2026-05-19,29,9,19,31.03,3563.10
kheyvitsa_guest_house,Отель Гостевой Дом Хейвица,2026-05-19,8,6,12,75.0,5244.00
taiga_2,Отель Taiga,2026-05-19,101,1,1,0.99,10765.00
inn_business_hall,Отель Business Hall,2026-05-19,18,13,26,72.22,4420.00
alaniya,Алания,2026-05-19,0,12,33,100.0,3958.00
baza_otdykha_olkhon,База отдыха Ольхон,2026-05-19,50,40,110,80.0,4452.00
dom_baykal_guest_house,Меблированные комнаты Дом Байкал,2026-05-19,15,15,44,100.0,3166.00
minihotel_albatros,Гостиница Альбатрос,2026-05-19,12,7,20,58.33,2700.00
guest_house_baykaliya,Байкалия,2026-05-19,0,6,18,100.0,7421.00
apartments_viking_khaus,Викинг Хаус,2026-05-19,0,2,4,100.0,6000.00
city_park_hotel_13,Меблированные комнаты City Park,2026-05-19,0,5,5,100.0,2068.00
kupechesky_dvor_hotel,Отель Купеческий Дворъ,2026-05-19,14,11,22,78.57,6892.00
krestovaya_pad_hotel,Гостиница Крестовая падь,2026-05-19,27,7,15,25.93,9500.00
minihotel_panda,Отель ДиаДэй,2026-05-19,9,2,6,22.22,2880.00
uda_2,Отель УДА,2026-05-19,45,34,54,75.56,1682.00
ibis_irkutsk_center,Отель Ибис Иркутск Центр,2026-05-19,128,18,35,14.06,5250.00
gostinitsa_akademicheskaya,Отель Гостиница Академическая,2026-05-19,48,24,33,50.0,4200.00
otel_tsentral,Отель Централь,2026-05-19,48,29,58,60.42,7000.00
mayak_hotel_listvyanka,Отель Маяк,2026-05-19,54,51,95,94.44,4050.00
aristokrat_hotel,Отель Аристократ,2026-05-19,12,9,15,75.0,4500.00
artrezidentsiya_port_olhon,Арт-отель Порт Ольхон,2026-05-19,65,33,63,50.77,11500.00
lotos_hotel,Отель Лотос,2026-05-19,23,18,37,78.26,1150.00
hotel_sozvezdie_baikala,Отель Созвездие Байкала,2026-05-19,22,11,22,50.0,3800.00
7_dorog,Гостиница 7 дорог,2026-05-19,19,8,17,42.11,6000.00
legend_of_baikal,Отель Легенда Байкала,2026-05-19,35,20,36,57.14,5000.00
miniotel_medveditsa,Меблированные комнаты Медведица,2026-05-19,0,9,17,100.0,4660.00
hotel_harats_inn,Отель Harat's inn,2026-05-19,12,11,11,91.67,3958.00
eko_baikalwood_hotel,Отель БайкалВуд,2026-05-19,44,60,120,100.0,9200.00
lazurny_bereg_hotel_,Гостиница Лазурный берег,2026-05-19,65,3,6,4.62,3800.00
olkhonstory_guest_house,Ольхон стори,2026-05-19,6,12,18,100.0,7447.00
aura_living_quarters,Меблированные комнаты Аура,2026-05-19,0,6,6,100.0,5838.00
tri_kita_2,Отель Три Кита,2026-05-19,10,0,0,0.0,
praskovya_guest_house,Отель Прасковья,2026-05-19,12,4,6,33.33,1781.00
flagman_hotel_4,Отель Флагман,2026-05-19,13,1,1,7.69,7000.00
lyuks_hotel_4,Отель Люкс,2026-05-19,15,10,21,66.67,2473.00
ozerny_tulun_sports_complex_na_karbysheva_185_apartment,Спорткомплекс Озерный Тулун на Карбышева 185,2026-05-19,0,2,4,100.0,3560.00
armat_hotel,Отель Армат,2026-05-19,40,54,108,100.0,5200.00
mihail_strogov,Отель Михаил Строгов,2026-05-19,20,3,6,15.0,3852.00
olkhon_inn,Ольхон Инн,2026-05-19,0,16,32,100.0,6000.00
flagman_hotel,Отель Флагман,2026-05-19,10,6,13,60.0,6000.00
gostevoj_dom_na_zvezdinskoj,Отель на Звездинской,2026-05-19,25,35,75,100.0,3362.00
hotel_soyuz_2,Жилое помещение Союз,2026-05-19,84,54,108,64.29,5600.00
matreshka_hotel,Отель Матрешка,2026-05-19,35,42,72,100.0,3488.00
tsentr_otdykha_dashi,Центр отдыха Да-ши,2026-05-19,20,10,24,50.0,10805.00
magas,Отель на Перроне,2026-05-19,25,22,47,88.0,1483.00
azatai_park_hotel,"Парк-отель ""Азатай""",2026-05-19,0,0,0,0.0,
hotel_anastasiya_2,Отель ГК Анастасия,2026-05-19,26,33,60,100.0,11000.00
hotel_yubileinaya__2,Гостиница Юбилейная,2026-05-19,23,0,0,0.0,2350.00
v_samom_tsentre_irkutska_minihotel,Отель В Сердце Иркутска,2026-05-19,6,9,20,100.0,3600.00
dauria_hotel_2,Отель Даурия,2026-05-19,4,21,41,100.0,4500.00
hotel_barguzin,Меблированные комнаты Баргузин,2026-05-19,0,8,26,100.0,7916.00
baykal_khan_hotel_olkhon,Отель Байкал-Хан Ольхон,2026-05-19,40,32,64,80.0,12512.00
smart_hotel_kdo_irkutsk_hotel,Отель Smart Hotel Иркутск,2026-05-19,7,4,10,57.14,1699.00
domik_na_kholme_guest_house,Меблированные комнаты Домик на холме,2026-05-19,0,1,3,100.0,15040.00
guesthouse_dudeevukh,Меблированные комнаты Дудеевых,2026-05-19,0,1,2,100.0,3958.00
mini_hotel_vizit,Гостиница Визит,2026-05-19,8,5,11,62.5,2671.00
baykkalina_guest_house,БайкКалина,2026-05-19,0,3,5,100.0,7916.00
baykal_shale_guest_house,Байкал Шале,2026-05-19,11,3,9,27.27,5788.00
burduguz_hotel_2,Парк-Отель Бурдугуз,2026-05-19,69,10,20,14.49,16575.00
hotel_u_ruchyya,Отель У ручья,2026-05-19,9,4,10,44.44,3958.00
legendy_baykala,Гостиница Легенды Байкала,2026-05-19,18,3,7,16.67,1137.00
bajkal_severnoe_more_hotel,Отель Байкал - Северное Море,2026-05-19,119,88,145,73.95,4500.00
royal_hotel_33,Отель Рояль,2026-05-19,27,17,32,62.96,4400.00
saturn_8,Сатурн,2026-05-19,23,4,8,17.39,3000.00
hotel_kurshavel_,Отель Куршавель,2026-05-19,15,15,31,100.0,3475.00
marx_hotel,Отель Маркс,2026-05-19,26,9,18,34.62,5200.00
svetly_aparthotel,Отель Светлый,2026-05-19,6,6,12,100.0,4500.00
larus,Отель Ларус,2026-05-19,14,4,7,28.57,4452.00
tikhaya_gavan_4,"Отель ""Тихая Гавань""",2026-05-19,12,4,11,33.33,4100.00
planeta_9,Планета,2026-05-19,33,10,20,30.3,3000.00
vostochnaia,Гостиница Восточная,2026-05-19,26,16,35,61.54,5600.00
momant_house_recreation_camp,Momant house,2026-05-19,0,3,10,100.0,3958.00
beliy_sobol_parkhotel,Парк-отель Белый Соболь,2026-05-19,32,20,48,62.5,5000.00
profsoyuznaya_hotel_4,Отель Профсоюзная,2026-05-19,0,68,68,100.0,3196.00
hotel_angara,Отель Ангара-Приоритет,2026-05-19,31,1,2,3.23,6000.00
solnechny_guest_house_7,Cолнечный,2026-05-19,0,1,2,100.0,1182.00
alpari,Гостиница Альпари,2026-05-19,10,4,8,40.0,2373.00
gostevoi_dom_margobai,Отель Маргобай,2026-05-19,14,33,63,100.0,1879.00
home_hotel_apartments_home_wanted_on_piskunov_street,Апартаменты Home Hotel (Хоум Отель) на улице Пискунова,2026-05-19,0,2,2,100.0,3401.00
oktyabrskaya_minihotel,Октябрьская,2026-05-19,0,1,2,100.0,2000.00
international_hotel_sayen,SAYEN,2026-05-19,25,5,10,20.0,19500.00
hotel_khotej,Отель Хотэй,2026-05-19,25,25,50,100.0,6900.00
amurskiy,Отель Амурский,2026-05-19,17,11,24,64.71,14000.00
wind_lake_guest_house,Wind Lake,2026-05-19,0,20,30,100.0,11632.00
vesta_hotel_3,Отель Веста,2026-05-19,27,17,37,62.96,2800.00
irkutsk_city_lodge,Отель Иркутск Сити Лодж,2026-05-19,4,4,8,100.0,4154.00
lada_8,Отель Гостиница ЛАДА,2026-05-19,22,20,36,90.91,4200.00
arena_g_irkutsk,Отель Арена Иркутск,2026-05-19,15,17,33,100.0,3128.00
less_guest_house,Меблированные комнаты Лесс,2026-05-19,0,6,11,100.0,9845.00
gostevoy_dom_holiday_park_on_olkhon,Holiday park on Olkhon,2026-05-19,0,6,12,100.0,4883.00
parus_18,Курортный отель Парус,2026-05-19,17,11,25,64.71,5992.00
nochleg_i_zavtrak_bb_shambala,Загородный отель Шамбала,2026-05-19,10,10,20,100.0,7566.00
katantsa_hotel,Отель Катанца,2026-05-19,19,12,24,63.16,4500.00
hotel_kosmos_5,Отель Космос,2026-05-19,16,8,19,50.0,2646.00
gostevoj_dom_otdyih_na_bajkale,Отель Отдых на Байкале,2026-05-19,11,11,20,100.0,2473.00
u_lukomorya_4,У Лукоморья,2026-05-19,0,7,7,100.0,6827.00
hotel_rodina_grand_hotel_spa_irkutsk_5,Отель RODINA Grand Hotel & SPA Irkutsk 5*,2026-05-19,79,28,56,35.44,46000.00
geser_recreation_center,База отдыха ГЭСЭР,2026-05-19,15,13,28,86.67,14964.00
hotel_gostinitsa_dinamo,Отель Динамо,2026-05-19,39,18,36,46.15,2255.00
recreation_complex_altan,Парк-Отель Алтан,2026-05-19,21,34,60,100.0,12369.00
recreation_centre_baikal_rainbow,База отдыха Байкальская Радуга,2026-05-19,31,6,11,19.35,8953.00
baza_otdykha_village_hvoy,Вилладж Хвоя,2026-05-19,0,10,20,100.0,5838.00
green_hotel_,Грин Отель,2026-05-19,22,20,41,90.91,3510.00
gostevoy_dom_melodiya_baykala,Гостевой дом Мелодия Байкала,2026-05-19,0,1,2,100.0,4500.00
the_hotel_on_volzhskaya,Гостиница на Волжской,2026-05-19,30,17,47,56.67,2920.00
gostinitsa_ustilim,Усть-Илим,2026-05-19,80,5,7,6.25,1870.00
modul,Гостиница Комфорт,2026-05-19,12,9,11,75.0,2704.00
rezidentsii_rodina_irkutsk,Резиденции Rodina Irkutsk,2026-05-19,0,13,13,100.0,25000.00
hotel_aziyayevropa,Отель Азия-Европа,2026-05-19,19,11,22,57.89,3956.00
dream_of_baikal_hotel,Отель Dream of Baikal,2026-05-19,19,16,28,84.21,6530.00
pribaikalskaya_hotel,Гостиница Прибайкальская,2026-05-19,87,7,13,8.05,3364.00
hotel_gostinitsa_avtovokzal,Отель Автовокзал,2026-05-19,22,12,12,54.55,2572.00
olkhon_2,Ольхон,2026-05-19,50,40,106,80.0,4610.00
gostevoy_dom_isiger_baikal,Гостевой дом ISIGER BAIKAL,2026-05-19,0,2,6,100.0,7025.00
trakstop_38_2,Тракстоп 38,2026-05-19,11,5,9,45.45,5194.00
v_russkom_stile_guest_house,Меблированные комнаты в Русском Стиле,2026-05-19,0,2,8,100.0,5937.00
gostevoy_dom_mandarkhan_obaykal,"Мандархан, о.Байкал",2026-05-19,0,1,1,100.0,22185.00
olkhon_house_guest_family_house,Olkhon Family House,2026-05-19,0,5,8,100.0,3463.00
hotel_complex_baikalov_ostrog,Гостиница Байкалов Острог,2026-05-19,0,45,55,100.0,9301.00
bajkalskie_sezonyi,Отель Парк Байкальские сезоны,2026-05-19,22,20,39,90.91,12369.00
gostevoy_dom_chilla_villa_baikal,Гостевой дом Chilla_villa_baikal,2026-05-19,0,2,4,100.0,10928.00
pekin_hotel,Отель Пекин,2026-05-19,86,75,75,87.21,4898.00
zvezda_kochevnika,Отель Звезда Кочевника,2026-05-19,0,82,180,100.0,7421.00
baikal_capsule_hostel,Байкал Капсул (Байкальская капсула),2026-05-19,0,8,8,100.0,1229.00
u_istoka_hotel,Гостиница У Истока,2026-05-19,24,9,20,37.5,3400.00
metelitsa_6,Отель Метелица,2026-05-19,5,5,9,100.0,2374.00
gloria_20,Отель Глория,2026-05-19,14,4,6,28.57,6233.00
yupiter,Юпитер,2026-05-19,23,3,6,13.04,3000.00
khoromy_recreation_camp,Хоромы,2026-05-19,0,29,49,100.0,4500.00
mir_baykala_hotel,Отель Мир Байкала,2026-05-19,29,17,26,58.62,11874.00
vitim,Витим,2026-05-19,0,1,2,100.0,3000.00
barnkhaus_guest_house_4,Барнхаус,2026-05-19,0,1,1,100.0,11676.00
glemping_hygge_barn,Hygge Barn,2026-05-19,0,2,2,100.0,11874.00
private_house_uedinenny_dom_na_beregu_zhivopisnoy_zavodi,Байкал 51,2026-05-19,0,1,1,100.0,24243.00
hotelclub_ice,Отель Сибирская резиденция Лёд Байкала,2026-05-19,0,2,2,100.0,12000.00
loft_house_38_guest_house,Loft House 38,2026-05-19,0,4,6,100.0,12369.00
izumrud_hotel_7,Отель Изумруд,2026-05-19,9,3,3,33.33,4947.00
dlya_kompanii_guest_house,Для компании,2026-05-19,0,1,1,100.0,21373.00
olkhon_village_guest_house,Меблированные комнаты Olkhon Village,2026-05-19,0,1,1,100.0,21000.00
arena_on_sverdlov,Арена на Свердлова,2026-05-19,0,18,24,100.0,3200.00
spektr_2,Спектр,2026-05-19,14,8,12,57.14,2821.00
lenatour,Отель  Ленатур,2026-05-19,8,3,8,37.5,3096.00
na_gornoy_ulitse_5_private_house,Меблированные комнаты на Горной Улице 7Б,2026-05-19,0,2,8,100.0,4203.00
siberia_9,Сибирь,2026-05-19,0,3,5,100.0,4303.00
maksi_hotel,Отель Макси,2026-05-19,2,2,2,100.0,3463.00
camping_yelochka_kempinghotel,Отель Елочка,2026-05-19,118,26,30,22.03,5343.00
