ota_hotel_id,name,rooms_num,free_rooms_amount,max_capacity,available_rooms_percent,date,min_price
vera_baikal,Отель Вера Байкал,38,6,12,15.79,2026-03-13,10735.00
klubnyij_kvartal_apartments,Клубный Квартал,67,18,18,26.87,2026-03-13,3400.00
sobolinka_parkhotel_2,Парк-отель Соболинка,38,1,1,2.63,2026-03-13,9050.00
evropa_hotel,Отель Европа,58,7,9,12.07,2026-03-13,4700.00
divobaykala_flat_1,Диво Байкала 1,0,1,2,0.0,2026-03-13,2425.00
dohodnyij_dom_listratvoj_butikhotel,Отель Доходный дом Листратовой,15,7,14,46.67,2026-03-13,4160.00
tajga_hotel,Отель Тайга,44,6,13,13.64,2026-03-13,7000.00
rus_hotel_irkutsk,Гостиничный Комплекс Русь,56,1,1,1.79,2026-03-13,3932.00
miniotel_good_hotel,Мини-Отель Good Hotel,6,4,9,66.67,2026-03-13,2200.00
hotel_premium_hotel_pushkin,Премиум-отель Пушкин,46,29,58,63.04,2026-03-13,18000.00
best_eastern_hotel_zvezda,Отель Звезда,65,8,16,12.31,2026-03-13,10678.00
taiga_2,Отель Taiga,101,52,92,51.49,2026-03-13,5605.00
bajkal_hotel,Отель Байкал,72,37,72,51.39,2026-03-13,15000.00
angara_hotel,Ангара Отель,300,16,17,5.33,2026-03-13,5250.00
otel_irkut,Отель Иркут,30,10,20,33.33,2026-03-13,3500.00
podlemorie_hotel,Отель Подлеморье,14,5,11,35.71,2026-03-13,7500.00
guest_house_baykaliya,Байкалия,0,4,12,0.0,2026-03-13,7421.00
hotel_nuur_hotel,Отель Nuur Hotel,28,9,18,32.14,2026-03-13,7500.00
azimut_aeroport_irkutsk_hotel,AZIMUT Отель Аэропорт Иркутск 4*,100,23,51,23.0,2026-03-13,8850.00
7_dorog,Гостиница 7 дорог,19,2,6,10.53,2026-03-13,11930.00
gostinitsa_ustilim,Усть-Илим,80,29,31,36.25,2026-03-13,1801.00
yakovlev_hotel,Отель Яковлевъ,25,3,7,12.0,2026-03-13,4614.00
baikal_forest_hotel,Отель Baikal Forest,156,9,23,5.77,2026-03-13,10160.00
hotel_nikola_2,Отель Никола,27,35,72,129.63,2026-03-13,6558.00
north_star_hotel_9,Отель North Star,12,6,14,50.0,2026-03-13,5150.00
otel_tsentral,Отель Централь,48,34,68,70.83,2026-03-13,8000.00
international_hotel_sayen,SAYEN,25,18,40,72.0,2026-03-13,20000.00
matreshka_hotel,Отель Матрешка,35,5,7,14.29,2026-03-13,4878.00
inn_business_hall,Отель Business Hall,18,13,25,72.22,2026-03-13,3790.00
baikal_business_center_hotel,Отель Байкал Бизнес Центр,59,2,4,3.39,2026-03-13,7500.00
grand_baikal,Отель Гранд Байкал,64,8,16,12.5,2026-03-13,13056.00
minihotel_panda,Отель ДиаДэй,9,5,12,55.56,2026-03-13,2880.00
kheyvitsa_guest_house,Отель Гостевой Дом Хейвица,8,6,12,75.0,2026-03-13,6000.00
baykal_khan_listvyanka,Отель Ларч,18,13,29,72.22,2026-03-13,8340.00
