merged_id,match_type,address_score,name_score,city,name,address,lat,lon,rooms_number,ostrovok_ota_hotel_id,ostrovok_master_id,ostrovok_name,ostrovok_address,ostrovok_url,ostrovok_rooms_number,tvil_hotel_id,tvil_name,tvil_address,tvil_url,tvil_rooms_number
66,unmatched_ostrovok,,,Иркутск,Отель ДиаДэй,"улица Профсоюзная, д. 10/2, Иркутск",52.284023,104.256004,9,minihotel_panda,6479321,Отель ДиаДэй,"улица Профсоюзная, д. 10/2, Иркутск",https://ostrovok.ru/hotel/russia/irkutsk/mid6479321/minihotel_panda,9,,,,,
67,unmatched_ostrovok,,,Усть-Илимск,Усть-Илим,"пр-т Дружбы Народов, д. 2, Усть-Илимск",57.955795,102.74813,80,gostinitsa_ustilim,7026078,Усть-Илим,"пр-т Дружбы Народов, д. 2, Усть-Илимск",https://ostrovok.ru/hotel/russia/irkutsk/mid7026078/gostinitsa_ustilim,80,,,,,
68,unmatched_ostrovok,,,Иркутск,Отель Арена Иркутск,"ул. Желябова, 8А, Иркутск",52.288128,104.28727,15,arena_g_irkutsk,8491921,Отель Арена Иркутск,"ул. Желябова, 8А, Иркутск",https://ostrovok.ru/hotel/russia/irkutsk/mid8491921/arena_g_irkutsk,15,,,,,
69,unmatched_ostrovok,,,Байкальск,Отель Куршавель,"микрорайон Южный, 1-й квартал, д.6, Байкальск",51.505707,104.14502,15,hotel_kurshavel_,6456691,Отель Куршавель,"микрорайон Южный, 1-й квартал, д.6, Байкальск",https://ostrovok.ru/hotel/russia/irkutsk/mid6456691/hotel_kurshavel_,15,,,,,
70,unmatched_ostrovok,,,Листвянка,Отель Ундина,"Ulitsa Kulikova,6, Листвянка",51.856808,104.858025,30,gostinitsa_undina,9079103,Отель Ундина,"Ulitsa Kulikova,6, Листвянка",https://ostrovok.ru/hotel/russia/irkutsk/mid9079103/gostinitsa_undina,30,,,,,
71,unmatched_ostrovok,,,Иркутск,Меблированные комнаты City Park,"улица Красных Мадьяр, 29, Иркутск",52.273567,104.30006,,city_park_hotel_13,9987117,Меблированные комнаты City Park,"улица Красных Мадьяр, 29, Иркутск",https://ostrovok.ru/hotel/russia/irkutsk/mid9987117/city_park_hotel_13,,,,,,
72,unmatched_ostrovok,,,Хужир,Отель Хотэй,"Ольхонская улица, 10, Хужир",53.194584,107.36046,25,hotel_khotej,13330760,Отель Хотэй,"Ольхонская улица, 10, Хужир",https://ostrovok.ru/hotel/russia/irkutsk/mid13330760/hotel_khotej,25,,,,,
73,unmatched_ostrovok,,,Иркутск,Жилое помещение Союз,"проезд Юрия Тена, д.12/4, Иркутск",52.252377,104.256676,84,hotel_soyuz_2,8662950,Жилое помещение Союз,"проезд Юрия Тена, д.12/4, Иркутск",https://ostrovok.ru/hotel/russia/irkutsk/mid8662950/hotel_soyuz_2,84,,,,,
74,unmatched_ostrovok,,,Иркутск,Меблированные комнаты Дом Байкал,"улица Лапина, д. 14, Иркутск",52.27905,104.286156,15,dom_baykal_guest_house,10151922,Меблированные комнаты Дом Байкал,"улица Лапина, д. 14, Иркутск",https://ostrovok.ru/hotel/russia/irkutsk/mid10151922/dom_baykal_guest_house,15,,,,,
75,unmatched_ostrovok,,,Листвянка,Меблированные комнаты Байкал,"улица Горная, д. 8А, Листвянка",51.857647,104.859604,,baykal_guest_house_3,13308043,Меблированные комнаты Байкал,"улица Горная, д. 8А, Листвянка",https://ostrovok.ru/hotel/russia/irkutsk/mid13308043/baykal_guest_house_3,,,,,,
76,unmatched_ostrovok,,,Листвянка,Сердце Байкала,"улица Островского, 39, Листвянка",51.862244,104.869156,,miniotel_serdtse_baykala,11310800,Сердце Байкала,"улица Островского, 39, Листвянка",https://ostrovok.ru/hotel/russia/irkutsk/mid11310800/miniotel_serdtse_baykala,,,,,,
77,unmatched_ostrovok,,,Иркутск,Меблированные комнаты Montana,"улица Карла Либкнехта, д.6, Иркутск",52.28775,104.293526,9,montana_hostel,8746907,Меблированные комнаты Montana,"улица Карла Либкнехта, д.6, Иркутск",https://ostrovok.ru/hotel/russia/irkutsk/mid8746907/montana_hostel,9,,,,,
78,unmatched_ostrovok,,,Большое Голоустное,Меблированные комнаты Медведица,"улица Кирова,д. 132а, Большое Голоустное",52.02641,105.39498,,miniotel_medveditsa,10019685,Меблированные комнаты Медведица,"улица Кирова,д. 132а, Большое Голоустное",https://ostrovok.ru/hotel/russia/irkutsk/mid10019685/miniotel_medveditsa,,,,,,
79,unmatched_ostrovok,,,Хужир,Отель Гостиница ЛАДА,"улица Таёжная, д.30, Хужир",53.189693,107.34768,22,lada_8,8878913,Отель Гостиница ЛАДА,"улица Таёжная, д.30, Хужир",https://ostrovok.ru/hotel/russia/irkutsk/mid8878913/lada_8,22,,,,,
80,unmatched_ostrovok,,,Хужир,Загородный отель Шамбала,"ул Северная, з/у 12А, Хужир",53.19933,107.3538,10,nochleg_i_zavtrak_bb_shambala,10012287,Загородный отель Шамбала,"ул Северная, з/у 12А, Хужир",https://ostrovok.ru/hotel/russia/irkutsk/mid10012287/nochleg_i_zavtrak_bb_shambala,10,,,,,
81,unmatched_ostrovok,,,Листвянка,Отель Байкал Хан п.Листвянка,"рп. Листвянка, ул Гудина, д. 22а, Листвянка",51.846184,104.878456,18,baykal_khan_listvyanka,10360512,Отель Байкал Хан п.Листвянка,"рп. Листвянка, ул Гудина, д. 22а, Листвянка",https://ostrovok.ru/hotel/russia/irkutsk/mid10360512/baykal_khan_listvyanka,18,,,,,
82,unmatched_ostrovok,,,Хужир,Меблированные комнаты Баргузин,"улица Ворошилова, д.23А, Хужир",53.19983,107.35153,,hotel_barguzin,10012829,Меблированные комнаты Баргузин,"улица Ворошилова, д.23А, Хужир",https://ostrovok.ru/hotel/russia/irkutsk/mid10012829/hotel_barguzin,,,,,,
83,unmatched_ostrovok,,,Иркутск,Отель Централь,"переулок Богданова 8, Иркутск",52.286674,104.285194,48,otel_tsentral,8748836,Отель Централь,"переулок Богданова 8, Иркутск",https://ostrovok.ru/hotel/russia/irkutsk/mid8748836/otel_tsentral,48,,,,,
84,unmatched_ostrovok,,,Листвянка,Байкальские просторы,"улица Чапаева, д. 41, Листвянка",51.85426,104.8729,8,baikalskie_prostory,8476361,Байкальские просторы,"улица Чапаева, д. 41, Листвянка",https://ostrovok.ru/hotel/russia/irkutsk/mid8476361/baikalskie_prostory,8,,,,,
85,unmatched_ostrovok,,,Листвянка,Отель Легенда Байкала,"Улица Исток Ангары, д.11, Листвянка",51.87289,104.828636,35,legend_of_baikal,7776712,Отель Легенда Байкала,"Улица Исток Ангары, д.11, Листвянка",https://ostrovok.ru/hotel/russia/irkutsk/mid7776712/legend_of_baikal,35,,,,,
86,unmatched_ostrovok,,,Иркутск,Отель Baikal Archi Apt,"ул Некрасова, стр. 3а, помещ. 2, Иркутск",52.289085,104.28417,7,archi_apt_apartments,10211904,Отель Baikal Archi Apt,"ул Некрасова, стр. 3а, помещ. 2, Иркутск",https://ostrovok.ru/hotel/russia/irkutsk/mid10211904/archi_apt_apartments,7,,,,,
87,unmatched_ostrovok,,,Листвянка,Меблированные комнаты Лесс,"улица Куликова, д. 102а, Листвянка",51.86491,104.86681,,less_guest_house,11308288,Меблированные комнаты Лесс,"улица Куликова, д. 102а, Листвянка",https://ostrovok.ru/hotel/russia/irkutsk/mid11308288/less_guest_house,,,,,,
88,unmatched_ostrovok,,,Иркутск,Гостиница Визит,"ул Софьи Перовской, стр. 30, помещ. 4, Иркутск",52.28137,104.30118,8,mini_hotel_vizit,13384141,Гостиница Визит,"ул Софьи Перовской, стр. 30, помещ. 4, Иркутск",https://ostrovok.ru/hotel/russia/irkutsk/mid13384141/mini_hotel_vizit,8,,,,,
89,unmatched_ostrovok,,,Листвянка,Курортный отель Парус,"улица Горького, д.93А, Листвянка",51.846233,104.875244,17,parus_18,9996236,Курортный отель Парус,"улица Горького, д.93А, Листвянка",https://ostrovok.ru/hotel/russia/irkutsk/mid9996236/parus_18,17,,,,,
90,unmatched_ostrovok,,,Листвянка,Малиновка,"улица Суворова, д. 5а, Листвянка",51.864937,104.84327,,malinovka_3,9079016,Малиновка,"улица Суворова, д. 5а, Листвянка",https://ostrovok.ru/hotel/russia/irkutsk/mid9079016/malinovka_3,,,,,,
91,unmatched_ostrovok,,,Иркутск,Отель RODINA Grand Hotel & SPA Irkutsk 5*,"ул. Николая Гаврилова, стр. 2, Иркутск",52.290024,104.26961,79,hotel_rodina_grand_hotel_spa_irkutsk_5,11200427,Отель RODINA Grand Hotel & SPA Irkutsk 5*,"ул. Николая Гаврилова, стр. 2, Иркутск",https://ostrovok.ru/hotel/russia/irkutsk/mid11200427/hotel_rodina_grand_hotel_spa_irkutsk_5,79,,,,,
92,unmatched_ostrovok,,,Иркутск,Отель Иркутск Сити Лодж,"ул Байкальская, д. 124/3, Иркутск",52.262657,104.309784,4,irkutsk_city_lodge,7729360,Отель Иркутск Сити Лодж,"ул Байкальская, д. 124/3, Иркутск",https://ostrovok.ru/hotel/russia/irkutsk/mid7729360/irkutsk_city_lodge,4,,,,,
93,unmatched_ostrovok,,,Иркутск,Отель Веста,"улица Сурнова, д.30/1, Иркутск",52.31273,104.290436,27,vesta_hotel_3,10669982,Отель Веста,"улица Сурнова, д.30/1, Иркутск",https://ostrovok.ru/hotel/russia/irkutsk/mid10669982/vesta_hotel_3,27,,,,,
94,unmatched_ostrovok,,,Листвянка,Алания,"улица Суворова, д.5В, Листвянка",51.86549,104.84128,,alaniya,10003444,Алания,"улица Суворова, д.5В, Листвянка",https://ostrovok.ru/hotel/russia/irkutsk/mid10003444/alaniya,,,,,,
95,unmatched_ostrovok,,,Иркутск,Отель Рояль,"улица Декабрьских событий, д. 31, Иркутск",52.28928,104.29745,27,royal_hotel_33,6362904,Отель Рояль,"улица Декабрьских событий, д. 31, Иркутск",https://ostrovok.ru/hotel/russia/irkutsk/mid6362904/royal_hotel_33,27,,,,,
96,unmatched_ostrovok,,,Хужир,Конкордия,"улица Народная, д.15, поселок Хужир, Хужир",53.197468,107.35915,8,kalina_house_olkhon_baikal_guest_house,10608446,Конкордия,"улица Народная, д.15, поселок Хужир, Хужир",https://ostrovok.ru/hotel/russia/irkutsk/mid10608446/kalina_house_olkhon_baikal_guest_house,8,,,,,
97,unmatched_ostrovok,,,Байкальск,Парк-отель Белый Соболь,"мкрн. Красный Ключ, д.93, Байкальск",51.510708,104.119865,32,beliy_sobol_parkhotel,8571122,Парк-отель Белый Соболь,"мкрн. Красный Ключ, д.93, Байкальск",https://ostrovok.ru/hotel/russia/irkutsk/mid8571122/beliy_sobol_parkhotel,32,,,,,
98,unmatched_ostrovok,,,Иркутск,Отель В Сердце Иркутска,"Киевская улица, д.34А, Иркутск",52.27854,104.29063,6,v_samom_tsentre_irkutska_minihotel,10664878,Отель В Сердце Иркутска,"Киевская улица, д.34А, Иркутск",https://ostrovok.ru/hotel/russia/irkutsk/mid10664878/v_samom_tsentre_irkutska_minihotel,6,,,,,
99,unmatched_ostrovok,,,Листвянка,Гостиница Крестовая падь,"ул. Горная, 14-А, Листвянка",51.85812,104.86028,27,krestovaya_pad_hotel,7784565,Гостиница Крестовая падь,"ул. Горная, 14-А, Листвянка",https://ostrovok.ru/hotel/russia/irkutsk/mid7784565/krestovaya_pad_hotel,27,,,,,
100,unmatched_ostrovok,,,Бугульдейка,Байкал-кэмп,"Россия, Иркутская область,  Бугульдейка, ул. Пушкина, д. 15, Бугульдейка",52.537403,106.05819,,bajkalkemp,8742801,Байкал-кэмп,"Россия, Иркутская область,  Бугульдейка, ул. Пушкина, д. 15, Бугульдейка",https://ostrovok.ru/hotel/russia/irkutsk/mid8742801/bajkalkemp,,,,,,
101,unmatched_ostrovok,,,Иркутск,Отель Динамо,"улица Баррикад, д.42, Иркутск",52.290123,104.32051,39,hotel_gostinitsa_dinamo,10295894,Отель Динамо,"улица Баррикад, д.42, Иркутск",https://ostrovok.ru/hotel/russia/irkutsk/mid10295894/hotel_gostinitsa_dinamo,39,,,,,
102,unmatched_ostrovok,,,Листвянка,Меблированные комнаты Ёлочка,"улица Чапаева, д.8, Листвянка",51.851433,104.87036,6,yolochka,9992200,Меблированные комнаты Ёлочка,"улица Чапаева, д.8, Листвянка",https://ostrovok.ru/hotel/russia/irkutsk/mid9992200/yolochka,6,,,,,
103,unmatched_ostrovok,,,Листвянка,Отель Созвездие Байкала,"Улица Партизанская, д.14, Листвянка",51.843994,104.88747,22,hotel_sozvezdie_baikala,8666978,Отель Созвездие Байкала,"Улица Партизанская, д.14, Листвянка",https://ostrovok.ru/hotel/russia/irkutsk/mid8666978/hotel_sozvezdie_baikala,22,,,,,
104,unmatched_ostrovok,,,Листвянка,Меблированные комнаты БРИЗ,"улица Гудина,71, Листвянка",51.85018,104.88178,16,gostevoy_dom_briz_3,10622187,Меблированные комнаты БРИЗ,"улица Гудина,71, Листвянка",https://ostrovok.ru/hotel/russia/irkutsk/mid10622187/gostevoy_dom_briz_3,16,,,,,
105,unmatched_ostrovok,,,Листвянка,Байкал Шале,"улица Гудина, д.75, Листвянка",51.850624,104.8825,11,baykal_shale_guest_house,13431413,Байкал Шале,"улица Гудина, д.75, Листвянка",https://ostrovok.ru/hotel/russia/irkutsk/mid13431413/baykal_shale_guest_house,11,,,,,
106,unmatched_ostrovok,,,Байкальск,Baikal Best Edelweiss,"микрорайон Красный ключ, д.66, Байкальск",51.51682,104.12468,10,hotel_baikal_best_edelweiss,9991110,Baikal Best Edelweiss,"микрорайон Красный ключ, д.66, Байкальск",https://ostrovok.ru/hotel/russia/irkutsk/mid9991110/hotel_baikal_best_edelweiss,10,,,,,
107,unmatched_ostrovok,,,Иркутск,Грин Отель,"улица Лыткина, д. 32, Иркутск",52.267357,104.3167,22,green_hotel_,6518006,Грин Отель,"улица Лыткина, д. 32, Иркутск",https://ostrovok.ru/hotel/russia/irkutsk/mid6518006/green_hotel_,22,,,,,
108,unmatched_ostrovok,,,Листвянка,Байкал 51,"Иркутский муниципальный округ, Байкальский тракт, 51-й километр, 3, Листвянка",51.972614,104.704056,,private_house_uedinenny_dom_na_beregu_zhivopisnoy_zavodi,13380749,Байкал 51,"Иркутский муниципальный округ, Байкальский тракт, 51-й километр, 3, Листвянка",https://ostrovok.ru/hotel/russia/irkutsk/mid13380749/private_house_uedinenny_dom_na_beregu_zhivopisnoy_zavodi,,,,,,
109,unmatched_ostrovok,,,Тулун,Спорткомплекс Озерный Тулун на Карбышева 185,"улица Карбышева, д.185, Тулун",54.532337,100.64291,,ozerny_tulun_sports_complex_na_karbysheva_185_apartment,13430623,Спорткомплекс Озерный Тулун на Карбышева 185,"улица Карбышева, д.185, Тулун",https://ostrovok.ru/hotel/russia/irkutsk/mid13430623/ozerny_tulun_sports_complex_na_karbysheva_185_apartment,,,,,,
110,unmatched_ostrovok,,,Иркутск,Меблированные комнаты Брусника,"Улица Гоголя, д.61, Иркутск",52.272636,104.257965,3,brusinka,6327901,Меблированные комнаты Брусника,"Улица Гоголя, д.61, Иркутск",https://ostrovok.ru/hotel/russia/irkutsk/mid6327901/brusinka,3,,,,,
111,unmatched_ostrovok,,,Нижнеудинск,Отель УДА,"улица Ленина, д.1, Нижнеудинск",54.909504,99.03558,45,uda_2,8752619,Отель УДА,"улица Ленина, д.1, Нижнеудинск",https://ostrovok.ru/hotel/russia/irkutsk/mid8752619/uda_2,45,,,,,
112,unmatched_ostrovok,,,Жигалово,Отель  Ленатур,"улица Советская, д.26, Жигалово",54.812542,105.151405,8,lenatour,8752255,Отель  Ленатур,"улица Советская, д.26, Жигалово",https://ostrovok.ru/hotel/russia/irkutsk/mid8752255/lenatour,8,,,,,
113,unmatched_ostrovok,,,Хужир,Отель Отдых на Байкале,"улица Горького, 3А, Хужир",53.191357,107.33796,11,gostevoj_dom_otdyih_na_bajkale,10014826,Отель Отдых на Байкале,"улица Горького, 3А, Хужир",https://ostrovok.ru/hotel/russia/irkutsk/mid10014826/gostevoj_dom_otdyih_na_bajkale,11,,,,,
114,unmatched_ostrovok,,,Листвянка,Отель Dream of Baikal,"улица Горького, д.105, Листвянка",51.84519,104.87671,19,dream_of_baikal_hotel,6374723,Отель Dream of Baikal,"улица Горького, д.105, Листвянка",https://ostrovok.ru/hotel/russia/irkutsk/mid6374723/dream_of_baikal_hotel,19,,,,,
115,unmatched_ostrovok,,,Нижнеудинск,Отель Люкс,"улица Просвещения, д. 17, Нижнеудинск",54.919167,99.04945,15,lyuks_hotel_4,10613305,Отель Люкс,"улица Просвещения, д. 17, Нижнеудинск",https://ostrovok.ru/hotel/russia/irkutsk/mid10613305/lyuks_hotel_4,15,,,,,
116,unmatched_ostrovok,,,Иркутск,Отель Гостиница Академическая,"улица Лермонтова, д. 271А, Иркутск",52.248627,104.27087,48,gostinitsa_akademicheskaya,8438905,Отель Гостиница Академическая,"улица Лермонтова, д. 271А, Иркутск",https://ostrovok.ru/hotel/russia/irkutsk/mid8438905/gostinitsa_akademicheskaya,48,,,,,
117,unmatched_ostrovok,,,Иркутск,Гостиница Солнце,"улица Байкальская, д.295 Б, Иркутск",52.257305,104.359,58,gostinitsa_solntse,7818100,Гостиница Солнце,"улица Байкальская, д.295 Б, Иркутск",https://ostrovok.ru/hotel/russia/irkutsk/mid7818100/gostinitsa_solntse,58,,,,,
118,unmatched_ostrovok,,,Братск,Отель Три Кита,"Депутатская улица, д. 3а, Братск",56.149746,101.628746,10,tri_kita_2,9824733,Отель Три Кита,"Депутатская улица, д. 3а, Братск",https://ostrovok.ru/hotel/russia/irkutsk/mid9824733/tri_kita_2,10,,,,,
119,unmatched_ostrovok,,,Братск,Гостиница Восточная,"улица Железнодорожная, 1, Братск",56.2749,101.89161,26,vostochnaia,8682955,Гостиница Восточная,"улица Железнодорожная, 1, Братск",https://ostrovok.ru/hotel/russia/irkutsk/mid8682955/vostochnaia,26,,,,,
120,unmatched_ostrovok,,,Листвянка,Отель Натали,"улица Чапаева, д.91, Листвянка",51.862007,104.87847,12,hotel_nataly_2,7776564,Отель Натали,"улица Чапаева, д.91, Листвянка",https://ostrovok.ru/hotel/russia/irkutsk/mid7776564/hotel_nataly_2,12,,,,,
121,unmatched_ostrovok,,,Хужир,У Лукоморья,"посёлок Хужир,Песчаная улица, д.5, Хужир",53.18991,107.33197,,u_lukomorya_4,10009441,У Лукоморья,"посёлок Хужир,Песчаная улица, д.5, Хужир",https://ostrovok.ru/hotel/russia/irkutsk/mid10009441/u_lukomorya_4,,,,,,
122,unmatched_ostrovok,,,Хужир,Меблированные комнаты Аура,"Иркутская улица, д.23, Хужир",53.178825,107.312294,,aura_living_quarters,13743326,Меблированные комнаты Аура,"Иркутская улица, д.23, Хужир",https://ostrovok.ru/hotel/russia/irkutsk/mid13743326/aura_living_quarters,,,,,,
123,unmatched_ostrovok,,,Хужир,Olkhon Family House,"улица Рабочая, д.2, Хужир",53.192245,107.33733,,olkhon_house_guest_family_house,11278129,Olkhon Family House,"улица Рабочая, д.2, Хужир",https://ostrovok.ru/hotel/russia/irkutsk/mid11278129/olkhon_house_guest_family_house,,,,,,
124,unmatched_ostrovok,,,Никола,Отель ГК Анастасия,"улица Ангарская, 8/2, Никола",51.891804,104.825165,26,hotel_anastasiya_2,13164685,Отель ГК Анастасия,"улица Ангарская, 8/2, Никола",https://ostrovok.ru/hotel/russia/irkutsk/mid13164685/hotel_anastasiya_2,26,,,,,
125,unmatched_ostrovok,,,Ангарск,Отель Меридиан,"26 квартал, дом 10, Ангарск",52.55192,103.87882,33,meridian_7,6297237,Отель Меридиан,"26 квартал, дом 10, Ангарск",https://ostrovok.ru/hotel/russia/irkutsk/mid6297237/meridian_7,33,,,,,
126,unmatched_ostrovok,,,Ангарск,Олимпиада,"ул. Чайковского, д.48, Ангарск",52.530827,103.87794,29,hotel_olimpiada,10440808,Олимпиада,"ул. Чайковского, д.48, Ангарск",https://ostrovok.ru/hotel/russia/irkutsk/mid10440808/hotel_olimpiada,29,,,,,
127,unmatched_ostrovok,,,Хужир,Отель Звезда Кочевника,"Пляжная улица, д.20, Хужир",53.198273,107.35982,,zvezda_kochevnika,6761987,Отель Звезда Кочевника,"Пляжная улица, д.20, Хужир",https://ostrovok.ru/hotel/russia/irkutsk/mid6761987/zvezda_kochevnika,,,,,,
128,unmatched_ostrovok,,,Иркутск,Отель Smart Hotel Иркутск,"улица Челнокова, д.1, Иркутск",52.284367,104.25831,7,smart_hotel_kdo_irkutsk_hotel,10153381,Отель Smart Hotel Иркутск,"улица Челнокова, д.1, Иркутск",https://ostrovok.ru/hotel/russia/irkutsk/mid10153381/smart_hotel_kdo_irkutsk_hotel,7,,,,,
129,unmatched_ostrovok,,,Хужир,Forest Home,"улица Мира, 14, Хужир",53.18926,107.33499,,gostevoy_dom_forest_home,13345410,Forest Home,"улица Мира, 14, Хужир",https://ostrovok.ru/hotel/russia/irkutsk/mid13345410/gostevoy_dom_forest_home,,,,,,
130,unmatched_ostrovok,,,Никола,Отель Флагман,"поселок Никола, улица Нагорная, д.41, Никола",51.89642,104.82946,10,flagman_hotel,7725500,Отель Флагман,"поселок Никола, улица Нагорная, д.41, Никола",https://ostrovok.ru/hotel/russia/irkutsk/mid7725500/flagman_hotel,10,,,,,
131,unmatched_ostrovok,,,Ангарск,Отель ПушкинЪ,"улица Мира, д. 18, Ангарск",52.5455,103.89485,23,hotel_pushkin_2,6932873,Отель ПушкинЪ,"улица Мира, д. 18, Ангарск",https://ostrovok.ru/hotel/russia/irkutsk/mid6932873/hotel_pushkin_2,23,,,,,
132,unmatched_ostrovok,,,Большое Голоустное,Momant house,"улица Харануты, д. 19В, Большое Голоустное",52.044266,105.41265,,momant_house_recreation_camp,13350897,Momant house,"улица Харануты, д. 19В, Большое Голоустное",https://ostrovok.ru/hotel/russia/irkutsk/mid13350897/momant_house_recreation_camp,,,,,,
133,unmatched_ostrovok,,,Молодёжный,Отель Пекин,"п. Молодежный, улица Кузнецовой, д.11, Молодёжный",52.25048,104.40946,86,pekin_hotel,13730320,Отель Пекин,"п. Молодежный, улица Кузнецовой, д.11, Молодёжный",https://ostrovok.ru/hotel/russia/irkutsk/mid13730320/pekin_hotel,86,,,,,
134,unmatched_ostrovok,,,Хужир,Арт-отель Порт Ольхон,"ул. Байкальская, 2, Хужир",53.193142,107.332,65,artrezidentsiya_port_olhon,10004854,Арт-отель Порт Ольхон,"ул. Байкальская, 2, Хужир",https://ostrovok.ru/hotel/russia/irkutsk/mid10004854/artrezidentsiya_port_olhon,65,,,,,
135,unmatched_ostrovok,,,Слюдянка,"Отель ""Тихая Гавань""","улица 40 лет Октября, 56, Слюдянка",51.65654,103.72979,12,tikhaya_gavan_4,9989818,"Отель ""Тихая Гавань""","улица 40 лет Октября, 56, Слюдянка",https://ostrovok.ru/hotel/russia/irkutsk/mid9989818/tikhaya_gavan_4,12,,,,,
136,unmatched_ostrovok,,,Иркутск,Гостиница на Волжской,"ул. Волжская, д. 14А, Иркутск",52.26392,104.31354,30,the_hotel_on_volzhskaya,11311377,Гостиница на Волжской,"ул. Волжская, д. 14А, Иркутск",https://ostrovok.ru/hotel/russia/irkutsk/mid11311377/the_hotel_on_volzhskaya,30,,,,,
137,unmatched_ostrovok,,,Иркутск,Юпитер,"Россия, Иркутская область, Иркутск, ул. Шевцова, д. 35, Иркутск",52.309612,104.30718,23,yupiter,9987415,Юпитер,"Россия, Иркутская область, Иркутск, ул. Шевцова, д. 35, Иркутск",https://ostrovok.ru/hotel/russia/irkutsk/mid9987415/yupiter,23,,,,,
138,unmatched_ostrovok,,,Братск,Отель ШВЕДКА,"ул. Мира, д. 25, Братск, Братск",56.15268,101.619514,29,hotel_shvedka,13259783,Отель ШВЕДКА,"ул. Мира, д. 25, Братск, Братск",https://ostrovok.ru/hotel/russia/irkutsk/mid13259783/hotel_shvedka,29,,,,,
139,unmatched_ostrovok,,,Листвянка,Гостевой дом Мелодия Байкала,"Листвянское муниципальное образование, посёлок Никола, Листвянка",51.90274,104.832985,,gostevoy_dom_melodiya_baykala,10462241,Гостевой дом Мелодия Байкала,"Листвянское муниципальное образование, посёлок Никола, Листвянка",https://ostrovok.ru/hotel/russia/irkutsk/mid10462241/gostevoy_dom_melodiya_baykala,,,,,,
140,unmatched_ostrovok,,,Утулик,Меблированные комнаты Шишки,"п. Утулик, ул. Ленская, д.17, Утулик",51.54238,104.07462,,hotel_shishki,13113638,Меблированные комнаты Шишки,"п. Утулик, ул. Ленская, д.17, Утулик",https://ostrovok.ru/hotel/russia/irkutsk/mid13113638/hotel_shishki,,,,,,
141,unmatched_ostrovok,,,Иркутск,Отель HISTORY Бутик-отель и СПА,"улица 3 Июля, д.26, Иркутск",52.27124,104.29095,40,history_boutiquehotel,9741097,Отель HISTORY Бутик-отель и СПА,"улица 3 Июля, д.26, Иркутск",https://ostrovok.ru/hotel/russia/irkutsk/mid9741097/history_boutiquehotel,40,,,,,
142,unmatched_ostrovok,,,Шелехов,Отель Катанца,"Центральный проспект, д.7, Шелехов",52.205254,104.07976,19,katantsa_hotel,13328659,Отель Катанца,"Центральный проспект, д.7, Шелехов",https://ostrovok.ru/hotel/russia/irkutsk/mid13328659/katantsa_hotel,19,,,,,
143,unmatched_ostrovok,,,Иркутск,Гостиница Комфорт,"улица Трилиссера, д.57 помещ.1, Иркутск",52.273643,104.30933,12,modul,8585836,Гостиница Комфорт,"улица Трилиссера, д.57 помещ.1, Иркутск",https://ostrovok.ru/hotel/russia/irkutsk/mid8585836/modul,12,,,,,
144,unmatched_ostrovok,,,Байкальск,Гостевой дом Chilla_villa_baikal,"1-я Байкальская улица, 26, Байкальск",51.522186,104.12453,,gostevoy_dom_chilla_villa_baikal,10373429,Гостевой дом Chilla_villa_baikal,"1-я Байкальская улица, 26, Байкальск",https://ostrovok.ru/hotel/russia/irkutsk/mid10373429/gostevoy_dom_chilla_villa_baikal,,,,,,
145,unmatched_ostrovok,,,Железногорск-Илимский,Отель Магнетит,"Квартал, 2, д. 72, Железногорск-Илимский",56.57731,104.12121,55,magnetit,8825582,Отель Магнетит,"Квартал, 2, д. 72, Железногорск-Илимский",https://ostrovok.ru/hotel/russia/irkutsk/mid8825582/magnetit,55,,,,,
146,unmatched_ostrovok,,,Саянск,Отель Прасковья,"микрорайон Юбилейный, д.13, Саянск",54.109844,102.16342,12,praskovya_guest_house,9999816,Отель Прасковья,"микрорайон Юбилейный, д.13, Саянск",https://ostrovok.ru/hotel/russia/irkutsk/mid9999816/praskovya_guest_house,12,,,,,
147,unmatched_ostrovok,,,Листвянка,Отель Парк Байкальские сезоны,"Иркутская Область, м.р-н Иркутский, г.п. Листвянское, п Ангарские Хутора, ул Прибрежная, зд. 5а, Листвянка",51.9078,104.81043,22,bajkalskie_sezonyi,9992857,Отель Парк Байкальские сезоны,"Иркутская Область, м.р-н Иркутский, г.п. Листвянское, п Ангарские Хутора, ул Прибрежная, зд. 5а, Листвянка",https://ostrovok.ru/hotel/russia/irkutsk/mid9992857/bajkalskie_sezonyi,22,,,,,
148,unmatched_ostrovok,,,Байкальск,Отель Маргобай,"мкр. Строитель, пер. Берёзовый, д. 9, Байкальск",51.524414,104.13655,14,gostevoi_dom_margobai,8735570,Отель Маргобай,"мкр. Строитель, пер. Берёзовый, д. 9, Байкальск",https://ostrovok.ru/hotel/russia/irkutsk/mid8735570/gostevoi_dom_margobai,14,,,,,
149,unmatched_ostrovok,,,Листвянка,Гостиница Прибайкальская,"62 км. Байкальского Тракта, Листвянка",52.039165,105.01182,87,pribaikalskaya_hotel,10457093,Гостиница Прибайкальская,"62 км. Байкальского Тракта, Листвянка",https://ostrovok.ru/hotel/russia/irkutsk/mid10457093/pribaikalskaya_hotel,87,,,,,
