ota_hotel_id,master_id,name,name_en,city,address,latitude,longitude,url,rooms_number,first_seen_date,last_seen_date
legendy_baykala,13868556,Гостиница Легенды Байкала,Legendy Baykala,Слюдянка,"ул Фрунзе, зд. 8, помещ. 2, Слюдянка",51.6726,103.68329,https://ostrovok.ru/hotel/russia/irkutsk/mid13868556/legendy_baykala,18,2026-04-27,2026-09-10
camping_yelochka_kempinghotel,13868693,Отель Елочка,Yelochka Hotel,Ушаковское,"Иркутский р-он, 21 км, Ушаковское",52.176395,104.49215,https://ostrovok.ru/hotel/russia/irkutsk/mid13868693/camping_yelochka_kempinghotel,118,2026-04-27,2026-09-10
baza_otdykha_gostiny_dvor_vdokhnovenie,10438999,Отель Гостиный Двор Вдохновение,Gostiny Dvor Vdokhnovenie Hotel,Хужир,"ул. Северная, д. 5/2, Хужир",53.196358,107.35481,https://ostrovok.ru/hotel/russia/irkutsk/mid10438999/baza_otdykha_gostiny_dvor_vdokhnovenie,34,2026-04-28,2026-09-10
olkhon_inn,10005431,Olkhon Inn,Olkhon Inn,Хужир,"Ул Первомайская 1, Хужир",53.193768,107.337875,https://ostrovok.ru/hotel/russia/irkutsk/mid10005431/olkhon_inn,,2026-04-30,2026-09-10
recreation_centre_baikal_rainbow,6341048,База отдыха Байкальская Радуга,Bajkalskaya Raduga Hotel,Куркут,"местность Камыши 2, д. 1, Куркут",53.030186,106.851425,https://ostrovok.ru/hotel/russia/irkutsk/mid6341048/recreation_centre_baikal_rainbow,31,2026-04-30,2026-09-10
tsentr_otdykha_dashi,8138887,Центр отдыха Да-ши,Tsentr Otdyiha Da-Shi,Сарма,"тер. база отдыха Да-Ши, стр. 1, Сарма",53.080173,106.80518,https://ostrovok.ru/hotel/russia/irkutsk/mid8138887/tsentr_otdykha_dashi,20,2026-04-30,2026-09-10
baza_otdykha_olkhon,11256148,База отдыха Ольхон,Baza Otdykha Olkhon,Хужир,"Иркутская область, Ольхонский район, п. Хужир, ул. Байкальская 64/2, Хужир",53.19386,107.354095,https://ostrovok.ru/hotel/russia/irkutsk/mid11256148/baza_otdykha_olkhon,50,2026-04-30,2026-08-30
olkhon_village_guest_house,13166321,Меблированные комнаты Olkhon Village,Olkhon Village Living quarters,Харанцы,"Летняя улица, д. 13, Харанцы",53.222958,107.42975,https://ostrovok.ru/hotel/russia/irkutsk/mid13166321/olkhon_village_guest_house,,2026-04-30,2026-07-04
olkhon_2,13368018,Ольхон,Olkhon,Хужир,"ул. Байкальская 64/2, Хужир",53.193913,107.35411,https://ostrovok.ru/hotel/russia/irkutsk/mid13368018/olkhon_2,50,2026-04-30,2026-08-17
profsoyuznaya_hotel_4,13870224,Профсоюзная,Profsoyuznaya,Иркутск,"улица Байкальская, д.263, Иркутск",52.256462,104.35531,https://ostrovok.ru/hotel/russia/irkutsk/mid13870224/profsoyuznaya_hotel_4,,2026-04-30,2026-09-10
gostevoy_dom_holiday_park_on_olkhon,10014649,Holiday park on Olkhon,Holiday Park On Olkhon,Хужир,"улица Лесная 11/ 2, Хужир",53.190025,107.34185,https://ostrovok.ru/hotel/russia/irkutsk/mid10014649/gostevoy_dom_holiday_park_on_olkhon,,2026-05-02,2026-09-10
hotel_u_ruchyya,10624282,Отель У ручья,Hotel U Ruchyya,Култук,"Горная улица, 46А, Култук",51.730797,103.72729,https://ostrovok.ru/hotel/russia/irkutsk/mid10624282/hotel_u_ruchyya,9,2026-05-03,2026-09-10
hotel_complex_baikalov_ostrog,8027714,Гостиница Байкалов Острог,Baykalov Ostrog Hotel,Хужир,"Прибрежная ул., д. 3, Хужир",53.18307,107.312225,https://ostrovok.ru/hotel/russia/irkutsk/mid8027714/hotel_complex_baikalov_ostrog,,2026-05-08,2026-09-10
guesthouse_dudeevukh,10367494,Меблированные комнаты Дудеевых,Dudeevukh,Хужир,"улица Народная, д.  4, Хужир",53.19667,107.35664,https://ostrovok.ru/hotel/russia/irkutsk/mid10367494/guesthouse_dudeevukh,,2026-05-08,2026-09-10
arena_on_sverdlov,10153554,"Меблированные комнаты общежитие ""Арена на Свердлова""","Living quarters Obschezhitie ""arena on sverdlova""",Иркутск,"ул. Свердлова, 39, Иркутск",52.287437,104.28795,https://ostrovok.ru/hotel/russia/irkutsk/mid10153554/arena_on_sverdlov,,2026-05-17,2026-09-10
rumyantseva_6_apartments,10172724,Апартаменты Baikal Story Румянцева 6,Апартаменты Baikal Story Румянцева 6,Иркутск,"Irkutsk, Rumyantsev St., Building 6, Иркутск",52.284496,104.25469,https://ostrovok.ru/hotel/russia/irkutsk/mid10172724/rumyantseva_6_apartments,,2026-05-24,2026-07-19
inn_oasis_2,8426230,База отдыха Оазис,Oazis Hotel,Хужир,"улица Мира, д.4А, Хужир",53.190678,107.33462,https://ostrovok.ru/hotel/russia/irkutsk/mid8426230/inn_oasis_2,13,2026-05-28,2026-09-10
v_derevne_guest_house,11341246,Уютный дом,Cozy home,Петрова,"Ольхонский район,  улица Центральная, д.19, Петрова",52.75678,106.31439,https://ostrovok.ru/hotel/russia/irkutsk/mid11341246/v_derevne_guest_house,,2026-05-30,2026-09-10
rodnye_berega_holiday_park_,6513363,База Отдыха Родные Берега,Rodnyie Berega Hotel,Сарма,"местность Хужир-Нугэ ул. Изумрудная, уч. 1, Сарма",53.0871,106.79626,https://ostrovok.ru/hotel/russia/irkutsk/mid6513363/rodnye_berega_holiday_park_,26,2026-05-30,2026-09-10
baikalbabr,10008713,Baikal-babr,Baikal-Babr,Халгай,"Россия Ольхонский район Иркутская область, Халгай",53.259052,107.52697,https://ostrovok.ru/hotel/russia/irkutsk/mid10008713/baikalbabr,,2026-05-31,2026-08-16
v_gostyakh_u_dubrovskikh_guest_house,13286418,В гостях у ДУБРОВСКИХ,V Gostyakh U Dubrovskikh,Хужир,"посёлок Хужир, улица Совхозная, д. 5, Хужир",53.192383,107.353294,https://ostrovok.ru/hotel/russia/irkutsk/mid13286418/v_gostyakh_u_dubrovskikh_guest_house,,2026-05-31,2026-09-10
apartments_be_home_laguna_on_stroitelny_lane,13646042,Апартаменты Bе Ноme Лагуна на Строительном переулке,Апартаменты Bе Ноme Лагуна на Строительном переулке,Иркутск,"Irkutsk st. Stroitelny Lane, 8, Иркутск",52.271294,104.2975,https://ostrovok.ru/hotel/russia/irkutsk/mid13646042/apartments_be_home_laguna_on_stroitelny_lane,,2026-05-31,2026-07-18
hotel_baikal_krai,13918062,Усадьба Байкальский край,Hotel Baikal krai,Листвянка,"рп. Листвянка, ул. Чапаева, д. 81Г, Листвянка",51.861156,104.87627,https://ostrovok.ru/hotel/russia/irkutsk/mid13918062/hotel_baikal_krai,,2026-06-03,2026-09-09
kharbor,11247966,Отель Харбор,Kharbor Hotel,Иркутск,"улица Байкальская, д.346/3, Иркутск",52.252197,104.37126,https://ostrovok.ru/hotel/russia/irkutsk/mid11247966/kharbor,7,2026-06-04,2026-07-27
guest_house_siberia_2,13386485,Меблированные комнаты Siberia,Siberia Living Quarters,Куркут,"ДНТ Светлый, 37, Куркут",53.023846,106.84775,https://ostrovok.ru/hotel/russia/irkutsk/mid13386485/guest_house_siberia_2,,2026-06-05,2026-07-26
tochka_baykala_hotel,11328622,Отель Точка Байкала,Tochka Baykala Hotel,Хужир,"Байкальская улица, стр. 64/4, Хужир",53.194244,107.35403,https://ostrovok.ru/hotel/russia/irkutsk/mid11328622/tochka_baykala_hotel,38,2026-06-08,2026-09-10
bolshoe_puteshestvie_hotel,9252749,Кемпинг Отель Ольхон,Kemping Olhon Hotel,Хужир,"Байкальская, д. 64/1, Хужир",53.194378,107.354454,https://ostrovok.ru/hotel/russia/irkutsk/mid9252749/bolshoe_puteshestvie_hotel,10,2026-06-09,2026-09-10
glempingotel_yolki_recreation_camp,13723450,Аян,Ayan,Листвянка,"улица Куликова, д.136А, Листвянка",51.871273,104.86936,https://ostrovok.ru/hotel/russia/irkutsk/mid13723450/glempingotel_yolki_recreation_camp,,2026-06-11,2026-09-10
guest_house_baykal,13644417,В объятиях Байкала,V Objyatiyakh Baikala Living quarters,Хужир,"Переулок Олимпийский д. 4, Хужир",53.188156,107.33027,https://ostrovok.ru/hotel/russia/irkutsk/mid13644417/guest_house_baykal,,2026-06-13,2026-09-10
na_ulitse_pavlova_28_apartments,13434486,На улице Павлова 28,Na Ulitse Pavlova 28,Тулун,"улица Павлова, 28, Тулун",54.570515,100.59439,https://ostrovok.ru/hotel/russia/irkutsk/mid13434486/na_ulitse_pavlova_28_apartments,,2026-06-19,2026-06-23
hotel_sayany,10074751,Саяны,Sayany,Иркутск,"ул. Багратиона, 52/2, Иркутск",52.218975,104.30895,https://ostrovok.ru/hotel/russia/irkutsk/mid10074751/hotel_sayany,,2026-06-19,2026-06-27
tengis_park_hotel,11311730,Отель Тэнгис,Tengis Hotel,Мурино,"посёлок Мурино, улица Лесная 4, Мурино",51.473064,104.408356,https://ostrovok.ru/hotel/russia/irkutsk/mid11311730/tengis_park_hotel,11,2026-06-22,2026-09-10
gostevoj_dom_endemik,10012407,Меблированные комнаты посуточная аренда,Posutochnaya Arenda Living Quarters,Куркут,"залив Мухор, бухта Мандархан, д.20, Куркут",53.038403,106.82594,https://ostrovok.ru/hotel/russia/irkutsk/mid10012407/gostevoj_dom_endemik,,2026-06-23,2026-08-21
aleksandrovskij_dvor,10010389,Александровский двор,Aleksandrovskiy Dvor,Иркутск,"д. Ангара, Тихий плес, улица Центральная, д.11, Иркутск",52.402676,104.19299,https://ostrovok.ru/hotel/russia/irkutsk/mid10010389/aleksandrovskij_dvor,,2026-06-25,2026-09-10
lakeplacebaykal_living_quarters,13935081,Меблированные комнаты ЛэйкПлэйсБайкал,LakePlaceBaykal Living quarters,Хужир,"улица Ворошилова, д.19А, Хужир",53.197727,107.35252,https://ostrovok.ru/hotel/russia/irkutsk/mid13935081/lakeplacebaykal_living_quarters,,2026-06-25,2026-09-09
lakeplace_baikal_guest_house,10151941,Мебелированные комнаты Место у Озера Байкал (LakePlace Baikal),Mesto y Ozera Baikal (Lake Place Baikal) Living Quarters,Хужир,"Иркутская область, о. Ольхон, улица Ворошилова, 19б, Хужир",53.197727,107.35252,https://ostrovok.ru/hotel/russia/irkutsk/mid10151941/lakeplace_baikal_guest_house,,2026-06-28,2026-07-26
miniotel_gostinitsa_nerpenok,10125589,Нерпенок,Nerpenok,Хужир,"улица Матросова, 10, Хужир",53.195484,107.34387,https://ostrovok.ru/hotel/russia/irkutsk/mid10125589/miniotel_gostinitsa_nerpenok,,2026-07-01,2026-08-20
guest_house_na_obrucheva,13289960,Меблированные комнаты на Обручева,Na Obrucheva Living quarters,Хужир,"улица Обручева, 6/3, Хужир",53.191135,107.34269,https://ostrovok.ru/hotel/russia/irkutsk/mid13289960/guest_house_na_obrucheva,,2026-07-01,2026-08-15
baza_otdykha_akvamarin,10016038,Аквамарин,Akvamarin Living quartes,Листвянка,"улица Чапаева. д.104А, Листвянка",51.86251,104.87878,https://ostrovok.ru/hotel/russia/irkutsk/mid10016038/baza_otdykha_akvamarin,35,2026-07-01,2026-09-10
v_bukhte_barunkhagun_living_quarters,13947538,Меблированные комнаты в бухте Барун-Хагун,V Bukhte Barun-Khagun Living quarters,Шида,"деревня Куркут, территория Баруун Хагун, Шида",53.029026,106.80205,https://ostrovok.ru/hotel/russia/irkutsk/mid13947538/v_bukhte_barunkhagun_living_quarters,,2026-07-01,2026-07-08
hotel_irbis,9290866,Отель Ирбис,Irbis Hotel,Хужир,"улица Солнечная, д.17Б/4, Хужир",53.19513,107.351425,https://ostrovok.ru/hotel/russia/irkutsk/mid9290866/hotel_irbis,22,2026-07-04,2026-08-15
gostevoj_dom_bajkalska_tajga,10012411,Байкальска тайга,Bajkalska Tajga,Листвянка,"улица Чапаева, д. 81Б, Листвянка",51.86092,104.877,https://ostrovok.ru/hotel/russia/irkutsk/mid10012411/gostevoj_dom_bajkalska_tajga,,2026-07-05,2026-08-25
na_beregu_baykala_guest_house,13299718,На берегу Байкала,Na Beregu Baykala,Листвянка,"улица Горького, д.35, Листвянка",51.852272,104.86604,https://ostrovok.ru/hotel/russia/irkutsk/mid13299718/na_beregu_baykala_guest_house,,2026-07-05,2026-09-10
aura_baykala_guest_house,13647397,Аура Байкала,Aura Baykala,Хужир,"улица Народная, д. 27А, Хужир",53.19819,107.36221,https://ostrovok.ru/hotel/russia/irkutsk/mid13647397/aura_baykala_guest_house,,2026-07-09,2026-08-26
hotel_olkhonhill,10219118,Отель Olkhon-hill,Hotel Olkhon-Hill,Хужир,"улица Ворошилова 28, Хужир",53.19986,107.35024,https://ostrovok.ru/hotel/russia/irkutsk/mid10219118/hotel_olkhonhill,17,2026-07-14,2026-09-10
baikal_family_house,13715834,Baikal Family House (Байкал Фэмили Хаус),Baikal Family House,Хужир,"улица Энергетиков, 32, Хужир, Хужир",53.18319,107.32147,https://ostrovok.ru/hotel/russia/irkutsk/mid13715834/baikal_family_house,,2026-07-18,2026-07-21
gostevoy_dom_teremok_3,13346164,Меблированные комнаты Теремок,Teremok Living quarters,Хужир,"Первомайская улица, 10, Хужир",53.196114,107.33821,https://ostrovok.ru/hotel/russia/irkutsk/mid13346164/gostevoy_dom_teremok_3,,2026-07-19,2026-07-19
island_of_7_poplars,13308865,Остров 7 тополей,Island of 7 poplars,Большое Голоустное,"Харануты-2, д. 17Б, Большое Голоустное, Большое Голоустное",52.047504,105.41272,https://ostrovok.ru/hotel/russia/irkutsk/mid13308865/island_of_7_poplars,,2026-07-19,2026-07-22
kakdoma_on_piskunov_street_1483,10850867,КакДома на улице Пискунова 148/3,KakDoma on Piskunov Street 148/3,Иркутск,"ул. Пискунова, 148/3, Иркутск, Иркутск",52.268982,104.337944,https://ostrovok.ru/hotel/russia/irkutsk/mid10850867/kakdoma_on_piskunov_street_1483,,2026-07-19,2026-07-20
premium_premium_on_dybovsky_street,11236006,Premium (Премиум) на улице Дыбовского,Premium (Premium) on Dybovsky Street,Иркутск,"ул. Дыбовского 8/2, Иркутск, Иркутск",52.259087,104.35314,https://ostrovok.ru/hotel/russia/irkutsk/mid11236006/premium_premium_on_dybovsky_street,,2026-07-19,2026-07-21
hostel_katrin_2,11309585,Катрин,Katrin,Иркутск,"ул. Седова, д. 64, Иркутск",52.269577,104.299164,https://ostrovok.ru/hotel/russia/irkutsk/mid11309585/hostel_katrin_2,,2026-07-19,2026-09-10
rentier_on_sovetskaya_street,10850878,Рантье на улице Советская,Rentier on Sovetskaya Street,Иркутск,"ул. Советская, 121/4, Иркутск, Иркутск",52.28141,104.34865,https://ostrovok.ru/hotel/russia/irkutsk/mid10850878/rentier_on_sovetskaya_street,,2026-07-19,2026-07-22
kakdoma_on_1664_far_eastern_street,11312109,КакДома на улице Дальневосточная 166/4,KakDoma on 166/4 Far Eastern Street,Иркутск,"ул. Дальневосточная, 166/4, Иркутск, Иркутск",52.251133,104.32767,https://ostrovok.ru/hotel/russia/irkutsk/mid11312109/kakdoma_on_1664_far_eastern_street,,2026-07-19,2026-07-22
premium_premium_on_krasnokazachya_street_232,11321138,Premium (Премиум) на улице Красноказачья 23/2,Premium (Premium) on Krasnokazachya street 23/2,Иркутск,"ул.Красноказачья, д.23/2, Иркутск, Иркутск",52.283176,104.31711,https://ostrovok.ru/hotel/russia/irkutsk/mid11321138/premium_premium_on_krasnokazachya_street_232,,2026-07-19,2026-07-21
kakdoma_on_piskunov_street_1484,10850863,КакДома на улице Пискунова 148/4,KakDoma on Piskunov Street 148/4,Иркутск,"ул. Пискунова, 148/4, Иркутск, Иркутск",52.26943,104.33677,https://ostrovok.ru/hotel/russia/irkutsk/mid10850863/kakdoma_on_piskunov_street_1484,,2026-07-19,2026-07-22
kakdoma_on_yuri_levitansky_street_4,13343034,КакДома на улице Юрия Левитанского 4,KakDoma on Yuri Levitansky Street 4,Иркутск,"ул. Юрия Левитанского, 4, Иркутск, Иркутск",52.25058,104.33422,https://ostrovok.ru/hotel/russia/irkutsk/mid13343034/kakdoma_on_yuri_levitansky_street_4,,2026-07-19,2026-07-22
premium_on_eduard_dyakonov_street,13343045,Premium на улице Эдуарда Дьяконова,Premium on Eduard Dyakonov Street,Иркутск,"ул. Эдуарда Дьяконова, 14, Иркутск, Иркутск",52.252117,104.25527,https://ostrovok.ru/hotel/russia/irkutsk/mid13343045/premium_on_eduard_dyakonov_street,,2026-07-19,2026-07-22
odisseya,8755419,Одиссея,Odisseya,Тайшет,"ул. Автозаводская, д.4, Тайшет, Тайшет",55.93447,98.04902,https://ostrovok.ru/hotel/russia/irkutsk/mid8755419/odisseya,5,2026-07-19,2026-07-22
sweethome_on_krasnokazachya_street,13068676,SweetHome (СвитХоум) на улице Красноказачья,SweetHome on Krasnokazachya Street,Иркутск,"ул. Красноказачья, 23/3, Иркутск, Иркутск",52.28293,104.31752,https://ostrovok.ru/hotel/russia/irkutsk/mid13068676/sweethome_on_krasnokazachya_street,,2026-07-20,2026-07-21
sweethome_sweethome_on_deputatskaya_street,10161800,SweetHome (СвитХоум) на улице Депутатская,SweetHome (Sweethome) on Deputatskaya Street,Иркутск,"улица Депутатская, 87/9, Иркутск",52.26531,104.34379,https://ostrovok.ru/hotel/russia/irkutsk/mid10161800/sweethome_sweethome_on_deputatskaya_street,,2026-07-20,2026-07-21
kakdoma_on_piskunov_street_1485,10850866,КакДома на улице Пискунова 148/5,KakDoma on Piskunov Street 148/5,Иркутск,"ул. Пискунова, 148/5, Иркутск, Иркутск",52.270004,104.33676,https://ostrovok.ru/hotel/russia/irkutsk/mid10850866/kakdoma_on_piskunov_street_1485,,2026-07-20,2026-07-22
sweethome_sweethome_on_the_passage_of_yuri_ten,10476785,SweetHome (СвитХоум) на проезде Юрия Тена,SweetHome (Sweethome) on the passage of Yuri Ten,Иркутск,"пр-д Юрия Тена, 2/2, Иркутск, Иркутск",52.2537,104.25183,https://ostrovok.ru/hotel/russia/irkutsk/mid10476785/sweethome_sweethome_on_the_passage_of_yuri_ten,,2026-07-20,2026-07-21
9_nights_on_the_street_4_sovetskaya_30,13068733,9 ночей на улице 4 Советская 30,9 nights on the street 4 Sovetskaya 30,Иркутск,"ул. 4 Советская, д. 30, Иркутск, Иркутск",52.26934,104.30335,https://ostrovok.ru/hotel/russia/irkutsk/mid13068733/9_nights_on_the_street_4_sovetskaya_30,,2026-07-20,2026-07-21
9_nights_on_lytkin_street_96,13068735,9 Ночей на улице Лыткина 9/6,9 Nights on Lytkin Street 9/6,Иркутск,"ул. Лыткина, 9/6, Иркутск, Иркутск",52.263264,104.305115,https://ostrovok.ru/hotel/russia/irkutsk/mid13068735/9_nights_on_lytkin_street_96,,2026-07-20,2026-07-20
kakdoma_on_piskunov_street_138,10850871,КакДома на улице Пискунова 138,KakDoma on Piskunov Street 138,Иркутск,"ул. Пискунова, 138, Иркутск, Иркутск",52.272205,104.33486,https://ostrovok.ru/hotel/russia/irkutsk/mid10850871/kakdoma_on_piskunov_street_138,,2026-07-20,2026-07-20
siberian_apartments_on_krasnykh_magyar_street_14,9987409,Be Home (Би хоум) на улице Красных Мадьяр 14,Be Home on the street of the Red Magyars 14,Иркутск,"ул. Красных Мадьяр, 14, Иркутск, Иркутск",52.272133,104.29657,https://ostrovok.ru/hotel/russia/irkutsk/mid9987409/siberian_apartments_on_krasnykh_magyar_street_14,,2026-07-20,2026-07-20
siberian_apartments_on_krasnykh_magyar_street_142,9987129,Be Home (Би хоум) на улице Красных Мадьяр 14/2,Be Home on the street of the Red Magyars 14/2,Иркутск,"ул. Красных Мадьяр, 14/2, Иркутск, Иркутск",52.27225,104.29794,https://ostrovok.ru/hotel/russia/irkutsk/mid9987129/siberian_apartments_on_krasnykh_magyar_street_142,,2026-07-20,2026-07-22
khan_glamping_goloustnoe_khan_glamping_goloustnoe,13369843,Khan Glamping Goloustnoye (Хан Глэмпинг Голоустное),Khan Glamping Goloustnoe (Khan Glamping Goloustnoe),Большое Голоустное,"р. Голоустная, 106 км Голоустненского тракта, Большое Голоустное, Большое Голоустное",52.1112,105.38264,https://ostrovok.ru/hotel/russia/irkutsk/mid13369843/khan_glamping_goloustnoe_khan_glamping_goloustnoe,,2026-07-20,2026-07-22
sweethome_13,10153552,SweetHome (СвитХоум) на улице Можайская,SweetHome (SvitHome) on Mozhaiskaya Street,Иркутск,"ул. Можайского, 3/2, Иркутск, Иркутск",52.27612,104.35894,https://ostrovok.ru/hotel/russia/irkutsk/mid10153552/sweethome_13,,2026-07-21,2026-07-21
siberian_apartments_on_621_sedova_street,10453060,Be Home (Би хоум) на улице Седова 62/1,Be Home on 62/1 Sedova Street,Иркутск,"ул. Седова, 62/1, Иркутск, Иркутск",52.27039,104.29817,https://ostrovok.ru/hotel/russia/irkutsk/mid10453060/siberian_apartments_on_621_sedova_street,,2026-07-21,2026-07-21
goodhome38_goodhome38_on_semyon_lagoda_street_42,10451501,GoodHome38 на улице Семена Лагоды 4/2,GoodHome38 on Semyon Lagoda Street 4/2,Иркутск,"ул. Семена Лагоды, д. 4/2, Иркутск, Иркутск",52.26144,104.30148,https://ostrovok.ru/hotel/russia/irkutsk/mid10451501/goodhome38_goodhome38_on_semyon_lagoda_street_42,,2026-07-21,2026-07-21
9_nights_on_alexander_nevsky_street_58,13068715,9 ночей на улице Александра Невского 58,9 nights on Alexander Nevsky Street 58,Иркутск,"ул. Александра Невского, 58, Иркутск, Иркутск",52.269363,104.31345,https://ostrovok.ru/hotel/russia/irkutsk/mid13068715/9_nights_on_alexander_nevsky_street_58,,2026-07-21,2026-07-21
9_nights_on_12_zvereva_street,13068732,9 ночей на улице Зверева 1/2,9 nights on 1/2 Zvereva Street,Иркутск,"ул. Зверева, 1/2, Иркутск, Иркутск",52.267433,104.32854,https://ostrovok.ru/hotel/russia/irkutsk/mid13068732/9_nights_on_12_zvereva_street,,2026-07-21,2026-07-21
alye_parusa_in_the_krylatyi_microdistrict_244,13068746,Алые паруса в микрорайоне Крылатый 24/4,Alye Parusa in the Krylatyi microdistrict 24/4,Иркутск,"микрорайон Крылатый, 24/4, Иркутск, Иркутск",52.266884,104.34296,https://ostrovok.ru/hotel/russia/irkutsk/mid13068746/alye_parusa_in_the_krylatyi_microdistrict_244,,2026-07-21,2026-07-21
kakdoma_on_krasnokazachya_street,10850869,КакДома на улице Красноказачья 76/2,What kind of house is on Krasnokazachya Street 76/2,Иркутск,"ул. Красноказачья, 76/2, Иркутск, Иркутск",52.26724,104.32706,https://ostrovok.ru/hotel/russia/irkutsk/mid10850869/kakdoma_on_krasnokazachya_street,,2026-07-21,2026-07-22
kakdoma_on_1666_far_eastern_street,13258861,КакДома на улице Дальневосточная 166/6,KakDoma on 166/6 Far Eastern Street,Иркутск,"ул. Дальневосточная, 166/6, Иркутск, Иркутск",52.251125,104.328384,https://ostrovok.ru/hotel/russia/irkutsk/mid13258861/kakdoma_on_1666_far_eastern_street,,2026-07-21,2026-07-22
kakdoma_on_the_winged_244_microdistrict,10850862,КакДома на микрорайоне Крылатый 24/4,KakDoma on the Winged 24/4 microdistrict,Иркутск,"мкр. Крылатый, 24/4, Иркутск, Иркутск",52.26678,104.34299,https://ostrovok.ru/hotel/russia/irkutsk/mid10850862/kakdoma_on_the_winged_244_microdistrict,,2026-07-22,2026-07-22
hotel_arakhis,13963961,Отель Арахис,Hotel Arakhis,Иркутск,"улица Рабочая, д. 25, Иркутск",52.29247,104.28927,https://ostrovok.ru/hotel/russia/irkutsk/mid13963961/hotel_arakhis,8,2026-07-26,2026-09-10
aerobratsk,10899814,Отель Аэропорт Братск,Aeroport Bratsk Hotel,Братск,"с.п. Кобляковское, тер Аэропорт, зд. 4, Братск",56.365128,101.703316,https://ostrovok.ru/hotel/russia/irkutsk/mid10899814/aerobratsk,32,2026-07-28,2026-09-10
baikalov_ostrog,8850693,Bajkal-Ujuga,Bajkal-Ujuga,Хужир,"Ol'honskij r-n, Ujuga, Хужир",53.18589,107.31313,https://ostrovok.ru/hotel/russia/irkutsk/mid8850693/baikalov_ostrog,,2026-08-20,2026-09-10
living_quarters_uyutnye_dlya_dvoikh,13970207,Меблированные комнаты Уютные для Двоих,Living quarters Uyutnye Dlya Dvoikh,Иркутск,"улица Профсоюзная, д.36, Иркутск",52.280228,104.25831,https://ostrovok.ru/hotel/russia/irkutsk/mid13970207/living_quarters_uyutnye_dlya_dvoikh,,2026-08-20,2026-09-10
irkutsk,7819551,Отель Иркутск,Irkutsk Hotel,Иркутск,"бульвар Гагарина, д.44, Иркутск",52.28235,104.27313,https://ostrovok.ru/hotel/russia/irkutsk/mid7819551/irkutsk,162,2026-08-31,2026-09-01
hotel_ochagof,8685974,Отель Очагоф,Ochagof Hotel,Иркутск,"улица Дальневосточная, д.21, Иркутск",52.26298,104.29798,https://ostrovok.ru/hotel/russia/irkutsk/mid8685974/hotel_ochagof,23,2026-08-31,2026-09-01
fregat_hotel_3,8010878,Отель Фрегат,Fregat Hotel,Иркутск,"ул. Байкальская, стр. 236а, Иркутск",52.25347,104.32735,https://ostrovok.ru/hotel/russia/irkutsk/mid8010878/fregat_hotel_3,38,2026-09-01,2026-09-01
