ota_hotel_id,name,rooms_num,free_rooms_amount,max_capacity,available_rooms_percent,date,min_price
angara_hotel,Ангара Отель,300,45,78,15.0,2026-03-21,5250.00
victory_hotel_4,Гостиница Виктория,30,34,68,113.33,2026-03-21,4200.00
evropa_hotel,Отель Европа,58,22,39,37.93,2026-03-21,6825.00
podlemorie_hotel,Отель Подлеморье,14,14,30,100.0,2026-03-21,5000.00
irkutsk_city_center,Отель Иркутск Сити Центр,206,82,164,39.81,2026-03-21,6200.00
vozdushnaya_gavan,Отель Воздушная Гавань,140,27,54,19.29,2026-03-21,4823.00
best_eastern_hotel_zvezda,Отель Звезда,65,44,88,67.69,2026-03-21,5969.00
vera_baikal,Отель Вера Байкал,38,55,110,144.74,2026-03-21,8835.00
tajga_hotel,Отель Тайга,44,35,85,79.55,2026-03-21,2990.00
hotel_premium_hotel_pushkin,Премиум-отель Пушкин,46,32,64,69.57,2026-03-21,18000.00
miniotel_good_hotel,Мини-Отель Good Hotel,6,4,9,66.67,2026-03-21,2200.00
sobolinka_parkhotel_2,Парк-отель Соболинка,38,4,6,10.53,2026-03-21,6379.00
azimut_aeroport_irkutsk_hotel,AZIMUT Отель Аэропорт Иркутск 4*,100,40,83,40.0,2026-03-21,8000.00
otel_tsentral,Отель Централь,48,59,118,122.92,2026-03-21,7500.00
rus_hotel_irkutsk,Гостиничный Комплекс Русь,56,44,80,78.57,2026-03-21,3803.00
hotel_nuur_hotel,Отель Nuur Hotel,28,27,53,96.43,2026-03-21,5500.00
mayak_hotel_listvyanka,Отель Маяк,54,46,84,85.19,2026-03-21,5940.00
yakovlev_hotel,Отель Яковлевъ,25,14,30,56.0,2026-03-21,3797.00
montana_hostel,Меблированные комнаты Montana,9,8,8,88.89,2026-03-21,800.00
archi_apt_apartments,Отель Baikal Archi Apt,7,3,7,42.86,2026-03-21,3766.00
grand_baikal,Отель Гранд Байкал,64,2,4,3.12,2026-03-21,9446.00
empire_hotel_3,Гостиница Империя,49,10,17,20.41,2026-03-21,5100.00
dohodnyij_dom_listratvoj_butikhotel,Отель Доходный дом Листратовой,15,8,12,53.33,2026-03-21,3885.00
north_star_hotel_9,Отель North Star,12,22,54,183.33,2026-03-21,5100.00
otel_irkut,Отель Иркут,30,20,39,66.67,2026-03-21,3500.00
ibis_irkutsk_center,Отель Ибис Иркутск Центр,128,49,97,38.28,2026-03-21,5950.00
minihotel_panda,Отель ДиаДэй,9,2,5,22.22,2026-03-21,3060.00
guest_house_baykaliya,Байкалия,0,5,15,0.0,2026-03-21,7421.00
7_dorog,Гостиница 7 дорог,19,10,22,52.63,2026-03-21,7370.00
nebo_baykala_guest_house,Небо Байкала,0,6,13,0.0,2026-03-21,2968.00
malinovka_3,Малиновка,0,7,19,0.0,2026-03-21,3462.00
baykal_guest_house_3,Меблированные комнаты Байкал,0,8,12,0.0,2026-03-21,2770.00
burduguz_hotel_2,Парк-Отель Бурдугуз,69,13,26,18.84,2026-03-21,19500.00
bajkal_hotel,Отель Байкал,72,23,44,31.94,2026-03-21,9000.00
baikal_forest_hotel,Отель Baikal Forest,156,125,254,80.13,2026-03-21,4860.00
arena_g_irkutsk,Отель Арена Иркутск,15,15,31,100.0,2026-03-21,3128.00
