ota_hotel_id,name,rooms_num,free_rooms_amount,max_capacity,available_rooms_percent,date,min_price
angara_hotel,Ангара Отель,300,45,70,15.0,2026-03-19,5250.00
grand_baikal,Отель Гранд Байкал,64,10,20,15.62,2026-03-19,9446.00
sobolinka_parkhotel_2,Парк-отель Соболинка,38,2,2,5.26,2026-03-19,7863.00
bajkal_hotel,Отель Байкал,72,14,27,19.44,2026-03-19,15000.00
tajga_hotel,Отель Тайга,44,16,44,36.36,2026-03-19,3770.00
gostevoy_dom_sunrise,Sunrise,0,4,10,0.0,2026-03-19,8410.00
beliy_sobol_parkhotel,Парк-отель Белый Соболь,32,7,21,21.88,2026-03-19,15200.00
mayak_hotel_listvyanka,Отель Маяк,54,41,74,75.93,2026-03-19,6600.00
nochleg_i_zavtrak_bb_shambala,Загородный отель Шамбала,10,10,20,100.0,2026-03-19,11874.00
victory_hotel_4,Гостиница Виктория,30,13,26,43.33,2026-03-19,4800.00
vera_baikal,Отель Вера Байкал,38,38,76,100.0,2026-03-19,8835.00
klubnyij_kvartal_apartments,Клубный Квартал,67,7,7,10.45,2026-03-19,3400.00
irkutsk_city_center,Отель Иркутск Сити Центр,206,116,232,56.31,2026-03-19,6200.00
best_eastern_hotel_zvezda,Отель Звезда,65,65,130,100.0,2026-03-19,5954.00
international_hotel_sayen,SAYEN,25,12,26,48.0,2026-03-19,20400.00
baikal_forest_hotel,Отель Baikal Forest,156,122,247,78.21,2026-03-19,4691.00
legend_of_baikal,Отель Легенда Байкала,35,12,20,34.29,2026-03-19,5000.00
yakovlev_hotel,Отель Яковлевъ,25,7,15,28.0,2026-03-19,2916.00
rus_hotel_irkutsk,Гостиничный Комплекс Русь,56,35,66,62.5,2026-03-19,4026.00
north_star_hotel_9,Отель North Star,12,20,50,166.67,2026-03-19,5150.00
miniotel_serdtse_baykala,Сердце Байкала,0,5,8,0.0,2026-03-19,12369.00
aristokrat_hotel,Отель Аристократ,12,7,11,58.33,2026-03-19,4500.00
7_dorog,Гостиница 7 дорог,19,10,23,52.63,2026-03-19,7370.00
dizajnerskaya_kvartira_v_tsentre_irkutska,Квартира в центре Иркутска,0,1,1,0.0,2026-03-19,4697.00
otel_tsentral,Отель Централь,48,44,88,91.67,2026-03-19,7500.00
matreshka_hotel,Отель Матрешка,35,19,33,54.29,2026-03-19,4669.00
dohodnyij_dom_listratvoj_butikhotel,Отель Доходный дом Листратовой,15,9,15,60.0,2026-03-19,3885.00
hotel_nikola_2,Отель Никола,27,39,80,144.44,2026-03-19,6558.00
baikal_view_hotel,Baikal View Hotel,99,60,124,60.61,2026-03-19,9103.00
hotel_premium_hotel_pushkin,Премиум-отель Пушкин,46,33,66,71.74,2026-03-19,18000.00
burduguz_hotel_2,Парк-Отель Бурдугуз,69,14,28,20.29,2026-03-19,19500.00
hotel_nuur_hotel,Отель Nuur Hotel,28,28,56,100.0,2026-03-19,7800.00
empire_hotel_3,Гостиница Империя,49,10,17,20.41,2026-03-19,5300.00
evropa_hotel,Отель Европа,58,15,21,25.86,2026-03-19,8400.00
gostinitsa_undina,Отель Ундина,30,13,24,43.33,2026-03-19,8905.00
baikal_business_center_hotel,Отель Байкал Бизнес Центр,59,5,10,8.47,2026-03-19,7500.00
ibis_irkutsk_center,Отель Ибис Иркутск Центр,128,34,67,26.56,2026-03-19,5250.00
hotel_khotej,Отель Хотэй,25,25,50,100.0,2026-03-19,10925.00
baykal_khan_listvyanka,Отель Ларч,18,15,36,83.33,2026-03-19,8340.00
miniotel_good_hotel,Мини-Отель Good Hotel,6,5,11,83.33,2026-03-19,2200.00
azimut_aeroport_irkutsk_hotel,AZIMUT Отель Аэропорт Иркутск 4*,100,41,85,41.0,2026-03-19,8550.00
apartamentyi_v_irkutske,Меблированные комнаты в Иркутске,0,1,2,0.0,2026-03-19,2331.00
malinovka_3,Малиновка,0,3,10,0.0,2026-03-19,3462.00
otel_irkut,Отель Иркут,30,18,35,60.0,2026-03-19,3500.00
parus_18,Курортный отель Парус,17,11,25,64.71,2026-03-19,6015.00
inn_business_hall,Отель Business Hall,18,15,28,83.33,2026-03-19,3790.00
miniotel_medveditsa,Меблированные комнаты Медведица,0,8,16,0.0,2026-03-19,4660.00
archi_apt_apartments,Отель Baikal Archi Apt,7,5,11,71.43,2026-03-19,4103.00
guest_house_baykaliya,Байкалия,0,5,15,0.0,2026-03-19,7421.00
minihotel_panda,Отель ДиаДэй,9,3,8,33.33,2026-03-19,2880.00
less_guest_house,Меблированные комнаты Лесс,0,1,2,0.0,2026-03-19,10900.00
podlemorie_hotel,Отель Подлеморье,14,10,22,71.43,2026-03-19,5000.00
arena_g_irkutsk,Отель Арена Иркутск,15,13,27,86.67,2026-03-19,3074.00
minihotel_albatros,Гостиница Альбатрос,12,1,2,8.33,2026-03-19,3000.00
mihail_strogov,Отель Михаил Строгов,20,3,3,15.0,2026-03-19,5144.00
alpari,Гостиница Альпари,10,7,14,70.0,2026-03-19,2400.00
hotel_barguzin,Меблированные комнаты Баргузин,0,4,4,0.0,2026-03-19,8000.00
city_park_hotel_13,Меблированные комнаты City Park,0,2,2,0.0,2026-03-19,2660.00
kupechesky_dvor_hotel,Отель Купеческий Дворъ,14,12,24,85.71,2026-03-19,8200.00
hotel_aziyayevropa,Отель Азия-Европа,19,7,14,36.84,2026-03-19,5143.00
lotos_hotel,Отель Лотос,23,15,33,65.22,2026-03-19,2150.00
gostevoj_dom_na_zvezdinskoj,Отель на Звездинской,25,35,75,140.0,2026-03-19,3400.00
baikalskie_prostory,Байкальские просторы,8,3,7,37.5,2026-03-19,3500.00
lada_8,Отель Гостиница ЛАДА,22,0,0,0.0,2026-03-19,
baykal_guest_house_3,Меблированные комнаты Байкал,0,10,16,0.0,2026-03-19,2800.00
montana_hostel,Меблированные комнаты Montana,9,10,11,111.11,2026-03-19,800.00
vesta_hotel_3,Отель Веста,27,11,25,40.74,2026-03-19,3000.00
mini_hotel_vizit,Гостиница Визит,8,7,15,87.5,2026-03-19,4000.00
hotel_rodina_grand_hotel_spa_irkutsk_5,Отель RODINA Grand Hotel & SPA Irkutsk 5*,79,32,64,40.51,2026-03-19,46000.00
atlas_hotel_3,Гостиница Атлас,29,6,14,20.69,2026-03-19,5796.00
dom_baykal_guest_house,Меблированные комнаты Дом Байкал,15,13,36,86.67,2026-03-19,3200.00
kheyvitsa_guest_house,Отель Гостевой Дом Хейвица,8,4,7,50.0,2026-03-19,4700.00
baykal_khan_hotel_olkhon,Отель Байкал-Хан Ольхон,40,14,29,35.0,2026-03-19,16500.00
irkutsk_city_lodge,Отель Иркутск Сити Лодж,4,0,0,0.0,2026-03-19,
