ota_hotel_id,name,rooms_num,free_rooms_amount,max_capacity,available_rooms_percent,date,min_price
mayak_hotel_listvyanka,Отель Маяк,54,27,51,50.0,2026-02-24,9200.00
irkutsk_city_center,Irkutsk City Center,206,11,22,5.34,2026-02-24,11200.00
yakovlev_hotel,Отель Яковлевъ,25,3,9,12.0,2026-02-24,4680.00
taiga_2,Отель Taiga,101,49,80,48.51,2026-02-24,5564.00
bajkal_hotel,Отель Байкал,72,7,14,9.72,2026-02-24,15000.00
hotel_nikola_2,Отель Никола,27,34,70,125.93,2026-02-24,6558.00
baikal_forest_hotel,Отель Baikal Forest,156,17,36,10.9,2026-02-24,9115.00
empire_hotel_3,Гостиница Империя,49,9,18,18.37,2026-02-24,6700.00
beliy_sobol_parkhotel,Парк-отель Белый Соболь,32,9,21,28.12,2026-02-24,11200.00
gostevoy_dom_sunrise,Sunrise,0,1,3,0.0,2026-02-24,14348.00
vera_baikal,Отель Вера Байкал,38,13,26,34.21,2026-02-24,8265.00
hotel_khotej,Отель Хотэй,25,1,2,4.0,2026-02-24,10925.00
baikal_view_hotel,Baikal View Hotel,99,14,28,14.14,2026-02-24,18810.00
matreshka_hotel,Отель Matreshka,35,3,6,8.57,2026-02-24,5461.00
irkutsk,Отель Иркутск,162,1,2,0.62,2026-02-24,12200.00
baykal_shale_guest_house,Байкал Шале,11,1,2,9.09,2026-02-24,4452.00
malinovka_3,Малиновка,0,2,6,0.0,2026-02-24,5440.00
gostinitsa_ustilim,Усть-Илим,80,16,17,20.0,2026-02-24,1801.00
otel_irkut,Отель Иркут,30,7,13,23.33,2026-02-24,3350.00
kupechesky_dvor_hotel,Отель Купеческий Дворъ,14,1,2,7.14,2026-02-24,11372.00
miniotel_good_hotel,Мини-Отель Good Hotel,6,2,4,33.33,2026-02-24,2200.00
legend_of_baikal,Отель Легенда Байкала,35,14,26,40.0,2026-02-24,8750.00
inn_business_hall,Отель Business Hall,18,2,4,11.11,2026-02-24,7680.00
hotel_premium_hotel_pushkin,Премиум-отель Пушкин,46,1,2,2.17,2026-02-24,48000.00
atlas_hotel_3,Гостиница Атлас,29,3,7,10.34,2026-02-24,4968.00
kalina_house_olkhon_baikal_guest_house,Конкордия,8,1,2,12.5,2026-02-24,10386.00
podlemorie_hotel,Отель Подлеморье,14,1,2,7.14,2026-02-24,7500.00
international_hotel_sayen,SAYEN,25,3,6,12.0,2026-02-24,20400.00
nebo_baykala_guest_house,Небо Байкала,0,5,11,0.0,2026-02-24,3463.00
guest_house_baykaliya,Байкалия,0,1,3,0.0,2026-02-24,7916.00
kheyvitsa_guest_house,Отель Гостевой Дом Хейвица,8,1,1,12.5,2026-02-24,4700.00
hotel_kurshavel_,Отель Куршавель,15,11,22,73.33,2026-02-24,3850.00
parus_18,Курортный отель Парус,17,10,22,58.82,2026-02-24,6135.00
angara_hotel,Ангара Отель,300,9,18,3.0,2026-02-24,6650.00
gostevoj_dom_na_zvezdinskoj,Отель на Звездинской,25,18,41,72.0,2026-02-24,3800.00
city_park_hotel_13,Меблированные комнаты City Park,0,4,4,0.0,2026-02-24,2068.00
minihotel_panda,Отель ДиаДэй,9,2,5,22.22,2026-02-24,4200.00
miniotel_medveditsa,Меблированные комнаты Медведица,0,7,14,0.0,2026-02-24,4660.00
burduguz_hotel_2,Парк-Отель Бурдугуз,69,10,20,14.49,2026-02-24,19500.00
hotel_flagman_olkhona,Отель Флагман Ольхона,15,1,3,6.67,2026-02-24,22834.00
arena_g_irkutsk,Отель Арена Иркутск,15,15,30,100.0,2026-02-24,2473.00
lada_8,Отель Гостиница ЛАДА,22,5,5,22.73,2026-02-24,8400.00
gostinitsa_undina,Отель Ундина,30,5,8,16.67,2026-02-24,8905.00
hotel_soyuz_2,Жилое помещение Союз,84,38,76,45.24,2026-02-24,5600.00
baikalskie_prostory,Байкальские просторы,8,6,14,75.0,2026-02-24,3463.00
hotel_nataly_2,Отель Натали,12,4,8,33.33,2026-02-24,3800.00
baykal_guest_house_3,Меблированные комнаты Байкал,0,6,11,0.0,2026-02-24,2770.00
alpari,Гостиница Альпари,10,4,8,40.0,2026-02-24,2373.00
lenatour,Отель  Ленатур,8,4,11,50.0,2026-02-24,3958.00
green_hotel_,Грин Отель,22,8,10,36.36,2026-02-24,3543.75
hotel_barguzin,Меблированные комнаты Баргузин,0,4,4,0.0,2026-02-24,8000.00
lotos_hotel,Отель Лотос,23,1,1,4.35,2026-02-24,1150.00
archi_apt_apartments,Отель Baikal Archi Apt,7,2,5,28.57,2026-02-24,4992.00
hotel_dacha_baikaleco,Семейный отель Дача БайкалЭко,10,0,0,0.0,2026-02-24,
gostevoy_dom_holiday_park_on_olkhon,Holiday park on Olkhon,0,1,2,0.0,2026-02-24,5890.00
rus_hotel_irkutsk,Гостиничный Комплекс Русь,56,14,28,25.0,2026-02-24,4500.00
yolochka,Меблированные комнаты Ёлочка,6,9,18,150.0,2026-02-24,3700.00
best_eastern_hotel_zvezda,Отель Звезда,65,24,48,36.92,2026-02-24,10800.00
hotel_kosmos_5,Отель Космос,16,6,11,37.5,2026-02-24,3675.00
history_boutiquehotel,Отель History Boutique Hotel & SPA,40,4,8,10.0,2026-02-24,32025.00
hotel_rodina_grand_hotel_spa_irkutsk_5,Отель RODINA Grand Hotel & SPA Irkutsk 5*,79,54,108,68.35,2026-02-24,45000.00
meridian_7,Отель Меридиан,33,15,30,45.45,2026-02-24,4700.00
amurskiy,Отель Амурский,17,2,4,11.76,2026-02-24,17900.00
baykal_khan_listvyanka,Отель Ларч,18,0,0,0.0,2026-02-24,
flagman_hotel_4,Отель Флагман,13,0,0,0.0,2026-02-24,
hotel_pushkin_2,Отель ПушкинЪ,23,14,28,60.87,2026-02-24,9300.00
bolshoe_puteshestvie_hotel,Ольхон,0,0,0,0.0,2026-02-24,
baikal_business_center_hotel,Отель Байкал Бизнес Центр,59,2,4,3.39,2026-02-24,8700.00
momant_house_recreation_camp,Momant house,0,0,0,0.0,2026-02-24,
dom_baykal_guest_house,Меблированные комнаты Дом Байкал,15,6,22,40.0,2026-02-24,3200.00
hotel_gostinitsa_dinamo,Отель Динамо,39,23,43,58.97,2026-02-24,1140.00
tri_kita_2,Отель Три Кита,10,8,18,80.0,2026-02-24,2600.00
tikhaya_gavan_4,"Отель ""Тихая Гавань""",12,2,4,16.67,2026-02-24,4100.00
wind_lake_guest_house,Wind Lake,0,20,30,0.0,2026-02-24,12390.00
miniotel_serdtse_baykala,Сердце Байкала,0,2,2,0.0,2026-02-24,20500.00
bajkal_severnoe_more_hotel,Отель Байкал - Северное Море,119,16,23,13.45,2026-02-24,9660.00
hotel_shvedka,Отель ШВЕДКА,29,1,1,3.45,2026-02-24,3600.00
bajkalskie_sezonyi,Отель Парк Байкальские сезоны,22,20,39,90.91,2026-02-24,14850.00
royal_hotel_33,Отель Рояль,27,0,0,0.0,2026-02-24,
vesta_hotel_3,Отель Веста,27,17,35,62.96,2026-02-24,3000.00
mini_hotel_vizit,Гостиница Визит,8,7,15,87.5,2026-02-24,4000.00
krestovaya_pad_hotel,Гостиница Крестовая падь,27,0,0,0.0,2026-02-24,
bely_bereg,Отель Белый берег,5,4,9,80.0,2026-02-24,6300.00
hotel_aziyayevropa,Отель Азия-Европа,19,7,14,36.84,2026-02-24,3986.00
uda_2,Отель УДА,45,32,50,71.11,2026-02-24,1700.00
pribaikalskaya_hotel,Гостиница Прибайкальская,87,8,14,9.2,2026-02-24,3388.00
hotel_sozvezdie_baikala,Отель Созвездие Байкала,22,8,16,36.36,2026-02-24,5900.00
gostevoy_dom_briz_3,Меблированные комнаты БРИЗ,16,6,14,37.5,2026-02-24,4500.00
oktyabrskaya_minihotel,Октябрьская,0,6,10,0.0,2026-02-24,1500.00
vostochnaia,Гостиница Восточная,26,0,0,0.0,2026-02-24,
na_ulitse_pavlova_28_apartments,на улице Павлова 28,0,1,1,0.0,2026-02-24,3540.00
smart_hotel_kdo_irkutsk_hotel,Отель Smart Hotel KDO Иркутск,7,2,5,28.57,2026-02-24,1717.00
shelest,Shelest,0,6,12,0.0,2026-02-24,4960.00
dream_of_baikal_hotel,Отель Dream of Baikal,19,0,0,0.0,2026-02-24,
zvezda_kochevnika,Звезда Кочевника,0,12,24,0.0,2026-02-24,15360.00
hotel_anastasiya_2,Отель ГК Анастасия,26,19,35,73.08,2026-02-24,10000.00
luna_hotel_9,Отель Луна,22,3,5,13.64,2026-02-24,3000.00
sportkompleks_ozerny_tulun_hotel,Спорткомплекс Озерный Тулун,0,1,1,0.0,2026-02-24,4500.00
guest_house_vremena_goda,Времена Года,24,0,0,0.0,2026-02-24,
u_istoka_hotel,Гостиница У Истока,24,0,0,0.0,2026-02-24,
hotel_olimpiada,Олимпиада,29,5,8,17.24,2026-02-24,1000.00
modul,Гостиница Комфорт,12,0,0,0.0,2026-02-24,
v_russkom_stile_guest_house,Меблированные комнаты в Русском Стиле,0,0,0,0.0,2026-02-24,
the_hotel_on_volzhskaya,Гостиница на Волжской,30,16,44,53.33,2026-02-24,2840.00
gostinitsa_akademicheskaya,Отель Гостиница Академическая,48,25,33,52.08,2026-02-24,4200.00
vitim,Витим,0,4,6,0.0,2026-02-24,2890.00
glemping_hygge_barn,Hygge Barn,0,2,2,0.0,2026-02-24,11500.00
katantsa_hotel,Отель Катанца,19,0,0,0.0,2026-02-24,
magnetit,Отель Магнетит,55,9,10,16.36,2026-02-24,3100.00
less_guest_house,Меблированные комнаты Less,0,6,12,0.0,2026-02-24,9950.00
praskovya_guest_house,Отель Прасковья,12,3,4,25.0,2026-02-24,1800.00
gostinitsa_solntse,Гостиница Солнце,58,8,11,13.79,2026-02-24,10100.00
hotel_complex_baikalov_ostrog,Гостиница Байкалов Острог,0,163,187,0.0,2026-02-24,8800.00
flagman_hotel,Отель Флагман,10,0,0,0.0,2026-02-24,
gostevoi_dom_margobai,Отель Маргобай,14,30,51,214.29,2026-02-24,1894.00
hotel_baikal_best_edelweiss,Baikal Best Edelweiss,10,2,4,20.0,2026-02-24,7774.00
yupiter,Юпитер,23,3,6,13.04,2026-02-24,3000.00
saturn_8,Сатурн,23,0,0,0.0,2026-02-24,
trakstop_38_2,Trakstop 38,11,1,1,9.09,2026-02-24,9717.00
mir_baykala_hotel,Отель Мир Байкала,29,6,12,20.69,2026-02-24,15945.00
planeta_9,Планета,33,10,20,30.3,2026-02-24,3000.00
baikal_capsule_hostel,Байкал Капсул (Байкальская капсула),0,8,8,0.0,2026-02-24,1125.00
gostevoj_dom_endemik,Меблированные комнаты посуточная аренда,0,5,8,0.0,2026-02-24,7675.00
tochka_baykala_hotel,Отель Точка Байкала,38,0,0,0.0,2026-02-24,
metelitsa_6,Отель Метелица,5,0,0,0.0,2026-02-24,
gostevoy_dom_isiger_baikal,Гостевой дом ISIGER BAIKAL,0,0,0,0.0,2026-02-24,
na_gornoy_ulitse_5_private_house,Меблированные комнаты на Горной Улице 7Б,0,0,0,0.0,2026-02-24,
izumrud_hotel_7,Отель Изумруд,9,4,4,44.44,2026-02-24,5000.00
hotelclub_ice,Отель Сибирская резиденция Лёд Байкала,0,2,2,0.0,2026-02-24,25000.00
loft_house_38_guest_house,Loft House 38,0,0,0,0.0,2026-02-24,
ozerny_tulun_sports_complex_na_karbysheva_185_apartment,Спорткомплекс Озерный Тулун на Карбышева 185,0,2,4,0.0,2026-02-24,3600.00
