ota_hotel_id,name,rooms_num,free_rooms_amount,max_capacity,available_rooms_percent,date,min_price
vera_baikal,Отель Вера Байкал,38,46,92,121.05,2026-03-16,8835.00
wind_lake_guest_house,Wind Lake,0,20,30,0.0,2026-03-16,11216.00
victory_hotel_4,Гостиница Виктория,30,14,28,46.67,2026-03-16,5200.00
sobolinka_parkhotel_2,Парк-отель Соболинка,38,2,3,5.26,2026-03-16,6973.00
irkutsk_city_center,Отель Иркутск Сити Центр,206,17,34,8.25,2026-03-16,12000.00
empire_hotel_3,Гостиница Империя,49,7,14,14.29,2026-03-16,6700.00
tajga_hotel,Отель Тайга,44,2,4,4.55,2026-03-16,7000.00
otel_irkut,Отель Иркут,30,17,32,56.67,2026-03-16,3200.00
dohodnyij_dom_listratvoj_butikhotel,Отель Доходный дом Листратовой,15,4,9,26.67,2026-03-16,3885.00
taiga_2,Отель Taiga,101,5,7,4.95,2026-03-16,5538.00
angara_hotel,Ангара Отель,300,29,54,9.67,2026-03-16,5250.00
archi_apt_apartments,Отель Baikal Archi Apt,7,1,2,14.29,2026-03-16,3389.00
hotel_premium_hotel_pushkin,Премиум-отель Пушкин,46,30,60,65.22,2026-03-16,18000.00
azimut_aeroport_irkutsk_hotel,AZIMUT Отель Аэропорт Иркутск 4*,100,65,134,65.0,2026-03-16,9050.00
podlemorie_hotel,Отель Подлеморье,14,4,9,28.57,2026-03-16,5000.00
gostevoy_dom_sunrise,Sunrise,0,1,3,0.0,2026-03-16,12369.00
inn_business_hall,Отель Business Hall,18,4,7,22.22,2026-03-16,3790.00
yakovlev_hotel,Отель Яковлевъ,25,7,14,28.0,2026-03-16,3196.00
international_hotel_sayen,SAYEN,25,2,4,8.0,2026-03-16,20000.00
hotel_nuur_hotel,Отель Nuur Hotel,28,12,24,42.86,2026-03-16,7800.00
hotel_nikola_2,Отель Никола,27,35,72,129.63,2026-03-16,6558.00
kheyvitsa_guest_house,Отель Гостевой Дом Хейвица,8,4,8,50.0,2026-03-16,5300.00
guest_house_baykaliya,Байкалия,0,5,15,0.0,2026-03-16,7421.00
7_dorog,Гостиница 7 дорог,19,10,22,52.63,2026-03-16,7370.00
apartamentyi_v_irkutske,Меблированные комнаты в Иркутске,0,1,2,0.0,2026-03-16,1582.00
bajkal_hotel,Отель Байкал,72,27,52,37.5,2026-03-16,9000.00
gostinitsa_ustilim,Усть-Илим,80,17,18,21.25,2026-03-16,1801.00
kalina_house_olkhon_baikal_guest_house,Конкордия,8,8,12,100.0,2026-03-16,9396.00
minihotel_panda,Отель ДиаДэй,9,2,6,22.22,2026-03-16,2880.00
arena_g_irkutsk,Отель Арена Иркутск,15,14,28,93.33,2026-03-16,2473.00
minihotel_albatros,Гостиница Альбатрос,12,3,8,25.0,2026-03-16,2700.00
burduguz_hotel_2,Парк-Отель Бурдугуз,69,14,28,20.29,2026-03-16,19500.00
atlas_hotel_3,Гостиница Атлас,29,5,12,17.24,2026-03-16,5796.00
hotel_kurshavel_,Отель Куршавель,15,10,20,66.67,2026-03-16,3881.00
aristokrat_hotel,Отель Аристократ,12,3,5,25.0,2026-03-16,4743.00
amurskiy,Отель Амурский,17,14,30,82.35,2026-03-16,14000.00
recreation_camp_bereg_nadezhdy,База отдыха Берег Надежды,7,8,15,114.29,2026-03-16,4452.00
mayak_hotel_listvyanka,Отель Маяк,54,42,76,77.78,2026-03-16,7000.00
city_park_hotel_13,Меблированные комнаты City Park,0,4,4,0.0,2026-03-16,2162.00
gostinitsa_undina,Отель Ундина,30,11,20,36.67,2026-03-16,8905.00
hotel_khotej,Отель Хотэй,25,10,20,40.0,2026-03-16,10925.00
hotel_soyuz_2,Жилое помещение Союз,84,68,136,80.95,2026-03-16,5600.00
baykal_guest_house_3,Меблированные комнаты Байкал,0,10,16,0.0,2026-03-16,2770.00
dom_baykal_guest_house,Меблированные комнаты Дом Байкал,15,8,26,53.33,2026-03-16,3144.00
malinovka_3,Малиновка,0,6,17,0.0,2026-03-16,3462.00
hotel_aziyayevropa,Отель Азия-Европа,19,10,20,52.63,2026-03-16,3956.00
v_samom_tsentre_irkutska_minihotel,Отель В Сердце Иркутска,6,11,24,183.33,2026-03-16,5400.00
nochleg_i_zavtrak_bb_shambala,Загородный отель Шамбала,10,10,20,100.0,2026-03-16,11874.00
baykal_khan_listvyanka,Отель Ларч,18,14,33,77.78,2026-03-16,8340.00
otel_tsentral,Отель Централь,48,2,4,4.17,2026-03-16,15000.00
lotos_hotel,Отель Лотос,23,15,31,65.22,2026-03-16,1150.00
less_guest_house,Меблированные комнаты Лесс,0,1,2,0.0,2026-03-16,9950.00
hotel_barguzin,Меблированные комнаты Баргузин,0,4,4,0.0,2026-03-16,8000.00
miniotel_medveditsa,Меблированные комнаты Медведица,0,9,17,0.0,2026-03-16,4710.00
lada_8,Отель Гостиница ЛАДА,22,0,0,0.0,2026-03-16,
