ota_hotel_id,name,rooms_num,free_rooms_amount,max_capacity,available_rooms_percent,date,min_price
vera_baikal,Отель Вера Байкал,38,23,46,60.53,2026-03-10,8835.00
victory_hotel_4,Гостиница Виктория,30,6,12,20.0,2026-03-10,4800.00
klubnyij_kvartal_apartments,Клубный Квартал,67,1,1,1.49,2026-03-10,5600.00
evropa_hotel,Отель Европа,58,3,6,5.17,2026-03-10,11200.00
irkutsk_city_center,Отель Иркутск Сити Центр,206,1,2,0.49,2026-03-10,17700.00
bajkal_hotel,Отель Байкал,72,9,18,12.5,2026-03-10,15000.00
tajga_hotel,Отель Тайга,44,10,22,22.73,2026-03-10,6500.00
miniotel_good_hotel,Мини-Отель Good Hotel,6,2,5,33.33,2026-03-10,2200.00
rus_hotel_irkutsk,Гостиничный Комплекс Русь,56,14,28,25.0,2026-03-10,4145.00
guest_house_baykaliya,Байкалия,0,3,9,0.0,2026-03-10,7421.00
hotel_premium_hotel_pushkin,Премиум-отель Пушкин,46,16,32,34.78,2026-03-10,18000.00
yakovlev_hotel,Отель Яковлевъ,25,12,24,48.0,2026-03-10,3011.00
taiga_2,Отель Taiga,101,16,21,15.84,2026-03-10,5551.00
otel_irkut,Отель Иркут,30,8,15,26.67,2026-03-10,3200.00
sobolinka_parkhotel_2,Парк-отель Соболинка,38,4,6,10.53,2026-03-10,6973.00
kheyvitsa_guest_house,Отель Гостевой Дом Хейвица,8,3,5,37.5,2026-03-10,4700.00
hotel_nuur_hotel,Отель Nuur Hotel,28,4,8,14.29,2026-03-10,7800.00
baykal_shale_guest_house,Байкал Шале,11,3,8,27.27,2026-03-10,4452.00
archi_apt_apartments,Отель Baikal Archi Apt,7,3,6,42.86,2026-03-10,3931.00
hotel_nikola_2,Отель Никола,27,23,48,85.19,2026-03-10,6558.00
international_hotel_sayen,SAYEN,25,15,34,60.0,2026-03-10,20000.00
azimut_aeroport_irkutsk_hotel,AZIMUT Отель Аэропорт Иркутск 4*,100,17,37,17.0,2026-03-10,8615.00
north_star_hotel_9,Отель North Star,12,4,10,33.33,2026-03-10,5150.00
matreshka_hotel,Отель Матрешка,35,18,32,51.43,2026-03-10,4605.00
kalina_house_olkhon_baikal_guest_house,Конкордия,8,3,4,37.5,2026-03-10,9396.00
gostevoy_dom_sunrise,Sunrise,0,5,12,0.0,2026-03-10,9895.00
burduguz_hotel_2,Парк-Отель Бурдугуз,69,6,12,8.7,2026-03-10,19500.00
podlemorie_hotel,Отель Подлеморье,14,9,20,64.29,2026-03-10,5500.00
atlas_hotel_3,Гостиница Атлас,29,2,4,6.9,2026-03-10,4968.00
apartamentyi_v_irkutske,Меблированные комнаты в Иркутске,0,1,2,0.0,2026-03-10,2251.00
inn_business_hall,Отель Business Hall,18,5,9,27.78,2026-03-10,3790.00
baykal_khan_listvyanka,Отель Ларч,18,2,5,11.11,2026-03-10,10320.00
minihotel_panda,Отель ДиаДэй,9,1,3,11.11,2026-03-10,2880.00
lada_8,Отель Гостиница ЛАДА,22,17,31,77.27,2026-03-10,8400.00
grand_baikal,Отель Гранд Байкал,64,9,18,14.06,2026-03-10,9495.00
arena_g_irkutsk,Отель Арена Иркутск,15,12,25,80.0,2026-03-10,2321.00
mihail_strogov,Отель Михаил Строгов,20,3,5,15.0,2026-03-10,5400.00
aristokrat_hotel,Отель Аристократ,12,2,2,16.67,2026-03-10,4500.00
city_park_hotel_13,Меблированные комнаты City Park,0,2,2,0.0,2026-03-10,2054.00
hotel_khotej,Отель Хотэй,25,6,12,24.0,2026-03-10,10925.00
hotel_kurshavel_,Отель Куршавель,15,3,7,20.0,2026-03-10,3881.00
amurskiy,Отель Амурский,17,11,26,64.71,2026-03-10,17900.00
gostinitsa_ustilim,Усть-Илим,80,6,6,7.5,2026-03-10,3577.00
less_guest_house,Меблированные комнаты Лесс,0,6,12,0.0,2026-03-10,9845.00
dohodnyij_dom_listratvoj_butikhotel,Отель Доходный дом Листратовой,15,11,20,73.33,2026-03-10,4160.00
baykal_guest_house_3,Меблированные комнаты Байкал,0,10,16,0.0,2026-03-10,2770.00
miniotel_medveditsa,Меблированные комнаты Медведица,0,9,17,0.0,2026-03-10,4660.00
hotel_aziyayevropa,Отель Азия-Европа,19,7,14,36.84,2026-03-10,4925.00
alpari,Гостиница Альпари,10,6,12,60.0,2026-03-10,2315.00
v_samom_tsentre_irkutska_minihotel,Отель В Сердце Иркутска,6,3,8,50.0,2026-03-10,5400.00
empire_hotel_3,Гостиница Империя,49,3,5,6.12,2026-03-10,5600.00
nochleg_i_zavtrak_bb_shambala,Загородный отель Шамбала,10,4,8,40.0,2026-03-10,11874.00
hotel_soyuz_2,Жилое помещение Союз,84,42,84,50.0,2026-03-10,5600.00
nebo_baykala_guest_house,Небо Байкала,0,2,4,0.0,2026-03-10,3463.00
hotel_barguzin,Меблированные комнаты Баргузин,0,2,2,0.0,2026-03-10,7916.00
vesta_hotel_3,Отель Веста,27,4,9,14.81,2026-03-10,3000.00
lotos_hotel,Отель Лотос,23,14,28,60.87,2026-03-10,1150.00
green_hotel_,Грин Отель,22,12,20,54.55,2026-03-10,3423.00
kupechesky_dvor_hotel,Отель Купеческий Дворъ,14,9,18,64.29,2026-03-10,8337.00
otel_tsentral,Отель Централь,48,12,24,25.0,2026-03-10,10000.00
solnechny_guest_house_7,Cолнечный,0,2,4,0.0,2026-03-10,1123.00
best_eastern_hotel_zvezda,Отель Звезда,65,16,32,24.62,2026-03-10,9511.00
legend_of_baikal,Отель Легенда Байкала,35,22,39,62.86,2026-03-10,8750.00
