ota_hotel_id,name,rooms_num,free_rooms_amount,max_capacity,available_rooms_percent,date,min_price
grand_baikal,Отель Гранд Байкал,64,13,24,20.31,2026-02-28,10449.00
vera_baikal,Отель Вера Байкал,38,7,14,18.42,2026-02-28,8835.00
irkutsk_city_center,Отель Иркутск Сити Центр,206,1,2,0.49,2026-02-28,10000.00
victory_hotel_4,Гостиница Виктория,30,6,12,20.0,2026-02-28,5200.00
tajga_hotel,Отель Тайга,44,3,6,6.82,2026-02-28,6500.00
beliy_sobol_parkhotel,Парк-отель Белый Соболь,32,15,37,46.88,2026-02-28,11200.00
angara_hotel,Ангара Отель,300,50,81,16.67,2026-02-28,5250.00
miniotel_good_hotel,Мини-Отель Good Hotel,6,5,11,83.33,2026-02-28,2400.00
podlemorie_hotel,Отель Подлеморье,14,9,20,64.29,2026-02-28,6800.00
azimut_aeroport_irkutsk_hotel,AZIMUT Отель Аэропорт Иркутск 4*,100,21,47,21.0,2026-02-28,8850.00
archi_apt_apartments,Отель Baikal Archi Apt,7,3,6,42.86,2026-02-28,4467.00
lada_8,Отель Гостиница ЛАДА,22,6,9,27.27,2026-02-28,8400.00
empire_hotel_3,Гостиница Империя,49,10,17,20.41,2026-02-28,5100.00
yakovlev_hotel,Отель Яковлевъ,25,4,10,16.0,2026-02-28,4532.00
sobolinka_parkhotel_2,Парк-отель Соболинка,38,2,2,5.26,2026-02-28,9449.00
otel_irkut,Отель Иркут,30,4,8,13.33,2026-02-28,3900.00
olkhonstory_guest_house,Ольхон стори,6,10,15,166.67,2026-02-28,9455.00
hotel_khotej,Отель Хотэй,25,6,12,24.0,2026-02-28,10925.00
mayak_hotel_listvyanka,Отель Маяк,54,46,89,85.19,2026-02-28,7000.00
north_star_hotel_9,Отель North Star,12,12,30,100.0,2026-02-28,5100.00
hotel_premium_hotel_pushkin,Премиум-отель Пушкин,46,21,42,45.65,2026-02-28,18000.00
apartamentyi_v_irkutske,Меблированные комнаты в Иркутске,0,1,2,0.0,2026-02-28,2331.00
kheyvitsa_guest_house,Отель Гостевой Дом Хейвица,8,2,4,25.0,2026-02-28,7300.00
kupechesky_dvor_hotel,Отель Купеческий Дворъ,14,1,2,7.14,2026-02-28,11165.00
dauria_hotel_2,Отель Даурия,4,11,21,275.0,2026-02-28,5500.00
inn_business_hall,Отель Business Hall,18,4,7,22.22,2026-02-28,3790.00
nebo_baykala_guest_house,Небо Байкала,0,2,6,0.0,2026-02-28,3483.00
gostevoj_dom_na_zvezdinskoj,Отель на Звездинской,25,18,41,72.0,2026-02-28,3757.00
miniotel_medveditsa,Меблированные комнаты Медведица,0,9,17,0.0,2026-02-28,4687.00
mihail_strogov,Отель Михаил Строгов,20,3,5,15.0,2026-02-28,6100.00
atlas_hotel_3,Гостиница Атлас,29,5,12,17.24,2026-02-28,4968.00
minihotel_panda,Отель ДиаДэй,9,2,6,22.22,2026-02-28,3060.00
kalina_house_olkhon_baikal_guest_house,Конкордия,8,3,6,37.5,2026-02-28,10461.00
guest_house_baykaliya,Байкалия,0,3,9,0.0,2026-02-28,7464.00
hotel_nataly_2,Отель Натали,12,6,10,50.0,2026-02-28,3800.00
arena_g_irkutsk,Отель Арена Иркутск,15,7,13,46.67,2026-02-28,2401.00
international_hotel_sayen,SAYEN,25,12,24,48.0,2026-02-28,20400.00
parus_18,Курортный отель Парус,17,10,21,58.82,2026-02-28,5888.00
hotel_kurshavel_,Отель Куршавель,15,12,24,80.0,2026-02-28,3921.00
hotel_aziyayevropa,Отель Азия-Европа,19,2,4,10.53,2026-02-28,5100.00
baikalskie_prostory,Байкальские просторы,8,3,8,37.5,2026-02-28,3483.00
hotel_soyuz_2,Жилое помещение Союз,84,56,112,66.67,2026-02-28,5600.00
7_dorog,Гостиница 7 дорог,19,4,10,21.05,2026-02-28,9370.00
baykal_guest_house_3,Меблированные комнаты Байкал,0,5,9,0.0,2026-02-28,2786.00
