ota_hotel_id,name,rooms_num,free_rooms_amount,max_capacity,available_rooms_percent,date,min_price
klubnyij_kvartal_apartments,Клубный Квартал,67,3,3,4.48,2026-03-12,3400.00
vera_baikal,Отель Вера Байкал,38,29,58,76.32,2026-03-12,8835.00
sobolinka_parkhotel_2,Парк-отель Соболинка,38,2,3,5.26,2026-03-12,7863.00
evropa_hotel,Отель Европа,58,18,26,31.03,2026-03-12,4700.00
beliy_sobol_parkhotel,Парк-отель Белый Соболь,32,12,26,37.5,2026-03-12,13200.00
irkutsk_city_center,Отель Иркутск Сити Центр,206,11,22,5.34,2026-03-12,13500.00
empire_hotel_3,Гостиница Империя,49,8,13,16.33,2026-03-12,5100.00
taiga_2,Отель Taiga,101,59,95,58.42,2026-03-12,5551.00
miniotel_good_hotel,Мини-Отель Good Hotel,6,1,2,16.67,2026-03-12,2200.00
bajkal_hotel,Отель Байкал,72,9,17,12.5,2026-03-12,15500.00
angara_hotel,Ангара Отель,300,37,61,12.33,2026-03-12,5250.00
tajga_hotel,Отель Тайга,44,2,6,4.55,2026-03-12,7600.00
gostevoy_dom_holiday_park_on_olkhon,Holiday park on Olkhon,0,3,6,0.0,2026-03-12,5353.00
otel_irkut,Отель Иркут,30,13,26,43.33,2026-03-12,3500.00
baikal_forest_hotel,Отель Baikal Forest,156,31,64,19.87,2026-03-12,7349.00
rus_hotel_irkutsk,Гостиничный Комплекс Русь,56,4,8,7.14,2026-03-12,4368.00
guest_house_baykaliya,Байкалия,0,5,15,0.0,2026-03-12,7421.00
hotel_nuur_hotel,Отель Nuur Hotel,28,6,11,21.43,2026-03-12,7800.00
azimut_aeroport_irkutsk_hotel,AZIMUT Отель Аэропорт Иркутск 4*,100,35,74,35.0,2026-03-12,9350.00
podlemorie_hotel,Отель Подлеморье,14,6,13,42.86,2026-03-12,5000.00
hotel_khotej,Отель Хотэй,25,5,10,20.0,2026-03-12,10925.00
hotel_premium_hotel_pushkin,Премиум-отель Пушкин,46,36,72,78.26,2026-03-12,18000.00
hotel_nikola_2,Отель Никола,27,13,26,48.15,2026-03-12,6558.00
archi_apt_apartments,Отель Baikal Archi Apt,7,2,5,28.57,2026-03-12,4143.00
gostinitsa_ustilim,Усть-Илим,80,27,28,33.75,2026-03-12,1801.00
international_hotel_sayen,SAYEN,25,13,30,52.0,2026-03-12,20000.00
kheyvitsa_guest_house,Отель Гостевой Дом Хейвица,8,6,12,75.0,2026-03-12,5300.00
baykal_khan_listvyanka,Отель Ларч,18,14,33,77.78,2026-03-12,8340.00
atlas_hotel_3,Гостиница Атлас,29,4,7,13.79,2026-03-12,5796.00
miniotel_medveditsa,Меблированные комнаты Медведица,0,7,13,0.0,2026-03-12,4660.00
north_star_hotel_9,Отель North Star,12,26,64,216.67,2026-03-12,5150.00
minihotel_panda,Отель ДиаДэй,9,3,8,33.33,2026-03-12,2880.00
matreshka_hotel,Отель Матрешка,35,11,21,31.43,2026-03-12,4977.00
baikal_business_center_hotel,Отель Байкал Бизнес Центр,59,4,8,6.78,2026-03-12,7500.00
best_eastern_hotel_zvezda,Отель Звезда,65,3,6,4.62,2026-03-12,16013.00
7_dorog,Гостиница 7 дорог,19,12,27,63.16,2026-03-12,7370.00
minihotel_albatros,Гостиница Альбатрос,12,4,10,33.33,2026-03-12,2700.00
malinovka_3,Малиновка,0,5,11,0.0,2026-03-12,2967.00
inn_business_hall,Отель Business Hall,18,9,18,50.0,2026-03-12,4420.00
mayak_hotel_listvyanka,Отель Маяк,54,4,8,7.41,2026-03-12,10780.00
kalina_house_olkhon_baikal_guest_house,Конкордия,8,4,4,50.0,2026-03-12,10386.00
arena_g_irkutsk,Отель Арена Иркутск,15,14,28,93.33,2026-03-12,2443.00
hotel_barguzin,Меблированные комнаты Баргузин,0,4,4,0.0,2026-03-12,7916.00
grand_baikal,Отель Гранд Байкал,64,11,21,17.19,2026-03-12,10386.00
city_park_hotel_13,Меблированные комнаты City Park,0,3,3,0.0,2026-03-12,2162.00
recreation_camp_bereg_nadezhdy,База отдыха Берег Надежды,0,7,13,0.0,2026-03-12,4452.00
mihail_strogov,Отель Михаил Строгов,20,3,6,15.0,2026-03-12,5102.00
gostinitsa_undina,Отель Ундина,30,3,4,10.0,2026-03-12,8905.00
amurskiy,Отель Амурский,17,13,30,76.47,2026-03-12,17900.00
less_guest_house,Меблированные комнаты Лесс,0,6,12,0.0,2026-03-12,9845.00
baykal_guest_house_3,Меблированные комнаты Байкал,0,9,13,0.0,2026-03-12,2770.00
hotel_flagman_olkhona,Отель Флагман Ольхона,15,18,38,120.0,2026-03-12,7418.00
kupechesky_dvor_hotel,Отель Купеческий Дворъ,14,4,8,28.57,2026-03-12,8800.00
v_samom_tsentre_irkutska_minihotel,Отель В Сердце Иркутска,6,11,24,183.33,2026-03-12,5400.00
hotel_soyuz_2,Жилое помещение Союз,84,52,104,61.9,2026-03-12,5600.00
hotel_aziyayevropa,Отель Азия-Европа,19,7,14,36.84,2026-03-12,3956.00
solnechny_guest_house_7,Cолнечный,0,1,2,0.0,2026-03-12,1182.00
nebo_baykala_guest_house,Небо Байкала,0,6,13,0.0,2026-03-12,3463.00
irkutsk_city_lodge,Отель Иркутск Сити Лодж,4,3,6,75.0,2026-03-12,3476.00
green_hotel_,Грин Отель,22,17,32,77.27,2026-03-12,3543.75
vesta_hotel_3,Отель Веста,27,19,40,70.37,2026-03-12,3000.00
otel_tsentral,Отель Централь,48,33,66,68.75,2026-03-12,8000.00
lotos_hotel,Отель Лотос,23,16,33,69.57,2026-03-12,1150.00
legend_of_baikal,Отель Легенда Байкала,35,18,35,51.43,2026-03-12,8750.00
baikalskie_prostory,Байкальские просторы,8,7,16,87.5,2026-03-12,3463.00
yakovlev_hotel,Отель Яковлевъ,25,4,8,16.0,2026-03-12,4431.00
lada_8,Отель Гостиница ЛАДА,22,15,26,68.18,2026-03-12,8400.00
parus_18,Курортный отель Парус,17,10,23,58.82,2026-03-12,6015.00
hotel_kurshavel_,Отель Куршавель,15,10,20,66.67,2026-03-12,3881.00
