ota_hotel_id,name,rooms_num,free_rooms_amount,max_capacity,available_rooms_percent,date,min_price
irkutsk_city_center,Отель Иркутск Сити Центр,206,70,140,33.98,2026-03-06,7500.00
victory_hotel_4,Гостиница Виктория,30,2,4,6.67,2026-03-06,5200.00
tajga_hotel,Отель Тайга,44,15,41,34.09,2026-03-06,4225.00
evropa_hotel,Отель Европа,58,8,10,13.79,2026-03-06,4700.00
vozdushnaya_gavan,Отель Воздушная Гавань,140,32,45,22.86,2026-03-06,4600.00
archi_apt_apartments,Отель Baikal Archi Apt,7,1,3,14.29,2026-03-06,8000.00
angara_hotel,Ангара Отель,300,54,80,18.0,2026-03-06,5250.00
miniotel_good_hotel,Мини-Отель Good Hotel,6,6,12,100.0,2026-03-06,2200.00
klubnyij_kvartal_apartments,Клубный Квартал,67,17,17,25.37,2026-03-06,3400.00
yakovlev_hotel,Отель Яковлевъ,25,10,22,40.0,2026-03-06,2880.00
hotel_nuur_hotel,Отель Nuur Hotel,28,7,13,25.0,2026-03-06,7800.00
best_eastern_hotel_zvezda,Отель Звезда,65,64,128,98.46,2026-03-06,7000.00
rus_hotel_irkutsk,Гостиничный Комплекс Русь,56,15,18,26.79,2026-03-06,4100.00
azimut_aeroport_irkutsk_hotel,AZIMUT Отель Аэропорт Иркутск 4*,100,26,56,26.0,2026-03-06,9350.00
legend_of_baikal,Отель Легенда Байкала,35,7,11,20.0,2026-03-06,8750.00
empire_hotel_3,Гостиница Империя,49,4,5,8.16,2026-03-06,5100.00
7_dorog,Гостиница 7 дорог,19,10,19,52.63,2026-03-06,6190.00
arena_g_irkutsk,Отель Арена Иркутск,15,11,18,73.33,2026-03-06,2486.00
otel_irkut,Отель Иркут,30,9,15,30.0,2026-03-06,3350.00
lada_8,Отель Гостиница ЛАДА,22,10,17,45.45,2026-03-06,8400.00
north_star_hotel_9,Отель North Star,12,14,36,116.67,2026-03-06,6500.00
hotel_premium_hotel_pushkin,Премиум-отель Пушкин,46,9,18,19.57,2026-03-06,21000.00
baikal_forest_hotel,Отель Baikal Forest,156,116,249,74.36,2026-03-06,8023.00
inn_business_hall,Отель Business Hall,18,4,7,22.22,2026-03-06,3790.00
mayak_hotel_listvyanka,Отель Маяк,54,3,3,5.56,2026-03-06,9200.00
international_hotel_sayen,SAYEN,25,17,36,68.0,2026-03-06,20000.00
minihotel_panda,Отель ДиаДэй,9,3,8,33.33,2026-03-06,3060.00
apartamentyi_v_irkutske,Меблированные комнаты в Иркутске,0,2,4,0.0,2026-03-06,1600.00
malinovka_3,Малиновка,0,2,7,0.0,2026-03-06,7463.00
