ota_hotel_id,name,rooms_num,free_rooms_amount,max_capacity,available_rooms_percent,date,min_price
taiga_2,Отель Taiga,101,50,83,49.5,2026-02-25,5585.00
bajkal_hotel,Отель Байкал,72,7,14,9.72,2026-02-25,16000.00
hotel_nikola_2,Отель Никола,27,14,30,51.85,2026-02-25,8704.00
empire_hotel_3,Гостиница Империя,49,11,22,22.45,2026-02-25,6700.00
beliy_sobol_parkhotel,Парк-отель Белый Соболь,32,6,14,18.75,2026-02-25,11200.00
hotel_khotej,Отель Хотэй,25,9,18,36.0,2026-02-25,10925.00
rus_hotel_irkutsk,Гостиничный Комплекс Русь,56,1,2,1.79,2026-02-25,4286.00
hotel_nuur_hotel,Отель Nuur hotel,28,1,2,3.57,2026-02-25,16000.00
hotel_dacha_baikaleco,Семейный отель Дача БайкалЭко,10,2,2,20.0,2026-02-25,21527.00
gostinitsa_ustilim,Усть-Илим,80,7,7,8.75,2026-02-25,1801.00
klubnyij_kvartal_apartments,Клубный Квартал,67,19,19,28.36,2026-02-25,3400.00
vera_baikal,Отель Вера Байкал,38,14,28,36.84,2026-02-25,8265.00
archi_apt_apartments,Отель Baikal Archi Apt,7,3,7,42.86,2026-02-25,4967.00
hotel_premium_hotel_pushkin,Премиум-отель Пушкин,46,3,6,6.52,2026-02-25,21000.00
baykal_shale_guest_house,Байкал Шале,11,2,4,18.18,2026-02-25,4452.00
otel_irkut,Отель Иркут,30,3,6,10.0,2026-02-25,3900.00
nebo_baykala_guest_house,Небо Байкала,0,4,8,0.0,2026-02-25,3463.00
miniotel_good_hotel,Мини-Отель Good Hotel,6,1,2,16.67,2026-02-25,2700.00
kupechesky_dvor_hotel,Отель Купеческий Дворъ,14,3,6,21.43,2026-02-25,8800.00
international_hotel_sayen,SAYEN,25,1,2,4.0,2026-02-25,22200.00
podlemorie_hotel,Отель Подлеморье,14,4,8,28.57,2026-02-25,6800.00
angara_hotel,Ангара Отель,300,1,2,0.33,2026-02-25,9850.00
baikal_view_hotel,Baikal View Hotel,99,12,24,12.12,2026-02-25,20136.00
atlas_hotel_3,Гостиница Атлас,29,3,5,10.34,2026-02-25,6831.00
gostevoy_dom_sunrise,Sunrise,0,2,6,0.0,2026-02-25,13358.00
inn_business_hall,Отель Business Hall,18,5,8,27.78,2026-02-25,3790.00
lada_8,Отель Гостиница ЛАДА,22,2,2,9.09,2026-02-25,8400.00
kalina_house_olkhon_baikal_guest_house,Конкордия,8,1,2,12.5,2026-02-25,10386.00
7_dorog,Гостиница 7 дорог,19,1,3,5.26,2026-02-25,11930.00
minihotel_albatros,Гостиница Альбатрос,12,1,4,8.33,2026-02-25,2700.00
gostevoj_dom_na_zvezdinskoj,Отель на Звездинской,25,16,37,64.0,2026-02-25,3800.00
legend_of_baikal,Отель Легенда Байкала,35,9,15,25.71,2026-02-25,10625.00
city_park_hotel_13,Меблированные комнаты City Park,0,4,4,0.0,2026-02-25,2538.00
guest_house_baykaliya,Байкалия,0,1,3,0.0,2026-02-25,7916.00
parus_18,Курортный отель Парус,17,11,24,64.71,2026-02-25,6135.00
guesthouse_dudeevukh,Меблированные комнаты Дудеевых,0,1,2,0.0,2026-02-25,7421.00
arena_g_irkutsk,Отель Арена Иркутск,15,9,18,60.0,2026-02-25,2443.00
hotel_nataly_2,Отель Натали,12,5,9,41.67,2026-02-25,3800.00
miniotel_medveditsa,Меблированные комнаты Медведица,0,7,13,0.0,2026-02-25,4660.00
azimut_aeroport_irkutsk_hotel,AZIMUT Отель Аэропорт Иркутск 4*,100,13,30,13.0,2026-02-25,9350.00
baikalskie_prostory,Байкальские просторы,8,6,14,75.0,2026-02-25,3463.00
hotel_soyuz_2,Жилое помещение Союз,84,53,106,63.1,2026-02-25,5600.00
burduguz_hotel_2,Парк-Отель Бурдугуз,69,8,16,11.59,2026-02-25,23300.00
irkutsk_city_lodge,Отель Иркутск Сити Лодж,4,3,6,75.0,2026-02-25,3603.00
alpari,Гостиница Альпари,10,7,14,70.0,2026-02-25,2373.00
