ota_hotel_id,name,rooms_num,free_rooms_amount,max_capacity,available_rooms_percent,date,min_price
grand_baikal,Отель Гранд Байкал,64,11,21,17.19,2026-02-27,16317.00
klubnyij_kvartal_apartments,Клубный Квартал,67,3,3,4.48,2026-02-27,5600.00
flagman_hotel_4,Отель Флагман,13,5,8,38.46,2026-02-27,6000.00
sobolinka_parkhotel_2,Парк-отель Соболинка,38,2,2,5.26,2026-02-27,10622.00
hotel_nikola_2,Отель Никола,27,31,64,114.81,2026-02-27,6558.00
beliy_sobol_parkhotel,Парк-отель Белый Соболь,32,9,19,28.12,2026-02-27,12200.00
taiga_2,Отель Taiga,101,70,110,69.31,2026-02-27,5585.00
bajkal_hotel,Отель Байкал,72,9,18,12.5,2026-02-27,16000.00
vera_baikal,Отель Вера Байкал,38,16,32,42.11,2026-02-27,8265.00
tajga_hotel,Отель Тайга,44,2,6,4.55,2026-02-27,7600.00
hotel_nuur_hotel,Отель Nuur hotel,28,1,1,3.57,2026-02-27,8100.00
empire_hotel_3,Гостиница Империя,49,4,6,8.16,2026-02-27,5100.00
gostinitsa_ustilim,Усть-Илим,80,30,32,37.5,2026-02-27,1811.00
baikal_view_hotel,Baikal View Hotel,99,39,80,39.39,2026-02-27,16772.00
hotel_khotej,Отель Хотэй,25,9,18,36.0,2026-02-27,10925.00
lada_8,Отель Гостиница ЛАДА,22,6,10,27.27,2026-02-27,8400.00
archi_apt_apartments,Отель Baikal Archi Apt,7,2,4,28.57,2026-02-27,4937.00
legend_of_baikal,Отель Легенда Байкала,35,9,16,25.71,2026-02-27,8750.00
meridian_7,Отель Меридиан,33,23,39,69.7,2026-02-27,4200.00
north_star_hotel_9,Отель North Star,12,6,18,50.0,2026-02-27,7800.00
baykal_shale_guest_house,Байкал Шале,11,3,7,27.27,2026-02-27,4478.00
malinovka_3,Малиновка,0,4,12,0.0,2026-02-27,4478.00
hotel_premium_hotel_pushkin,Премиум-отель Пушкин,46,16,32,34.78,2026-02-27,18000.00
nebo_baykala_guest_house,Небо Байкала,0,2,4,0.0,2026-02-27,3483.00
hotel_dacha_baikaleco,Семейный отель Дача БайкалЭко,10,5,5,50.0,2026-02-27,21527.00
kupechesky_dvor_hotel,Отель Купеческий Дворъ,14,2,4,14.29,2026-02-27,8855.00
