merged_id,match_type,city,name,address,ostrovok_rooms_number,tvil_rooms_number,ostrovok_free_rooms,tvil_free_rooms,min_free_rooms,avg_free_rooms,max_free_rooms,ostrovok_free_rooms_pct,tvil_free_rooms_pct,avg_free_rooms_pct,ostrovok_occupancy_pct,tvil_occupancy_pct,avg_occupancy_pct,ostrovok_capacity,tvil_capacity,avg_capacity,ostrovok_min_price,tvil_min_price,min_price
1,matched,Иркутск,Гостиничный Комплекс Русь,"улица Свердлова, д.19, Иркутск",,56,,8,8,8.00,8,,14,14.29,,85.71000000000001,85.71,,18,18,,4100,4100
2,matched,Иркутск,Отель Доходный дом Листратовой,"Подгорная улица, д.16, Иркутск",15,15,,9,9,9.00,9,,60,60.00,,40.0,40.00,,15,15,,3552,3552
3,matched,Иркутск,Отель Яковлевъ,"улица Тимирязева, д.9, Иркутск",25,25,7,4,4,5.50,7,28,16,22.00,72.0,84.0,78.00,15,8,12,3010,3200,3010
4,matched,Иркутск,Отель Nuur Hotel,"улица Карла Либкнехта, д. 85, Иркутск",28,28,11,6,6,8.50,11,39,21,30.36,60.71,78.57,69.64,21,17,19,6000,7000,6000
5,matched,Иркутск,Отель Иркут,"улица Пролетарская, д.7, Иркутск",30,30,21,10,10,15.50,21,70,33,51.66,30.0,66.67,48.34,36,17,26,3200,3200,3200
6,matched,Иркутск,Ангара Отель,"улица Сухэ-Батора, д.7, Иркутск",300,300,70,12,12,41.00,70,23,4,13.66,76.67,96.0,86.34,119,20,70,4250,4500,4250
7,matched,Иркутск,Гостиница 7 дорог,"улица Ядринцева, д. 88, Иркутск",19,19,3,3,3,3.00,3,15,15,15.79,84.21000000000001,84.21000000000001,84.21,7,12,10,6300,8200,6300
8,matched,Иркутск,Отель Матрешка,"Улица Софьи Перовской, д.31/1, Иркутск",35,35,46,10,10,28.00,46,100,28,64.28,0.0,71.43,35.72,82,20,51,3363,3906,3363
9,matched,Иркутск,Отель Амурский,"улица Ленина, д.34, Иркутск",17,17,10,7,7,8.50,10,58,41,50.00,41.18,58.82,50.00,20,14,17,14000,14000,14000
10,matched,Иркутск,Отель Азия-Европа,"улица Ядринцева, 1/7, Иркутск",19,19,9,7,7,8.00,9,47,36,42.11,52.63,63.16,57.89,18,14,16,3956,4000,3956
11,matched,Иркутск,Отель Аристократ,"улица Ленина, д.9, Иркутск",12,12,7,5,5,6.00,7,58,41,50.00,41.67,58.33,50.00,13,10,12,3900,4500,3900
12,matched,Иркутск,Отель Михаил Строгов,"улица Депутатская, д. 36, Иркутск",20,21,4,9,4,6.50,9,20,42,31.43,80.0,57.14,68.57,8,16,12,3852,4500,3852
13,matched,Листвянка,Отель Маяк,"улица Горького, дом 85а, Листвянка",54,75,,8,8,8.00,8,,10,10.67,,89.33,89.33,,15,15,,4860,4860
14,matched,Иркутск,Отель Baikal Forest,"улица Советская, д.58/1, Иркутск",156,76,,5,5,5.00,5,,6,6.58,,93.42,93.42,,14,14,,8500,8500
15,matched,Иркутск,Отель Купеческий Дворъ,"улица Седова, д.10, Иркутск",14,14,10,8,8,9.00,10,71,57,64.28,28.569999999999993,42.86,35.71,20,24,22,8108,8200,8108
16,matched,Хужир,Baikal View Hotel,"улица Российская, д. 17, Хужир",99,99,,4,4,4.00,4,,4,4.04,,95.96,95.96,,10,10,,9594,9594
17,matched,Хужир,Отель Байкал-Хан Ольхон,"улица Ворошилова, д. 18, Хужир",40,37,28,6,6,17.00,28,70,16,43.11,30.0,83.78,56.89,56,12,34,12512,12650,12512
18,matched,Иркутск,Отель Армат,"улица Ширямова, д.33, Иркутск",40,40,64,8,8,36.00,64,100,20,60.00,0.0,80.0,40.00,128,17,72,5200,6200,5200
19,matched,Иркутск,Гостиница Атлас,"проезд Атласова, д.9, Иркутск",29,28,8,8,8,8.00,8,27,28,28.08,72.41,71.43,71.92,18,20,19,3563,3700,3563
20,matched,Иркутск,Отель на Звездинской,"Улица Звездинская, д. 5/1, Иркутск",25,30,35,6,6,20.50,35,100,20,60.00,0.0,80.0,40.00,75,12,44,3362,5000,3362
21,matched,Иркутск,Гостиница Лазурный берег,"Байкальская улица, д. 252Б, Иркутск",65,66,3,3,3,3.00,3,4,4,4.58,95.38,95.45,95.41,6,6,6,3800,4500,3800
