merged_id,match_type,city,name,address,ostrovok_rooms_number,tvil_rooms_number,ostrovok_free_rooms,tvil_free_rooms,min_free_rooms,avg_free_rooms,max_free_rooms,ostrovok_free_rooms_pct,tvil_free_rooms_pct,avg_free_rooms_pct,ostrovok_occupancy_pct,tvil_occupancy_pct,avg_occupancy_pct,ostrovok_capacity,tvil_capacity,avg_capacity,ostrovok_min_price,tvil_min_price,min_price
1,matched,Иркутск,Гостиничный Комплекс Русь,"улица Свердлова, д.19, Иркутск",,56,,7,7,7.00,7,,12,12.50,,87.5,87.50,,15,15,,4600,4600
2,matched,Иркутск,Отель Доходный дом Листратовой,"Подгорная улица, д.16, Иркутск",15,15,10,8,8,9.00,10,66,53,60.00,33.33,46.67,40.00,17,15,16,3885,3885,3885
3,matched,Иркутск,Отель Яковлевъ,"улица Тимирязева, д.9, Иркутск",25,25,8,3,3,5.50,8,32,12,22.00,68.0,88.0,78.00,17,6,12,3197,3400,3197
4,matched,Иркутск,Отель Nuur Hotel,"улица Карла Либкнехта, д. 85, Иркутск",28,28,6,0,0,3.00,6,21,0,10.71,78.57,100.0,89.28,12,0,6,7500,,7500
5,matched,Иркутск,Отель Иркут,"улица Пролетарская, д.7, Иркутск",30,30,10,6,6,8.00,10,33,20,26.66,66.67,80.0,73.34,20,12,16,3500,3500,3500
6,matched,Иркутск,Ангара Отель,"улица Сухэ-Батора, д.7, Иркутск",300,300,12,5,5,8.50,12,4,1,2.83,96.0,98.33,97.16,20,8,14,4750,5000,4750
7,matched,Иркутск,Гостиница 7 дорог,"улица Ядринцева, д. 88, Иркутск",19,19,13,0,0,6.50,13,68,0,34.21,31.58,100.0,65.79,26,0,13,5600,,5600
8,matched,Иркутск,Отель Матрешка,"Улица Софьи Перовской, д.31/1, Иркутск",35,35,,9,9,9.00,9,,25,25.71,,74.28999999999999,74.29,,17,17,,5103,5103
9,matched,Иркутск,Отель Амурский,"улица Ленина, д.34, Иркутск",17,17,10,7,7,8.50,10,58,41,50.00,41.18,58.82,50.00,20,14,17,17900,17900,17900
10,matched,Иркутск,Отель Азия-Европа,"улица Ядринцева, 1/7, Иркутск",19,19,13,8,8,10.50,13,68,42,55.27,31.58,57.89,44.73,26,16,21,3986,4000,3986
11,matched,Иркутск,Отель Аристократ,"улица Ленина, д.9, Иркутск",12,12,9,6,6,7.50,9,75,50,62.50,25.0,50.0,37.50,17,12,14,4200,5100,4200
12,matched,Иркутск,Отель Михаил Строгов,"улица Депутатская, д. 36, Иркутск",20,21,9,7,7,8.00,9,45,33,39.16,55.0,66.67,60.84,16,13,14,5233,5500,5233
13,matched,Листвянка,Отель Маяк,"улица Горького, дом 85а, Листвянка",54,75,41,8,8,24.50,41,75,10,43.30,24.069999999999993,89.33,56.70,78,15,46,6400,6400,6400
14,matched,Иркутск,Отель Форест,"улица Советская, д.58/1, Иркутск",156,76,26,4,4,15.00,26,16,5,10.96,83.33,94.74,89.03,52,12,32,5675,7500,5675
15,matched,Иркутск,Отель Купеческий Дворъ,"улица Седова, д.10, Иркутск",14,14,14,8,8,11.00,14,100,57,78.57,0.0,42.86,21.43,28,23,26,7380,7380,7380
16,matched,Хужир,Baikal View Hotel,"улица Российская, д. 17, Хужир",99,99,66,0,0,33.00,66,66,0,33.34,33.33,100.0,66.66,136,0,68,12897,,12897
17,matched,Хужир,Отель Байкал-Хан Ольхон,"улица Ворошилова, д. 18, Хужир",40,37,12,5,5,8.50,12,30,13,21.75,70.0,86.49,78.25,24,10,17,13570,13800,13570
18,matched,Иркутск,Отель Армат,"улица Ширямова, д.33, Иркутск",40,36,54,8,8,31.00,54,100,22,61.11,0.0,77.78,38.89,108,17,62,4700,5300,4700
19,matched,Иркутск,Гостиница Атлас,"проезд Атласова, д.9, Иркутск",29,28,6,5,5,5.50,6,20,17,19.27,79.31,82.14,80.72,13,14,14,4526,4700,4526
20,matched,Иркутск,Отель на Звездинской,"Улица Звездинская, д. 5/1, Иркутск",25,30,35,6,6,20.50,35,100,20,60.00,0.0,80.0,40.00,75,12,44,3400,5000,3400
