merged_id,match_type,city,name,address,ostrovok_rooms_number,tvil_rooms_number,ostrovok_free_rooms,tvil_free_rooms,min_free_rooms,avg_free_rooms,max_free_rooms,ostrovok_free_rooms_pct,tvil_free_rooms_pct,avg_free_rooms_pct,ostrovok_occupancy_pct,tvil_occupancy_pct,avg_occupancy_pct,ostrovok_capacity,tvil_capacity,avg_capacity,ostrovok_min_price,tvil_min_price,min_price
1,matched,Иркутск,Гостиничный Комплекс Русь,"улица Свердлова, д.19, Иркутск",,56,,9,9,9.00,9,,16,16.07,,83.93,83.93,,21,21,,4100,4100
2,matched,Иркутск,Отель Доходный дом Листратовой,"Подгорная улица, д.16, Иркутск",15,15,9,9,9,9.00,9,60,60,60.00,40.0,40.0,40.00,17,18,18,3552,3552,3552
3,matched,Иркутск,Отель Яковлевъ,"улица Тимирязева, д.9, Иркутск",25,25,,,,,,,,,,,,,,,,,
4,matched,Иркутск,Отель Nuur Hotel,"улица Карла Либкнехта, д. 85, Иркутск",28,28,19,9,9,14.00,19,67,32,50.00,32.14,67.86,50.00,37,25,31,5500,6000,5500
5,matched,Иркутск,Отель Иркут,"улица Пролетарская, д.7, Иркутск",30,30,21,9,9,15.00,21,70,30,50.00,30.0,70.0,50.00,40,16,28,3200,3200,3200
6,matched,Иркутск,Ангара Отель,"улица Сухэ-Батора, д.7, Иркутск",300,300,36,13,13,24.50,36,12,4,8.16,88.0,95.67,91.84,64,22,43,5250,5500,5250
7,matched,Иркутск,Гостиница 7 дорог,"улица Ядринцева, д. 88, Иркутск",19,19,8,6,6,7.00,8,42,31,36.84,57.89,68.42,63.16,17,21,19,7370,7970,7370
8,matched,Иркутск,Отель Матрешка,"Улица Софьи Перовской, д.31/1, Иркутск",35,35,26,7,7,16.50,26,74,20,47.15,25.709999999999994,80.0,52.85,51,15,33,4599,4982,4599
9,matched,Иркутск,Отель Амурский,"улица Ленина, д.34, Иркутск",17,17,15,10,10,12.50,15,88,58,73.53,11.760000000000005,41.18,26.47,34,24,29,14000,14000,14000
10,matched,Иркутск,Отель Азия-Европа,"улица Ядринцева, 1/7, Иркутск",19,19,8,7,7,7.50,8,42,36,39.48,57.89,63.16,60.52,16,14,15,3956,4000,3956
11,matched,Иркутск,Отель Аристократ,"улица Ленина, д.9, Иркутск",12,12,6,3,3,4.50,6,50,25,37.50,50.0,75.0,62.50,8,5,6,4500,4500,4500
12,matched,Иркутск,Отель Михаил Строгов,"улица Депутатская, д. 36, Иркутск",20,21,3,11,3,7.00,11,15,52,33.69,85.0,47.62,66.31,6,20,13,4913,5400,4913
13,matched,Листвянка,Отель Маяк,"улица Горького, дом 85а, Листвянка",54,75,66,9,9,37.50,66,100,12,56.00,0.0,88.0,44.00,124,17,70,5940,5940,5940
14,matched,Иркутск,Отель Baikal Forest,"улица Советская, д.58/1, Иркутск",156,76,171,8,8,89.50,171,100,10,55.27,0.0,89.47,44.73,362,22,192,5018,6500,5018
15,matched,Иркутск,Отель Купеческий Дворъ,"улица Седова, д.10, Иркутск",14,14,10,8,8,9.00,10,71,57,64.28,28.569999999999993,42.86,35.71,20,25,22,6700,6700,6700
16,matched,Хужир,Baikal View Hotel,"улица Российская, д. 17, Хужир",99,99,17,,17,17.00,17,17,,17.17,82.83,,82.83,36,,36,16416,,16416
