merged_id,match_type,city,name,address,ostrovok_rooms_number,tvil_rooms_number,ostrovok_free_rooms,tvil_free_rooms,min_free_rooms,avg_free_rooms,max_free_rooms,ostrovok_free_rooms_pct,tvil_free_rooms_pct,avg_free_rooms_pct,ostrovok_occupancy_pct,tvil_occupancy_pct,avg_occupancy_pct,ostrovok_capacity,tvil_capacity,avg_capacity,ostrovok_min_price,tvil_min_price,min_price
1,matched,Иркутск,Гостиничный Комплекс Русь,"улица Свердлова, д.19, Иркутск",,56,,8,8,8.00,8,,14,14.29,,85.71000000000001,85.71,,18,18,,4600,4600
2,matched,Иркутск,Отель Доходный дом Листратовой,"Подгорная улица, д.16, Иркутск",15,15,6,6,6,6.00,6,40,40,40.00,60.0,60.0,60.00,9,11,10,5439,5439,5439
3,matched,Иркутск,Отель Яковлевъ,"улица Тимирязева, д.9, Иркутск",25,25,2,2,2,2.00,2,8,8,8.00,92.0,92.0,92.00,6,5,6,3953,4000,3953
4,matched,Иркутск,Отель Nuur Hotel,"улица Карла Либкнехта, д. 85, Иркутск",28,28,,,,,,,,,,,,,,,,,
5,matched,Иркутск,Отель Иркут,"улица Пролетарская, д.7, Иркутск",30,30,5,5,5,5.00,5,16,16,16.67,83.33,83.33,83.33,7,7,7,3200,3200,3200
6,matched,Иркутск,Ангара Отель,"улица Сухэ-Батора, д.7, Иркутск",300,300,82,14,14,48.00,82,27,4,16.00,72.67,95.33,84.00,136,24,80,5250,5500,5250
7,matched,Иркутск,Гостиница 7 дорог,"улица Ядринцева, д. 88, Иркутск",19,19,11,8,8,9.50,11,57,42,50.00,42.11,57.89,50.00,24,26,25,6000,7200,6000
8,matched,Иркутск,Отель Матрешка,"Улица Софьи Перовской, д.31/1, Иркутск",35,35,32,9,9,20.50,32,91,25,58.57,8.569999999999993,74.28999999999999,41.43,58,19,38,4674,5166,4674
9,matched,Иркутск,Отель Амурский,"улица Ленина, д.34, Иркутск",17,17,13,0,0,6.50,13,76,0,38.23,23.53,100.0,61.77,26,0,13,17900,,17900
10,matched,Иркутск,Отель Азия-Европа,"улица Ядринцева, 1/7, Иркутск",19,19,9,6,6,7.50,9,47,31,39.47,52.63,68.42,60.53,18,12,15,5193,5250,5193
11,matched,Иркутск,Отель Аристократ,"улица Ленина, д.9, Иркутск",12,12,5,2,2,3.50,5,41,16,29.17,58.33,83.33,70.83,5,2,4,5100,5100,5100
12,matched,Иркутск,Отель Михаил Строгов,"улица Депутатская, д. 36, Иркутск",20,21,7,7,7,7.00,7,35,33,34.16,65.0,66.67,65.84,10,12,11,3909,4500,3909
13,matched,Листвянка,Отель Маяк,"улица Горького, дом 85а, Листвянка",54,75,5,3,3,4.00,5,9,4,6.63,90.74,96.0,93.37,7,5,6,7000,8140,7000
14,matched,Иркутск,Отель Форест,"улица Советская, д.58/1, Иркутск",156,76,34,6,6,20.00,34,21,7,14.84,78.21000000000001,92.11,85.16,68,17,42,5277,6525,5277
15,matched,Иркутск,Отель Купеческий Дворъ,"улица Седова, д.10, Иркутск",14,14,7,0,0,3.50,7,50,0,25.00,50.0,100.0,75.00,14,0,7,6892,,6892
16,matched,Хужир,Baikal View Hotel,"улица Российская, д. 17, Хужир",99,99,94,,94,94.00,94,94,,94.95,5.049999999999997,,5.05,188,,188,11253,,11253
17,matched,Хужир,Отель Байкал-Хан Ольхон,"улица Ворошилова, д. 18, Хужир",40,37,14,5,5,9.50,14,35,13,24.25,65.0,86.49,75.75,28,10,19,14750,15000,14750
18,matched,Иркутск,Отель Армат,"улица Ширямова, д.33, Иркутск",40,36,10,3,3,6.50,10,25,8,16.66,75.0,91.67,83.34,20,6,13,6300,7000,6300
19,matched,Иркутск,Гостиница Атлас,"проезд Атласова, д.9, Иркутск",29,28,6,5,5,5.50,6,20,17,19.27,79.31,82.14,80.72,11,12,12,4622,4800,4622
