merged_id,city,name,address,ostrovok_rooms_number,tvil_rooms_number,ostrovok_free_rooms,tvil_free_rooms,min_free_rooms,avg_free_rooms,max_free_rooms,ostrovok_free_rooms_pct,tvil_free_rooms_pct,avg_free_rooms_pct,ostrovok_occupancy_pct,tvil_occupancy_pct,avg_occupancy_pct,ostrovok_capacity,tvil_capacity,avg_capacity
1,Иркутск,Гостиничный Комплекс Русь,"улица Свердлова, д.19, Иркутск",,56,,6,6,6.00,6,,10,10.71,,89.28999999999999,89.29,,14,14.00
2,Иркутск,Отель Доходный дом Листратовой,"Подгорная улица, д.16, Иркутск",15,15,,9,9,9.00,9,,60,60.00,,40.0,40.00,,15,15.00
3,Иркутск,Отель Яковлевъ,"улица Тимирязева, д.9, Иркутск",25,25,,4,4,4.00,4,,16,16.00,,84.0,84.00,,9,9.00
4,Иркутск,Отель Nuur Hotel,"улица Карла Либкнехта, д. 85, Иркутск",28,28,,8,8,8.00,8,,28,28.57,,71.43,71.43,,24,24.00
5,Иркутск,Отель Иркут,"улица Пролетарская, д.7, Иркутск",30,30,,6,6,6.00,6,,20,20.00,,80.0,80.00,,12,12.00
6,Иркутск,Ангара Отель,"улица Сухэ-Батора, д.7, Иркутск",300,300,,14,14,14.00,14,,4,4.67,,95.33,95.33,,24,24.00
7,Иркутск,Гостиница 7 дорог,"улица Ядринцева, д. 88, Иркутск",19,19,,9,9,9.00,9,,47,47.37,,52.63,52.63,,31,31.00
8,Иркутск,Отель Матрешка,"Улица Софьи Перовской, д.31/1, Иркутск",35,35,,3,3,3.00,3,,8,8.57,,91.43,91.43,,5,5.00
9,Иркутск,Отель Амурский,"улица Ленина, д.34, Иркутск",17,17,,11,11,11.00,11,,64,64.71,,35.290000000000006,35.29,,26,26.00
10,Иркутск,Отель Азия-Европа,"улица Ядринцева, 1/7, Иркутск",19,19,,5,5,5.00,5,,26,26.32,,73.68,73.68,,10,10.00
11,Иркутск,Отель Аристократ,"улица Ленина, д.9, Иркутск",12,12,,4,4,4.00,4,,33,33.33,,66.67,66.67,,7,7.00
12,Иркутск,Отель Михаил Строгов,"улица Депутатская, д. 36, Иркутск",20,21,,4,4,4.00,4,,19,19.05,,80.95,80.95,,7,7.00
13,Листвянка,Отель Маяк,"улица Горького, дом 85а, Листвянка",54,75,,9,9,9.00,9,,12,12.00,,88.0,88.00,,17,17.00
14,Иркутск,Отель Baikal Forest,"улица Советская, д.58/1, Иркутск",156,76,,0,0,0.00,0,,0,0.00,,100.0,100.00,,0,0.00
15,Иркутск,Отель Купеческий Дворъ,"улица Седова, д.10, Иркутск",14,14,,7,7,7.00,7,,50,50.00,,50.0,50.00,,22,22.00
16,Хужир,Baikal View Hotel,"улица Российская, д. 17, Хужир",99,99,,4,4,4.00,4,,4,4.04,,95.96,95.96,,10,10.00
17,Хужир,Отель Байкал-Хан Ольхон,"улица Ворошилова, д. 18, Хужир",40,37,,9,9,9.00,9,,24,24.32,,75.68,75.68,,20,20.00
