merged_id,match_type,city,name,address,ostrovok_rooms_number,tvil_rooms_number,ostrovok_free_rooms,tvil_free_rooms,min_free_rooms,avg_free_rooms,max_free_rooms,ostrovok_free_rooms_pct,tvil_free_rooms_pct,avg_free_rooms_pct,ostrovok_occupancy_pct,tvil_occupancy_pct,avg_occupancy_pct,ostrovok_capacity,tvil_capacity,avg_capacity,ostrovok_min_price,tvil_min_price,min_price
1,matched,Иркутск,Гостиничный Комплекс Русь,"улица Свердлова, д.19, Иркутск",,56,,8,8,8.00,8,,14,14.29,,85.71000000000001,85.71,,18,18,,4600,4600
2,matched,Иркутск,Отель Доходный дом Листратовой,"Подгорная улица, д.16, Иркутск",15,15,10,7,7,8.50,10,66,46,56.67,33.33,53.33,43.33,15,12,14,5439,5439,5439
3,matched,Иркутск,Отель Яковлевъ,"улица Тимирязева, д.9, Иркутск",25,25,10,4,4,7.00,10,40,16,28.00,60.0,84.0,72.00,20,8,14,4138,4400,4138
4,matched,Иркутск,Отель Nuur Hotel,"улица Карла Либкнехта, д. 85, Иркутск",28,28,10,2,2,6.00,10,35,7,21.43,64.28999999999999,92.86,78.57,20,4,12,7400,8000,7400
5,matched,Иркутск,Отель Иркут,"улица Пролетарская, д.7, Иркутск",30,30,10,0,0,5.00,10,33,0,16.66,66.67,100.0,83.34,20,0,10,3500,,3500
6,matched,Иркутск,Ангара Отель,"улица Сухэ-Батора, д.7, Иркутск",300,300,66,14,14,40.00,66,22,4,13.34,78.0,95.33,86.66,111,24,68,5250,5500,5250
7,matched,Иркутск,Гостиница 7 дорог,"улица Ядринцева, д. 88, Иркутск",19,19,12,7,7,9.50,12,63,36,50.00,36.84,63.16,50.00,23,24,24,5000,7200,5000
8,matched,Иркутск,Отель Матрешка,"Улица Софьи Перовской, д.31/1, Иркутск",35,35,4,2,2,3.00,4,11,5,8.57,88.57,94.29,91.43,4,2,3,4489,4982,4489
9,matched,Иркутск,Отель Амурский,"улица Ленина, д.34, Иркутск",17,17,15,11,11,13.00,15,88,64,76.47,11.760000000000005,35.290000000000006,23.53,34,26,30,17900,17900,17900
10,matched,Иркутск,Отель Азия-Европа,"улица Ядринцева, 1/7, Иркутск",19,19,10,8,8,9.00,10,52,42,47.37,47.37,57.89,52.63,20,16,18,3960,4000,3960
11,matched,Иркутск,Отель Аристократ,"улица Ленина, д.9, Иркутск",12,12,14,6,6,10.00,14,100,50,75.00,0.0,50.0,25.00,24,12,18,5100,5100,5100
12,matched,Иркутск,Отель Михаил Строгов,"улица Депутатская, д. 36, Иркутск",20,21,11,10,10,10.50,11,55,47,51.31,45.0,52.38,48.69,19,19,19,3909,4500,3909
13,matched,Листвянка,Отель Маяк,"улица Горького, дом 85а, Листвянка",54,75,37,5,5,21.00,37,68,6,37.59,31.480000000000004,93.33,62.41,70,10,40,7000,9240,7000
14,matched,Иркутск,Отель Форест,"улица Советская, д.58/1, Иркутск",156,76,25,4,4,14.50,25,16,5,10.64,83.97,94.74,89.35,50,11,30,6800,9900,6800
15,matched,Иркутск,Отель Купеческий Дворъ,"улица Седова, д.10, Иркутск",14,14,8,4,4,6.00,8,57,28,42.86,42.86,71.43,57.15,16,12,14,8900,8900,8900
16,matched,Хужир,Baikal View Hotel,"улица Российская, д. 17, Хужир",99,99,32,,32,32.00,32,32,,32.32,67.68,,67.68,64,,64,14036,,14036
17,matched,Хужир,Отель Байкал-Хан Ольхон,"улица Ворошилова, д. 18, Хужир",40,37,11,3,3,7.00,11,27,8,17.80,72.5,91.89,82.19,22,6,14,14750,15000,14750
18,matched,Иркутск,Отель Армат,"улица Ширямова, д.33, Иркутск",40,36,34,7,7,20.50,34,85,19,52.22,15.0,80.56,47.78,68,14,41,5200,6200,5200
19,matched,Иркутск,Гостиница Атлас,"проезд Атласова, д.9, Иркутск",29,28,6,5,5,5.50,6,20,17,19.27,79.31,82.14,80.72,13,13,13,4622,4800,4622
20,matched,Иркутск,Отель на Звездинской,"Улица Звездинская, д. 5/1, Иркутск",25,30,35,6,6,20.50,35,100,20,60.00,0.0,80.0,40.00,75,12,44,3759,5000,3759
21,matched,Иркутск,Гостиница Лазурный берег,"Байкальская улица, д. 252Б, Иркутск",65,66,,,,,,,,,,,,,,,,,
22,matched,Хужир,Отель БайкалВуд,"улица Светлая, д.5, Хужир",44,29,0,7,0,3.50,7,0,24,12.07,100.0,75.86,87.93,0,17,8,,14375,14375
23,matched,Иркутск,Гостиница Юбилейная,"микрорайон Юбилейный, д. 118, Иркутск",23,23,16,8,8,12.00,16,69,34,52.17,30.430000000000007,65.22,47.83,28,13,20,2443,2500,2443
24,matched,Иркутск,Отель Байкал - Северное Море,"Улица Дальневосточная, д.156, Иркутск",119,120,96,13,13,54.50,96,80,10,45.75,19.33,89.17,54.25,156,33,94,6105,6490,6105
25,matched,Листвянка,Отель Даурия,"улица Куликова, д.44, Листвянка",4,15,,,,,,,,,,,,,,,,,
26,matched,Ангарск,Отель Ангара-Приоритет,"Квартал Б, д.13, Ангарск",31,31,11,7,7,9.00,11,35,22,29.03,64.52000000000001,77.42,70.97,24,16,20,4500,4500,4500
27,matched,Хужир,Семейный отель Дача БайкалЭко,"улица Лесная, д. 32, Хужир",10,10,0,1,0,0.50,1,0,10,5.00,100.0,90.0,95.00,0,2,1,,15000,15000
28,matched,Нижнеудинск,Октябрьская,"улица Октябрьская, д.1 Б, Нижнеудинск",,5,5,3,3,4.00,5,100,60,80.00,0.0,40.0,20.00,9,5,7,1500,1500,1500
29,matched,Иркутск,Отель Тайга,"улица Сурикова, д.4в, Иркутск",44,44,1,1,1,1.00,1,2,2,2.27,97.73,97.73,97.73,2,2,2,10000,10000,10000
30,matched,Братск,Клубный Квартал,"бульвар Победы, д.30, Братск",67,48,26,5,5,15.50,26,38,10,24.62,61.19,89.58,75.38,26,10,18,3500,3500,3500
31,matched,Иркутск,Отель North Star,"улица Седова, 4, Иркутск",12,12,,,,,,,,,,,,,,,,,
32,matched,Иркутск,Отель Байкал Бизнес Центр,"улица Байкальская, д.279, Иркутск",59,59,7,5,5,6.00,7,11,8,10.16,88.14,91.53,89.84,14,14,14,6900,8200,6900
33,matched,Иркутск,Гостиница Альпари,"микрорайон Приморский, д.24 А, Иркутск",10,10,7,3,3,5.00,7,70,30,50.00,30.0,70.0,50.00,14,8,11,2373,2400,2373
34,matched,Черемхово,Shelest,"улица Марата, д. 109, Черемхово",,8,8,4,4,6.00,8,100,50,75.00,0.0,50.0,25.00,16,8,12,4960,5000,4960
35,matched,Иркутск,Гостиничный Комплекс Русь,"улица Свердлова,19, Иркутск",56,56,39,8,8,23.50,39,69,14,41.97,30.36,85.71000000000001,58.04,67,18,42,3680,4600,3680
36,matched,Иркутск,Отель Автовокзал,"улица Октябрьской Революции, 11, Иркутск",22,22,14,8,8,11.00,14,63,36,50.00,36.36,63.64,50.00,17,14,16,2600,2600,2600
37,matched,Хужир,Отель Точка Байкала,"Байкальская улица, стр. 64/4, Хужир",38,26,0,3,0,1.50,3,0,11,5.77,100.0,88.46000000000001,94.23,0,12,6,,7000,7000
38,matched,Байкальск,Отель Космос,"Гагарина микрорайон, 2а, Байкальск",16,16,,,,,,,,,,,,,,,,,
39,matched,Байкальск,Парк-отель Соболинка,"квартал Красный Ключ, д.90, Байкальск",38,33,,,,,,,,,,,,,,,,,
40,matched,Бурдугуз,Парк-Отель Бурдугуз,"улица Лесная, д.1, Бурдугуз",69,69,0,4,0,2.00,4,0,5,2.90,100.0,94.2,97.10,0,12,6,,19500,19500
41,matched,Листвянка,Отель Подлеморье,"улица Горького, д.31Б, Листвянка",14,14,2,2,2,2.00,2,14,14,14.29,85.71000000000001,85.71000000000001,85.71,4,4,4,6500,6500,6500
42,matched,Иркутск,Отель Лотос,"Байкальская улица, д.14 Б, Иркутск",23,23,10,5,5,7.50,10,43,21,32.61,56.52,78.26,67.39,21,11,16,3400,3500,3400
43,matched,Иркутск,Отель Звезда,"улица Ядринцева, д. 1Ж, Иркутск",65,64,67,7,7,37.00,67,100,10,55.47,0.0,89.06,44.53,134,16,75,7600,7600,7600
44,matched,Братск,Отель Белый берег,"ул. Курчатова 65, Братск, Братск",,5,,,,,,,,,,,,,,,,,
45,matched,Братск,Отель Белый берег,"ул. Курчатова 65, Братск",5,5,,,,,,,,,,,,,,,,,
46,matched,Байкальск,Отель Гранд Байкал,"мкр. Красный Ключ, 91, Байкальск",64,64,4,2,2,3.00,4,6,3,4.69,93.75,96.88,95.31,8,6,7,5737,6900,5737
47,matched,Иркутск,Гостиница У Истока,"Ржанова ул., д. 43, Иркутск",24,24,,,,,,,,,,,,,,,,,
48,matched,Иркутск,Отель на Перроне,"ул Терешковой, стр. 6, помещ. 1, Иркутск",25,26,19,12,12,15.50,19,76,46,61.08,24.0,53.85,38.92,37,20,28,1800,1800,1800
49,matched,Сарма,Парк-Отель Алтан,"тер. база отдыха Алтан, стр. 1, Сарма",25,21,0,,0,0.00,0,0,,0.00,100.0,,100.00,0,,0,,,
50,matched,Братск,Отель Тайга,"улица Мира, дом 35, Братск",101,44,87,1,1,44.00,87,86,2,44.20,13.86,97.73,55.80,137,2,70,5531,10000,5531
51,unmatched_ostrovok,Иркутск,Гостиница Виктория,"улица Богдана Хмельницкого, д.1 Иркутск, Россия, Иркутск",30,,15,,15,15.00,15,50,,50.00,50.0,,50.00,30,,30,4200,,4200
52,unmatched_ostrovok,Листвянка,Отель Вера Байкал,"улица Горького, 8, Листвянка",38,,,,,,,,,,,,,,,,,,
53,unmatched_ostrovok,Иркутск,Отель Ибис Иркутск Центр,"улица Полины Осипенко, дом 5, Иркутск",128,,65,,65,65.00,65,50,,50.78,49.22,,49.22,129,,129,6750,,6750
54,unmatched_ostrovok,Хужир,История Ольхона,"улица Народная, д.19, Хужир",6,,10,,10,10.00,10,100,,100.00,0.0,,0.00,15,,15,8500,,8500
55,unmatched_ostrovok,Иркутск,Квартира в центре Иркутска,"улица Российская, д. 14А, Иркутск",,,,,,,,,,,,,,,,,,,
56,unmatched_ostrovok,Иркутск,Отель Европа,"улица Байкальская, д.69, Иркутск",58,,31,,31,31.00,31,53,,53.45,46.55,,46.55,52,,52,5040,,5040
57,unmatched_ostrovok,Иркутск,Отель Иркутск Сити Центр,"ул. Чкалова, д. 15, Иркутск",206,,21,,21,21.00,21,10,,10.19,89.81,,89.81,42,,42,8800,,8800
58,unmatched_ostrovok,Иркутск,Гостиница Империя,"улица Польских Повстанцев, стр. 1а/2, Иркутск",49,,9,,9,9.00,9,18,,18.37,81.63,,81.63,15,,15,4300,,4300
59,unmatched_ostrovok,Иркутск,Мини-Отель Good Hotel,"ул Сибирская, стр. 21/2, помещ. 1, Иркутск",6,,3,,3,3.00,3,50,,50.00,50.0,,50.00,6,,6,2200,,2200
60,unmatched_ostrovok,Хужир,Sunrise,"Первомайская улица, 25А, Хужир",,,1,,1,1.00,1,100,,100.00,0.0,,0.00,2,,2,10389,,10389
61,unmatched_ostrovok,Иркутск,AZIMUT Отель Аэропорт Иркутск 4*,"ул. Ширямова, 10А, Иркутск",100,,63,,63,63.00,63,63,,63.00,37.0,,37.00,125,,125,7000,,7000
62,unmatched_ostrovok,Листвянка,Отель Байкал,"Академическая улица, 13, Листвянка",72,,12,,12,12.00,12,16,,16.67,83.33,,83.33,23,,23,16000,,16000
63,unmatched_ostrovok,Иркутск,Премиум-отель Пушкин,"ул. Сухэ-Батора, 18, Иркутск",46,,28,,28,28.00,28,60,,60.87,39.13,,39.13,56,,56,18000,,18000
64,unmatched_ostrovok,Иркутск,Отель Business Hall,"улица Свердлова, д.10, Иркутск",18,,4,,4,4.00,4,22,,22.22,77.78,,77.78,8,,8,8100,,8100
65,unmatched_ostrovok,Листвянка,Байкалия,"Горная улица, 15, Листвянка",,,,,,,,,,,,,,,,,,,
66,unmatched_ostrovok,Никола,Отель Никола,"Байкальский тракт 64-й км, поселок Никола, улица Ангарская, д. 15, Никола",27,,20,,20,20.00,20,74,,74.07,25.930000000000007,,25.93,40,,40,6544,,6544
67,unmatched_ostrovok,Иркутск,SAYEN,"ул. Карла Маркса, 13Б, Иркутск",25,,17,,17,17.00,17,68,,68.00,32.0,,32.00,36,,36,20000,,20000
68,unmatched_ostrovok,Иркутск,Отель Гостевой Дом Хейвица,"улица Дзержинского, д. 44, Иркутск",8,,4,,4,4.00,4,50,,50.00,50.0,,50.00,7,,7,4654,,4654
