merged_id,match_type,city,name,address,ostrovok_rooms_number,tvil_rooms_number,ostrovok_free_rooms,tvil_free_rooms,min_free_rooms,avg_free_rooms,max_free_rooms,ostrovok_free_rooms_pct,tvil_free_rooms_pct,avg_free_rooms_pct,ostrovok_occupancy_pct,tvil_occupancy_pct,avg_occupancy_pct,ostrovok_capacity,tvil_capacity,avg_capacity,ostrovok_min_price,tvil_min_price,min_price
1,matched,Иркутск,Гостиничный Комплекс Русь,"улица Свердлова, д.19, Иркутск",,56,,8,8,8.00,8,,14,14.29,,85.71000000000001,85.71,,18,18,,4600,4600
2,matched,Иркутск,Отель Доходный дом Листратовой,"Подгорная улица, д.16, Иркутск",15,15,10,11,10,10.50,11,66,73,70.00,33.33,26.67,30.00,18,21,20,4440,4440,4440
3,matched,Иркутск,Отель Яковлевъ,"улица Тимирязева, д.9, Иркутск",25,25,3,3,3,3.00,3,12,12,12.00,88.0,88.0,88.00,8,6,7,4421,4700,4421
4,matched,Иркутск,Отель Nuur Hotel,"улица Карла Либкнехта, д. 85, Иркутск",28,28,8,4,4,6.00,8,28,14,21.43,71.43,85.71000000000001,78.57,16,13,14,8300,9100,8300
5,matched,Иркутск,Отель Иркут,"улица Пролетарская, д.7, Иркутск",30,30,15,0,0,7.50,15,50,0,25.00,50.0,100.0,75.00,27,0,14,3350,,3350
6,matched,Иркутск,Ангара Отель,"улица Сухэ-Батора, д.7, Иркутск",300,300,55,11,11,33.00,55,18,3,11.00,81.67,96.33,89.00,102,20,61,5750,6000,5750
7,matched,Иркутск,Гостиница 7 дорог,"улица Ядринцева, д. 88, Иркутск",19,19,9,9,9,9.00,9,47,47,47.37,52.63,52.63,52.63,21,34,28,7200,8400,7200
8,matched,Иркутск,Отель Матрешка,"Улица Софьи Перовской, д.31/1, Иркутск",35,35,18,7,7,12.50,18,51,20,35.72,48.57,80.0,64.28,30,13,22,4551,5043,4551
9,matched,Иркутск,Отель Амурский,"улица Ленина, д.34, Иркутск",17,17,3,3,3,3.00,3,17,17,17.65,82.35,82.35,82.35,6,6,6,22000,22000,22000
10,matched,Иркутск,Отель Азия-Европа,"улица Ядринцева, 1/7, Иркутск",19,19,12,8,8,10.00,12,63,42,52.63,36.84,57.89,47.37,24,16,20,3956,4000,3956
11,matched,Иркутск,Отель Аристократ,"улица Ленина, д.9, Иркутск",12,12,11,6,6,8.50,11,91,50,70.84,8.329999999999998,50.0,29.16,21,12,16,4200,5100,4200
12,matched,Иркутск,Отель Михаил Строгов,"улица Депутатская, д. 36, Иркутск",20,21,9,7,7,8.00,9,45,33,39.16,55.0,66.67,60.84,16,14,15,3909,4500,3909
13,matched,Листвянка,Отель Маяк,"улица Горького, дом 85а, Листвянка",54,75,3,1,1,2.00,3,5,1,3.44,94.44,98.67,96.56,4,3,4,7000,19800,7000
14,matched,Иркутск,Отель Форест,"улица Советская, д.58/1, Иркутск",156,76,35,7,7,21.00,35,22,9,15.83,77.56,90.78999999999999,84.17,70,19,44,5449,6960,5449
15,matched,Иркутск,Отель Купеческий Дворъ,"улица Седова, д.10, Иркутск",14,14,10,6,6,8.00,10,71,42,57.15,28.569999999999993,57.14,42.85,20,19,20,7480,7565,7480
16,matched,Хужир,Baikal View Hotel,"улица Российская, д. 17, Хужир",99,99,86,,86,86.00,86,86,,86.87,13.129999999999995,,13.13,172,,172,12052,,12052
17,matched,Хужир,Отель Байкал-Хан Ольхон,"улица Ворошилова, д. 18, Хужир",40,37,17,3,3,10.00,17,42,8,25.30,57.5,91.89,74.69,34,6,20,14750,15000,14750
18,matched,Иркутск,Отель Армат,"улица Ширямова, д.33, Иркутск",40,36,33,7,7,20.00,33,82,19,50.97,17.5,80.56,49.03,67,16,42,4700,5300,4700
19,matched,Иркутск,Гостиница Атлас,"проезд Атласова, д.9, Иркутск",29,28,9,8,8,8.50,9,31,28,29.80,68.97,71.43,70.20,19,20,20,4622,4800,4622
20,matched,Иркутск,Отель на Звездинской,"Улица Звездинская, д. 5/1, Иркутск",25,30,36,6,6,21.00,36,100,20,60.00,0.0,80.0,40.00,78,12,45,3782,5000,3782
21,matched,Иркутск,Гостиница Лазурный берег,"Байкальская улица, д. 252Б, Иркутск",65,66,5,3,3,4.00,5,7,4,6.12,92.31,95.45,93.88,10,6,8,5200,5200,5200
22,matched,Хужир,Отель БайкалВуд,"улица Светлая, д.5, Хужир",44,29,,,,,,,,,,,,,,,,,
23,matched,Иркутск,Гостиница Юбилейная,"микрорайон Юбилейный, д. 118, Иркутск",23,23,17,8,8,12.50,17,73,34,54.34,26.090000000000003,65.22,45.66,30,13,22,2443,2500,2443
24,matched,Иркутск,Отель Байкал - Северное Море,"Улица Дальневосточная, д.156, Иркутск",119,120,,,,,,,,,,,,,,,,,
25,matched,Листвянка,Отель Даурия,"улица Куликова, д.44, Листвянка",4,15,,,,,,,,,,,,,,,,,
26,matched,Ангарск,Отель Ангара-Приоритет,"Квартал Б, д.13, Ангарск",31,31,9,8,8,8.50,9,29,25,27.42,70.97,74.19,72.58,20,18,19,3800,4000,3800
27,matched,Хужир,Семейный отель Дача БайкалЭко,"улица Лесная, д. 32, Хужир",10,10,,,,,,,,,,,,,,,,,
28,matched,Нижнеудинск,Октябрьская,"улица Октябрьская, д.1 Б, Нижнеудинск",,5,6,3,3,4.50,6,100,60,80.00,0.0,40.0,20.00,11,5,8,1500,1500,1500
29,matched,Иркутск,Отель Тайга,"улица Сурикова, д.4в, Иркутск",44,44,3,2,2,2.50,3,6,4,5.69,93.18,95.45,94.31,6,5,6,6900,6900,6900
30,matched,Братск,Клубный Квартал,"бульвар Победы, д.30, Братск",67,48,4,0,0,2.00,4,5,0,2.98,94.03,100.0,97.02,4,0,2,3500,,3500
31,matched,Иркутск,Отель North Star,"улица Седова, 4, Иркутск",12,12,,,,,,,,,,,,,,,,,
32,matched,Иркутск,Отель Байкал Бизнес Центр,"улица Байкальская, д.279, Иркутск",59,59,9,7,7,8.00,9,15,11,13.55,84.75,88.14,86.44,16,15,16,6600,7900,6600
