merged_id,match_type,city,name,address,ostrovok_rooms_number,tvil_rooms_number,ostrovok_free_rooms,tvil_free_rooms,min_free_rooms,avg_free_rooms,max_free_rooms,ostrovok_free_rooms_pct,tvil_free_rooms_pct,avg_free_rooms_pct,ostrovok_occupancy_pct,tvil_occupancy_pct,avg_occupancy_pct,ostrovok_capacity,tvil_capacity,avg_capacity,ostrovok_min_price,tvil_min_price,min_price
1,matched,Иркутск,Гостиничный Комплекс Русь,"улица Свердлова, д.19, Иркутск",,56,,8,8,8.00,8,,14,14.29,,85.71000000000001,85.71,,18,18,,4100,4100
2,matched,Иркутск,Отель Доходный дом Листратовой,"Подгорная улица, д.16, Иркутск",15,15,13,10,10,11.50,13,86,66,76.67,13.329999999999998,33.33,23.33,21,18,20,3108,3108,3108
3,matched,Иркутск,Отель Яковлевъ,"улица Тимирязева, д.9, Иркутск",25,25,10,3,3,6.50,10,40,12,26.00,60.0,88.0,74.00,21,7,14,2727,2900,2727
4,matched,Иркутск,Отель Nuur Hotel,"улица Карла Либкнехта, д. 85, Иркутск",28,28,10,5,5,7.50,10,35,17,26.79,64.28999999999999,82.14,73.22,19,12,16,6300,7300,6300
5,matched,Иркутск,Отель Иркут,"улица Пролетарская, д.7, Иркутск",30,30,18,9,9,13.50,18,60,30,45.00,40.0,70.0,55.00,34,16,25,3200,3200,3200
6,matched,Иркутск,Ангара Отель,"улица Сухэ-Батора, д.7, Иркутск",300,300,,12,12,12.00,12,,4,4.00,,96.0,96.00,,20,20,,4500,4500
7,matched,Иркутск,Гостиница 7 дорог,"улица Ядринцева, д. 88, Иркутск",19,19,11,8,8,9.50,11,57,42,50.00,42.11,57.89,50.00,23,27,25,5000,7200,5000
8,matched,Иркутск,Отель Матрешка,"Улица Софьи Перовской, д.31/1, Иркутск",35,35,48,10,10,29.00,48,100,28,64.28,0.0,71.43,35.72,84,20,52,3488,4032,3488
9,matched,Иркутск,Отель Амурский,"улица Ленина, д.34, Иркутск",17,17,9,7,7,8.00,9,52,41,47.06,47.06,58.82,52.94,18,14,16,14000,14000,14000
10,matched,Иркутск,Отель Азия-Европа,"улица Ядринцева, 1/7, Иркутск",19,19,9,9,9,9.00,9,47,47,47.37,52.63,52.63,52.63,18,18,18,4097,4000,4000
11,matched,Иркутск,Отель Аристократ,"улица Ленина, д.9, Иркутск",12,12,9,5,5,7.00,9,75,41,58.34,25.0,58.33,41.66,17,10,14,3900,4500,3900
12,matched,Иркутск,Отель Михаил Строгов,"улица Депутатская, д. 36, Иркутск",20,21,,9,9,9.00,9,,42,42.86,,57.14,57.14,,16,16,,4500,4500
13,matched,Листвянка,Отель Маяк,"улица Горького, дом 85а, Листвянка",54,75,10,8,8,9.00,10,18,10,14.59,81.48,89.33,85.41,14,15,14,4050,5310,4050
14,matched,Иркутск,Отель Baikal Forest,"улица Советская, д.58/1, Иркутск",156,76,,4,4,4.00,4,,5,5.26,,94.74,94.74,,10,10,,9500,9500
15,matched,Иркутск,Отель Купеческий Дворъ,"улица Седова, д.10, Иркутск",14,14,12,11,11,11.50,12,85,78,82.14,14.290000000000006,21.430000000000007,17.86,24,32,28,6970,6970,6970
16,matched,Хужир,Baikal View Hotel,"улица Российская, д. 17, Хужир",99,99,102,0,0,51.00,102,100,0,50.00,0.0,100.0,50.00,208,0,104,9493,,9493
17,matched,Хужир,Отель Байкал-Хан Ольхон,"улица Ворошилова, д. 18, Хужир",40,37,32,7,7,19.50,32,80,18,49.46,20.0,81.08,50.54,64,14,39,12650,12650,12650
