merged_id,match_type,city,name,address,ostrovok_rooms_number,tvil_rooms_number,ostrovok_free_rooms,tvil_free_rooms,min_free_rooms,avg_free_rooms,max_free_rooms,ostrovok_free_rooms_pct,tvil_free_rooms_pct,avg_free_rooms_pct,ostrovok_occupancy_pct,tvil_occupancy_pct,avg_occupancy_pct,ostrovok_capacity,tvil_capacity,avg_capacity,ostrovok_min_price,tvil_min_price,min_price
1,matched,Иркутск,Гостиничный Комплекс Русь,"улица Свердлова, д.19, Иркутск",,56,,9,9,9.00,9,,16,16.07,,83.93,83.93,,21,21,,4100,4100
2,matched,Иркутск,Отель Доходный дом Листратовой,"Подгорная улица, д.16, Иркутск",15,15,12,8,8,10.00,12,80,53,66.66,20.0,46.67,33.34,20,15,18,3330,3330,3330
3,matched,Иркутск,Отель Яковлевъ,"улица Тимирязева, д.9, Иркутск",25,25,9,3,3,6.00,9,36,12,24.00,64.0,88.0,76.00,18,6,12,3408,3600,3408
4,matched,Иркутск,Отель Nuur Hotel,"улица Карла Либкнехта, д. 85, Иркутск",28,28,13,0,0,6.50,13,46,0,23.21,53.57,100.0,76.78,25,0,12,6000,,6000
5,matched,Иркутск,Отель Иркут,"улица Пролетарская, д.7, Иркутск",30,30,21,9,9,15.00,21,70,30,50.00,30.0,70.0,50.00,38,16,27,2800,2800,2800
6,matched,Иркутск,Ангара Отель,"улица Сухэ-Батора, д.7, Иркутск",300,300,91,13,13,52.00,91,30,4,17.33,69.67,95.67,82.67,161,22,92,4250,4500,4250
7,matched,Иркутск,Гостиница 7 дорог,"улица Ядринцева, д. 88, Иркутск",19,19,13,9,9,11.00,13,68,47,57.89,31.58,52.63,42.11,26,34,30,4500,7200,4500
8,matched,Иркутск,Отель Матрешка,"Улица Софьи Перовской, д.31/1, Иркутск",35,35,40,9,9,24.50,40,100,25,62.86,0.0,74.28999999999999,37.14,74,19,46,3637,4158,3637
9,matched,Иркутск,Отель Амурский,"улица Ленина, д.34, Иркутск",17,17,13,10,10,11.50,13,76,58,67.64,23.53,41.18,32.36,26,22,24,16000,16000,16000
10,matched,Иркутск,Отель Азия-Европа,"улица Ядринцева, 1/7, Иркутск",19,19,10,9,9,9.50,10,52,47,50.00,47.37,52.63,50.00,20,18,19,4124,4000,4000
11,matched,Иркутск,Отель Аристократ,"улица Ленина, д.9, Иркутск",12,12,11,6,6,8.50,11,91,50,70.84,8.329999999999998,50.0,29.16,21,12,16,3900,4500,3900
12,matched,Иркутск,Отель Михаил Строгов,"улица Депутатская, д. 36, Иркутск",20,21,3,11,3,7.00,11,15,52,33.69,85.0,47.62,66.31,6,20,13,3859,4500,3859
13,matched,Листвянка,Отель Маяк,"улица Горького, дом 85а, Листвянка",54,75,73,9,9,41.00,73,100,12,56.00,0.0,88.0,44.00,140,17,78,4725,6195,4725
14,matched,Иркутск,Отель Baikal Forest,"улица Советская, д.58/1, Иркутск",156,76,,5,5,5.00,5,,6,6.58,,93.42,93.42,,13,13,,8500,8500
15,matched,Иркутск,Отель Купеческий Дворъ,"улица Седова, д.10, Иркутск",14,14,13,11,11,12.00,13,92,78,85.72,7.140000000000001,21.430000000000007,14.29,26,32,29,6030,6030,6030
16,matched,Хужир,Baikal View Hotel,"улица Российская, д. 17, Хужир",99,99,62,2,2,32.00,62,62,2,32.33,37.37,97.98,67.67,128,4,66,10764,10764,10764
17,matched,Хужир,Отель Байкал-Хан Ольхон,"улица Ворошилова, д. 18, Хужир",40,37,30,6,6,18.00,30,75,16,45.61,25.0,83.78,54.39,60,12,36,12650,12650,12650
18,matched,Иркутск,Отель Armat,"улица Ширямова, д.33, Иркутск",40,40,64,8,8,36.00,64,100,20,60.00,0.0,80.0,40.00,128,17,72,5200,6200,5200
19,matched,Иркутск,Гостиница Атлас,"проезд Атласова, д.9, Иркутск",29,28,,8,8,8.00,8,,28,28.57,,71.43,71.43,,19,19,,3700,3700
20,matched,Иркутск,Отель на Звездинской,"Улица Звездинская, д. 5/1, Иркутск",25,30,35,6,6,20.50,35,100,20,60.00,0.0,80.0,40.00,75,12,44,3400,5000,3400
