merged_id,city,name,address,ostrovok_rooms_number,tvil_rooms_number,ostrovok_free_rooms,tvil_free_rooms,min_free_rooms,avg_free_rooms,max_free_rooms,ostrovok_free_rooms_pct,tvil_free_rooms_pct,avg_free_rooms_pct,ostrovok_occupancy_pct,tvil_occupancy_pct,avg_occupancy_pct,ostrovok_capacity,tvil_capacity,avg_capacity
1,Иркутск,Гостиничный Комплекс Русь,"улица Свердлова, д.19, Иркутск",,56,,6,6,6.00,6,,10,10.71,,89.28999999999999,89.29,,12,12.00
2,Иркутск,Отель Доходный дом Листратовой,"Подгорная улица, д.16, Иркутск",15,15,9,8,8,8.50,9,60,53,56.66,40.0,46.67,43.34,15,15,15.00
3,Иркутск,Отель Яковлевъ,"улица Тимирязева, д.9, Иркутск",25,25,2,2,2,2.00,2,8,8,8.00,92.0,92.0,92.00,6,5,5.50
4,Иркутск,Отель Nuur Hotel,"улица Карла Либкнехта, д. 85, Иркутск",28,28,26,7,7,16.50,26,92,25,58.93,7.140000000000001,75.0,41.07,52,21,36.50
5,Иркутск,Отель Иркут,"улица Пролетарская, д.7, Иркутск",30,30,20,16,16,18.00,20,66,53,60.00,33.33,46.67,40.00,36,28,32.00
6,Иркутск,Ангара Отель,"улица Сухэ-Батора, д.7, Иркутск",300,300,32,7,7,19.50,32,10,2,6.50,89.33,97.67,93.50,35,10,22.50
7,Иркутск,Гостиница 7 дорог,"улица Ядринцева, д. 88, Иркутск",19,19,2,0,0,1.00,2,10,0,5.26,89.47,100.0,94.73,2,0,1.00
8,Иркутск,Отель Матрешка,"Улица Софьи Перовской, д.31/1, Иркутск",35,35,38,9,9,23.50,38,108,25,67.14,-8.569999999999993,74.28999999999999,32.86,68,17,42.50
9,Иркутск,Отель Амурский,"улица Ленина, д.34, Иркутск",17,17,8,7,7,7.50,8,47,41,44.12,52.94,58.82,55.88,16,14,15.00
10,Иркутск,Отель Азия-Европа,"улица Ядринцева, 1/7, Иркутск",19,19,13,8,8,10.50,13,68,42,55.27,31.58,57.89,44.73,26,16,21.00
11,Иркутск,Отель Аристократ,"улица Ленина, д.9, Иркутск",12,12,5,3,3,4.00,5,41,25,33.34,58.33,75.0,66.66,7,5,6.00
12,Иркутск,Отель Михаил Строгов,"улица Депутатская, д. 36, Иркутск",20,21,1,1,1,1.00,1,5,4,4.88,95.0,95.24,95.12,1,1,1.00
13,Листвянка,Отель Маяк,"улица Горького, дом 85а, Листвянка",54,75,2,2,2,2.00,2,3,2,3.19,96.3,97.33,96.81,2,2,2.00
14,Иркутск,Отель Baikal Forest,"улица Советская, д.58/1, Иркутск",156,76,49,5,5,27.00,49,31,6,19.00,68.59,93.42,81.00,103,13,58.00
15,Иркутск,Отель Купеческий Дворъ,"улица Седова, д.10, Иркутск",14,14,1,1,1,1.00,1,7,7,7.14,92.86,92.86,92.86,2,4,3.00
16,Хужир,Baikal View Hotel,"улица Российская, д. 17, Хужир",99,99,26,3,3,14.50,26,26,3,14.65,73.74,96.97,85.35,52,7,29.50
17,Хужир,Отель Байкал-Хан Ольхон,"улица Ворошилова, д. 18, Хужир",40,37,5,4,4,4.50,5,12,10,11.66,87.5,89.19,88.34,10,8,9.00
18,Иркутск,Отель Armat,"улица Ширямова, д.33, Иркутск",40,40,49,9,9,29.00,49,122,22,72.50,-22.5,77.5,27.50,97,18,57.50
19,Иркутск,Гостиница Атлас,"проезд Атласова, д.9, Иркутск",29,28,5,5,5,5.00,5,17,17,17.55,82.76,82.14,82.45,11,11,11.00
20,Иркутск,Отель на Звездинской,"Улица Звездинская, д. 5/1, Иркутск",25,30,35,5,5,20.00,35,140,16,78.34,-40.0,83.33,21.66,75,9,42.00
21,Иркутск,Гостиница Лазурный берег,"Байкальская улица, д. 252Б, Иркутск",65,66,,0,0,0.00,0,,0,0.00,,100.0,100.00,,0,0.00
22,Хужир,Отель Байкальский лес (BaikalWood Hotel&SPA),"улица Светлая, д.5, Хужир",44,29,0,1,0,0.50,1,0,3,1.73,100.0,96.55,98.28,0,3,1.50
23,Иркутск,Гостиница Юбилейная,"микрорайон Юбилейный, д. 118, Иркутск",23,23,13,7,7,10.00,13,56,30,43.48,43.48,69.57,56.52,24,12,18.00
24,Иркутск,Отель Байкал - Северное Море,"Улица Дальневосточная, д.156, Иркутск",119,120,69,12,12,40.50,69,57,10,33.99,42.02,90.0,66.01,112,28,70.00
25,Листвянка,Отель Даурия,"улица Куликова, д.44, Листвянка",4,15,,,,,,,,,,,,,,
26,Ангарск,Отель Ангара-Приоритет,"Квартал Б, д.13, Ангарск",31,31,29,12,12,20.50,29,93,38,66.13,6.450000000000003,61.29,33.87,59,28,43.50
27,Хужир,Семейный отель Дача БайкалЭко,"улица Лесная, д. 32, Хужир",10,10,,0,0,0.00,0,,0,0.00,,100.0,100.00,,0,0.00
28,Нижнеудинск,Октябрьская,"улица Октябрьская, д.1 Б, Нижнеудинск",,5,7,3,3,5.00,7,0,60,30.00,100.0,40.0,70.00,12,5,8.50
29,Иркутск,Отель Тайга,"улица Сурикова, д.4в, Иркутск",44,44,4,4,4,4.00,4,9,9,9.09,90.91,90.91,90.91,7,7,7.00
30,Братск,Клубный Квартал,"бульвар Победы, д.30, Братск",67,48,24,5,5,14.50,24,35,10,23.12,64.18,89.58,76.88,24,10,17.00
31,Иркутск,Отель North Star,"улица Седова, 4, Иркутск",12,12,20,6,6,13.00,20,166,50,108.33,-66.66999999999999,50.0,-8.33,50,20,35.00
32,Иркутск,Отель Байкал Бизнес Центр,"улица Байкальская, д.279, Иркутск",59,59,4,4,4,4.00,4,6,6,6.78,93.22,93.22,93.22,6,6,6.00
33,Иркутск,Гостиница Альпари,"микрорайон Приморский, д.24 А, Иркутск",10,10,1,1,1,1.00,1,10,10,10.00,90.0,90.0,90.00,2,4,3.00
34,Черемхово,Shelest,"улица Марата, д. 109, Черемхово",,8,8,4,4,6.00,8,0,50,25.00,100.0,50.0,75.00,16,8,12.00
35,Иркутск,Гостиничный Комплекс Русь,"улица Свердлова,19, Иркутск",56,56,23,6,6,14.50,23,41,10,25.89,58.93,89.28999999999999,74.11,33,12,22.50
36,Байкальск,Отель Космос,"Гагарина микрорайон, 2а, Байкальск",16,16,5,5,5,5.00,5,31,31,31.25,68.75,68.75,68.75,14,14,14.00
37,Байкальск,Парк-отель Соболинка,"квартал Красный Ключ, д.90, Байкальск",38,33,,0,0,0.00,0,,0,0.00,,100.0,100.00,,0,0.00
38,Бурдугуз,Парк-Отель Бурдугуз,"улица Лесная, д.1, Бурдугуз",69,69,7,4,4,5.50,7,10,5,7.97,89.86,94.2,92.03,14,12,13.00
39,Листвянка,Отель Подлеморье,"улица Горького, д.31Б, Листвянка",14,14,,0,0,0.00,0,,0,0.00,,100.0,100.00,,0,0.00
40,Иркутск,Отель Лотос,"Байкальская улица, д.14 Б, Иркутск",23,21,10,12,10,11.00,12,43,57,50.31,56.52,42.86,49.69,20,27,23.50
41,Иркутск,Отель Звезда,"улица Ядринцева, д. 1Ж, Иркутск",65,64,63,6,6,34.50,63,96,9,53.15,3.0799999999999983,90.62,46.85,126,14,70.00
42,Братск,Отель Белый берег,"ул. Курчатова 65, Братск, Братск",5,5,,0,0,0.00,0,,0,0.00,,100.0,100.00,,0,0.00
43,Байкальск,Отель Гранд Байкал,"мкр. Красный Ключ, 91, Байкальск",64,64,,,,,,,,,,,,,,
44,Иркутск,Гостиница У Истока,"Ржанова ул., д. 43, Иркутск",24,24,,0,0,0.00,0,,0,0.00,,100.0,100.00,,0,0.00
45,Сарма,Парк-Отель Алтан,"тер. база отдыха Алтан, стр. 1, Сарма",21,21,,0,0,0.00,0,,0,0.00,,100.0,100.00,,0,0.00
46,Иркутск,Гостиница Виктория,"улица Богдана Хмельницкого, д.1 Иркутск, Россия, Иркутск",30,,14,,14,14.00,14,46,,46.67,53.33,,53.33,28,,28.00
