merged_id,match_type,city,name,address,ostrovok_rooms_number,tvil_rooms_number,ostrovok_free_rooms,tvil_free_rooms,min_free_rooms,avg_free_rooms,max_free_rooms,ostrovok_free_rooms_pct,tvil_free_rooms_pct,avg_free_rooms_pct,ostrovok_occupancy_pct,tvil_occupancy_pct,avg_occupancy_pct,ostrovok_capacity,tvil_capacity,avg_capacity,ostrovok_min_price,tvil_min_price,min_price
1,matched,Иркутск,Гостиничный Комплекс Русь,"улица Свердлова, д.19, Иркутск",,56,,7,7,7.00,7,,12,12.50,,87.5,87.50,,15,15,,4600,4600
2,matched,Иркутск,Отель Доходный дом Листратовой,"Подгорная улица, д.16, Иркутск",15,15,8,9,8,8.50,9,53,60,56.66,46.67,40.0,43.34,14,18,16,3330,3330,3330
3,matched,Иркутск,Отель Яковлевъ,"улица Тимирязева, д.9, Иркутск",25,25,5,4,4,4.50,5,20,16,18.00,80.0,84.0,82.00,12,8,10,3762,4000,3762
4,matched,Иркутск,Отель Nuur Hotel,"улица Карла Либкнехта, д. 85, Иркутск",28,28,27,5,5,16.00,27,96,17,57.15,3.569999999999993,82.14,42.85,54,14,34,7000,7600,7000
5,matched,Иркутск,Отель Иркут,"улица Пролетарская, д.7, Иркутск",30,30,5,4,4,4.50,5,16,13,15.00,83.33,86.67,85.00,10,8,9,4200,4200,4200
6,matched,Иркутск,Ангара Отель,"улица Сухэ-Батора, д.7, Иркутск",300,300,70,13,13,41.50,70,23,4,13.83,76.67,95.67,86.17,118,22,70,5250,5500,5250
7,matched,Иркутск,Гостиница 7 дорог,"улица Ядринцева, д. 88, Иркутск",19,19,8,6,6,7.00,8,42,31,36.84,57.89,68.42,63.16,16,21,18,5000,7200,5000
8,matched,Иркутск,Отель Матрешка,"Улица Софьи Перовской, д.31/1, Иркутск",35,35,36,9,9,22.50,36,100,25,62.86,0.0,74.28999999999999,37.14,62,18,40,4489,4982,4489
9,matched,Иркутск,Отель Амурский,"улица Ленина, д.34, Иркутск",17,17,9,8,8,8.50,9,52,47,50.00,47.06,52.94,50.00,18,18,18,17900,17900,17900
10,matched,Иркутск,Отель Азия-Европа,"улица Ядринцева, 1/7, Иркутск",19,19,10,7,7,8.50,10,52,36,44.73,47.37,63.16,55.27,20,14,17,3960,4000,3960
11,matched,Иркутск,Отель Аристократ,"улица Ленина, д.9, Иркутск",12,12,7,3,3,5.00,7,58,25,41.66,41.67,75.0,58.34,9,4,6,5100,5100,5100
12,matched,Иркутск,Отель Михаил Строгов,"улица Депутатская, д. 36, Иркутск",20,21,6,6,6,6.00,6,30,28,29.29,70.0,71.43,70.72,9,10,10,3909,4500,3909
13,matched,Листвянка,Отель Маяк,"улица Горького, дом 85а, Листвянка",54,75,27,3,3,15.00,27,50,4,27.00,50.0,96.0,73.00,52,7,30,7000,10780,7000
14,matched,Иркутск,Отель Форест,"улица Советская, д.58/1, Иркутск",156,76,39,2,2,20.50,39,25,2,13.81,75.0,97.37,86.19,78,6,42,6726,9360,6726
15,matched,Иркутск,Отель Купеческий Дворъ,"улица Седова, д.10, Иркутск",14,14,,,,,,,,,,,,,,,,,
16,matched,Хужир,Baikal View Hotel,"улица Российская, д. 17, Хужир",99,99,111,,111,111.00,111,100,,100.00,0.0,,0.00,224,,224,11373,,11373
17,matched,Хужир,Отель Байкал-Хан Ольхон,"улица Ворошилова, д. 18, Хужир",40,37,2,2,2,2.00,2,5,5,5.21,95.0,94.59,94.80,5,6,6,17110,17400,17110
18,matched,Иркутск,Отель Армат,"улица Ширямова, д.33, Иркутск",40,36,52,8,8,30.00,52,100,22,61.11,0.0,77.78,38.89,104,17,60,5200,6200,5200
19,matched,Иркутск,Гостиница Атлас,"проезд Атласова, д.9, Иркутск",29,28,9,8,8,8.50,9,31,28,29.80,68.97,71.43,70.20,19,19,19,4622,4800,4622
20,matched,Иркутск,Отель на Звездинской,"Улица Звездинская, д. 5/1, Иркутск",25,30,33,6,6,19.50,33,100,20,60.00,0.0,80.0,40.00,71,12,42,3825,5000,3825
21,matched,Иркутск,Гостиница Лазурный берег,"Байкальская улица, д. 252Б, Иркутск",65,66,6,5,5,5.50,6,9,7,8.41,90.77,92.42,91.59,12,10,11,5200,5200,5200
22,matched,Хужир,Отель БайкалВуд,"улица Светлая, д.5, Хужир",44,29,0,2,0,1.00,2,0,6,3.45,100.0,93.1,96.55,0,4,2,,17825,17825
23,matched,Иркутск,Гостиница Юбилейная,"микрорайон Юбилейный, д. 118, Иркутск",23,23,15,9,9,12.00,15,65,39,52.17,34.78,60.87,47.83,27,15,21,2443,2500,2443
