merged_id,match_type,city,name,address,ostrovok_rooms_number,tvil_rooms_number,ostrovok_free_rooms,tvil_free_rooms,min_free_rooms,avg_free_rooms,max_free_rooms,ostrovok_free_rooms_pct,tvil_free_rooms_pct,avg_free_rooms_pct,ostrovok_occupancy_pct,tvil_occupancy_pct,avg_occupancy_pct,ostrovok_capacity,tvil_capacity,avg_capacity,ostrovok_min_price,tvil_min_price,min_price
1,matched,Иркутск,Гостиничный Комплекс Русь,"улица Свердлова, д.19, Иркутск",,56,,8,8,8.00,8,,14,14.29,,85.71000000000001,85.71,,18,18,,4600,4600
2,matched,Иркутск,Отель Доходный дом Листратовой,"Подгорная улица, д.16, Иркутск",15,15,4,4,4,4.00,4,26,26,26.67,73.33,73.33,73.33,7,10,8,5439,5439,5439
3,matched,Иркутск,Отель Яковлевъ,"улица Тимирязева, д.9, Иркутск",25,25,5,5,5,5.00,5,20,20,20.00,80.0,80.0,80.00,14,12,13,4327,4600,4327
4,matched,Иркутск,Отель Nuur Hotel,"улица Карла Либкнехта, д. 85, Иркутск",28,28,5,3,3,4.00,5,17,10,14.29,82.14,89.28999999999999,85.72,10,8,9,8000,8300,8000
5,matched,Иркутск,Отель Иркут,"улица Пролетарская, д.7, Иркутск",30,30,11,,11,11.00,11,36,,36.67,63.33,,63.33,20,,20,3200,,3200
6,matched,Иркутск,Ангара Отель,"улица Сухэ-Батора, д.7, Иркутск",300,300,58,14,14,36.00,58,19,4,12.00,80.67,95.33,88.00,96,24,60,5250,5500,5250
7,matched,Иркутск,Гостиница 7 дорог,"улица Ядринцева, д. 88, Иркутск",19,19,14,9,9,11.50,14,73,47,60.53,26.319999999999993,52.63,39.47,27,32,30,5000,7200,5000
8,matched,Иркутск,Отель Матрешка,"Улица Софьи Перовской, д.31/1, Иркутск",35,35,24,6,6,15.00,24,68,17,42.85,31.430000000000007,82.86,57.15,44,12,28,4438,4982,4438
9,matched,Иркутск,Отель Амурский,"улица Ленина, д.34, Иркутск",17,17,10,8,8,9.00,10,58,47,52.94,41.18,52.94,47.06,20,16,18,17900,17900,17900
10,matched,Иркутск,Отель Азия-Европа,"улица Ядринцева, 1/7, Иркутск",19,19,12,8,8,10.00,12,63,42,52.63,36.84,57.89,47.37,24,16,20,3956,4000,3956
