merged_id,city,name,address,ostrovok_rooms_number,tvil_rooms_number,ostrovok_free_rooms,tvil_free_rooms,min_free_rooms,avg_free_rooms,max_free_rooms,ostrovok_free_rooms_pct,tvil_free_rooms_pct,avg_free_rooms_pct,ostrovok_occupancy_pct,tvil_occupancy_pct,avg_occupancy_pct,ostrovok_capacity,tvil_capacity,avg_capacity
1,Иркутск,Гостиничный Комплекс Русь,"улица Свердлова, д.19, Иркутск",,56,,3,3,3.00,3,,5,5.36,,94.64,94.64,,7,7.00
2,Иркутск,Отель Доходный дом Листратовой,"Подгорная улица, д.16, Иркутск",15,15,13,11,11,12.00,13,86,73,80.00,13.329999999999998,26.67,20.00,23,21,22.00
3,Иркутск,Отель Яковлевъ,"улица Тимирязева, д.9, Иркутск",25,25,13,7,7,10.00,13,52,28,40.00,48.0,72.0,60.00,29,16,22.50
4,Иркутск,Отель Nuur Hotel,"улица Карла Либкнехта, д. 85, Иркутск",28,28,,,,,,,,,,,,,,
5,Иркутск,Отель Иркут,"улица Пролетарская, д.7, Иркутск",30,30,18,9,9,13.50,18,60,30,45.00,40.0,70.0,55.00,34,16,25.00
6,Иркутск,Ангара Отель,"улица Сухэ-Батора, д.7, Иркутск",300,300,13,8,8,10.50,13,4,2,3.50,95.67,97.33,96.50,20,13,16.50
7,Иркутск,Гостиница 7 дорог,"улица Ядринцева, д. 88, Иркутск",19,19,,9,9,9.00,9,,47,47.37,,52.63,52.63,,32,32.00
8,Иркутск,Отель Матрешка,"Улица Софьи Перовской, д.31/1, Иркутск",35,35,32,9,9,20.50,32,91,25,58.57,8.569999999999993,74.28999999999999,41.43,60,19,39.50
9,Иркутск,Отель Амурский,"улица Ленина, д.34, Иркутск",17,17,9,10,9,9.50,10,52,58,55.88,47.06,41.18,44.12,18,22,20.00
10,Иркутск,Отель Азия-Европа,"улица Ядринцева, 1/7, Иркутск",19,19,9,5,5,7.00,9,47,26,36.84,52.63,73.68,63.16,18,10,14.00
11,Иркутск,Отель Аристократ,"улица Ленина, д.9, Иркутск",12,12,,,,,,,,,,,,,,
12,Иркутск,Отель Михаил Строгов,"улица Депутатская, д. 36, Иркутск",20,21,7,8,7,7.50,8,35,38,36.55,65.0,61.9,63.45,12,16,14.00
13,Листвянка,Отель Маяк,"улица Горького, дом 85а, Листвянка",54,75,68,8,8,38.00,68,100,10,55.34,0.0,89.33,44.66,131,15,73.00
14,Иркутск,Отель Baikal Forest,"улица Советская, д.58/1, Иркутск",156,76,73,8,8,40.50,73,46,10,28.66,53.21,89.47,71.34,149,22,85.50
15,Иркутск,Отель Купеческий Дворъ,"улица Седова, д.10, Иркутск",14,14,7,3,3,5.00,7,50,21,35.72,50.0,78.57,64.28,14,8,11.00
