merged_id,city,name,address,ostrovok_rooms_number,tvil_rooms_number,ostrovok_free_rooms,tvil_free_rooms,min_free_rooms,avg_free_rooms,max_free_rooms,ostrovok_free_rooms_pct,tvil_free_rooms_pct,avg_free_rooms_pct,ostrovok_occupancy_pct,tvil_occupancy_pct,avg_occupancy_pct,ostrovok_capacity,tvil_capacity,avg_capacity
1,Иркутск,Гостиничный Комплекс Русь,"улица Свердлова, д.19, Иркутск",,56,,8,8,8.00,8,,14,14.29,,85.71000000000001,85.71,,18,18.00
2,Иркутск,Отель Доходный дом Листратовой,"Подгорная улица, д.16, Иркутск",15,15,7,6,6,6.50,7,46,40,43.34,53.33,60.0,56.66,11,9,10.00
3,Иркутск,Отель Яковлевъ,"улица Тимирязева, д.9, Иркутск",25,25,7,5,5,6.00,7,28,20,24.00,72.0,80.0,76.00,16,11,13.50
4,Иркутск,Отель Nuur Hotel,"улица Карла Либкнехта, д. 85, Иркутск",28,28,12,5,5,8.50,12,42,17,30.36,57.14,82.14,69.64,24,16,20.00
5,Иркутск,Отель Иркут,"улица Пролетарская, д.7, Иркутск",30,30,14,7,7,10.50,14,46,23,35.00,53.33,76.67,65.00,28,14,21.00
6,Иркутск,Ангара Отель,"улица Сухэ-Батора, д.7, Иркутск",300,300,66,14,14,40.00,66,22,4,13.34,78.0,95.33,86.66,106,24,65.00
7,Иркутск,Гостиница 7 дорог,"улица Ядринцева, д. 88, Иркутск",19,19,12,6,6,9.00,12,63,31,47.37,36.84,68.42,52.63,23,23,23.00
8,Иркутск,Отель Матрешка,"Улица Софьи Перовской, д.31/1, Иркутск",35,35,19,8,8,13.50,19,54,22,38.58,45.71,77.14,61.42,32,14,23.00
9,Иркутск,Отель Амурский,"улица Ленина, д.34, Иркутск",17,17,14,11,11,12.50,14,82,64,73.53,17.650000000000006,35.290000000000006,26.47,28,26,27.00
10,Иркутск,Отель Азия-Европа,"улица Ядринцева, 1/7, Иркутск",19,19,9,7,7,8.00,9,47,36,42.11,52.63,63.16,57.89,18,14,16.00
11,Иркутск,Отель Аристократ,"улица Ленина, д.9, Иркутск",12,12,9,6,6,7.50,9,75,50,62.50,25.0,50.0,37.50,17,12,14.50
12,Иркутск,Отель Михаил Строгов,"улица Депутатская, д. 36, Иркутск",20,21,10,8,8,9.00,10,50,38,44.05,50.0,61.9,55.95,18,16,17.00
13,Листвянка,Отель Маяк,"улица Горького, дом 85а, Листвянка",54,75,37,6,6,21.50,37,68,8,38.26,31.480000000000004,92.0,61.74,67,11,39.00
14,Иркутск,Отель Baikal Forest,"улица Советская, д.58/1, Иркутск",156,76,119,8,8,63.50,119,76,10,43.41,23.72,89.47,56.59,243,22,132.50
15,Иркутск,Отель Купеческий Дворъ,"улица Седова, д.10, Иркутск",14,14,12,8,8,10.00,12,85,57,71.42,14.290000000000006,42.86,28.58,24,25,24.50
16,Хужир,Baikal View Hotel,"улица Российская, д. 17, Хужир",99,99,58,0,0,29.00,58,58,0,29.30,41.41,100.0,70.70,116,0,58.00
17,Хужир,Отель Байкал-Хан Ольхон,"улица Ворошилова, д. 18, Хужир",40,37,,,,,,,,,,,,,,
18,Иркутск,Отель Armat,"улица Ширямова, д.33, Иркутск",40,40,63,7,7,35.00,63,100,17,58.75,0.0,82.5,41.25,127,16,71.50
19,Иркутск,Гостиница Атлас,"проезд Атласова, д.9, Иркутск",29,28,8,7,7,7.50,8,27,25,26.30,72.41,75.0,73.70,17,18,17.50
20,Иркутск,Отель на Звездинской,"Улица Звездинская, д. 5/1, Иркутск",25,30,32,5,5,18.50,32,100,16,58.34,0.0,83.33,41.66,68,9,38.50
21,Иркутск,Гостиница Лазурный берег,"Байкальская улица, д. 252Б, Иркутск",65,66,2,4,2,3.00,4,3,6,4.57,96.92,93.94,95.43,4,8,6.00
22,Хужир,Отель Байкальский лес (BaikalWood Hotel&SPA),"улица Светлая, д.5, Хужир",44,29,0,10,0,5.00,10,0,34,17.24,100.0,65.52000000000001,82.76,0,24,12.00
23,Иркутск,Гостиница Юбилейная,"микрорайон Юбилейный, д. 118, Иркутск",23,23,11,4,4,7.50,11,47,17,32.61,52.17,82.61,67.39,21,7,14.00
24,Иркутск,Отель Байкал - Северное Море,"Улица Дальневосточная, д.156, Иркутск",119,120,105,12,12,58.50,105,88,10,49.12,11.760000000000005,90.0,50.88,187,28,107.50
25,Листвянка,Отель Даурия,"улица Куликова, д.44, Листвянка",4,15,0,2,0,1.00,2,0,13,6.67,100.0,86.67,93.34,0,4,2.00
26,Ангарск,Отель Ангара-Приоритет,"Квартал Б, д.13, Ангарск",31,31,1,,1,1.00,1,3,,3.23,96.77,,96.77,2,,2.00
27,Хужир,Семейный отель Дача БайкалЭко,"улица Лесная, д. 32, Хужир",10,10,,,,,,,,,,,,,,
28,Нижнеудинск,Октябрьская,"улица Октябрьская, д.1 Б, Нижнеудинск",,5,7,0,0,3.50,7,100,0,50.00,0.0,100.0,50.00,12,0,6.00
29,Иркутск,Отель Тайга,"улица Сурикова, д.4в, Иркутск",44,44,16,7,7,11.50,16,36,15,26.13,63.64,84.09,73.87,38,17,27.50
30,Братск,Клубный Квартал,"бульвар Победы, д.30, Братск",67,48,,,,,,,,,,,,,,
31,Иркутск,Отель North Star,"улица Седова, 4, Иркутск",12,12,,,,,,,,,,,,,,
32,Иркутск,Отель Байкал Бизнес Центр,"улица Байкальская, д.279, Иркутск",59,59,6,4,4,5.00,6,10,6,8.47,89.83,93.22,91.53,12,10,11.00
33,Иркутск,Гостиница Альпари,"микрорайон Приморский, д.24 А, Иркутск",10,10,8,4,4,6.00,8,80,40,60.00,20.0,60.0,40.00,16,10,13.00
34,Черемхово,Shelest,"улица Марата, д. 109, Черемхово",,8,2,2,2,2.00,2,100,25,62.50,0.0,75.0,37.50,4,4,4.00
35,Иркутск,Гостиничный Комплекс Русь,"улица Свердлова,19, Иркутск",56,56,51,8,8,29.50,51,91,14,52.68,8.930000000000007,85.71000000000001,47.32,92,18,55.00
36,Байкальск,Отель Космос,"Гагарина микрорайон, 2а, Байкальск",16,16,,,,,,,,,,,,,,
37,Байкальск,Парк-отель Соболинка,"квартал Красный Ключ, д.90, Байкальск",38,33,2,2,2,2.00,2,5,6,5.66,94.74,93.94,94.34,2,2,2.00
38,Бурдугуз,Парк-Отель Бурдугуз,"улица Лесная, д.1, Бурдугуз",69,69,12,4,4,8.00,12,17,5,11.60,82.61,94.2,88.41,24,12,18.00
39,Листвянка,Отель Подлеморье,"улица Горького, д.31Б, Листвянка",14,14,9,7,7,8.00,9,64,50,57.15,35.709999999999994,50.0,42.85,19,15,17.00
40,Иркутск,Отель Лотос,"Байкальская улица, д.14 Б, Иркутск",23,21,6,4,4,5.00,6,26,19,22.57,73.91,80.95,77.43,14,9,11.50
41,Иркутск,Отель Звезда,"улица Ядринцева, д. 1Ж, Иркутск",65,64,62,6,6,34.00,62,95,9,52.38,4.6200000000000045,90.62,47.62,124,14,69.00
42,Братск,Отель Белый берег,"ул. Курчатова 65, Братск, Братск",5,5,5,4,4,4.50,5,100,80,90.00,0.0,20.0,10.00,12,16,14.00
43,Байкальск,Отель Гранд Байкал,"мкр. Красный Ключ, 91, Байкальск",64,64,2,1,1,1.50,2,3,1,2.34,96.88,98.44,97.66,4,3,3.50
44,Иркутск,Гостиница У Истока,"Ржанова ул., д. 43, Иркутск",24,24,0,3,0,1.50,3,0,12,6.25,100.0,87.5,93.75,0,6,3.00
45,Сарма,Парк-Отель Алтан,"тер. база отдыха Алтан, стр. 1, Сарма",21,21,0,8,0,4.00,8,0,38,19.05,100.0,61.9,80.95,0,24,12.00
46,Иркутск,Гостиница Виктория,"улица Богдана Хмельницкого, д.1 Иркутск, Россия, Иркутск",30,,2,,2,2.00,2,6,,6.67,93.33,,93.33,4,,4.00
47,Листвянка,Отель Вера Байкал,"улица Горького, 8, Листвянка",38,,51,,51,51.00,51,100,,100.00,0.0,,0.00,102,,102.00
48,Иркутск,Отель Ибис Иркутск Центр,"улица Полины Осипенко, дом 5, Иркутск",128,,24,,24,24.00,24,18,,18.75,81.25,,81.25,47,,47.00
49,Хужир,Ольхон стори,"улица Народная, д.19, Хужир",6,,,,,,,,,,,,,,,
50,Иркутск,Квартира в центре Иркутска,"улица Российская, д. 14А, Иркутск",,,,,,,,,,,,,,,,
51,Иркутск,Отель Европа,"улица Байкальская, д.69, Иркутск",58,,8,,8,8.00,8,13,,13.79,86.21000000000001,,86.21,16,,16.00
52,Иркутск,Отель Иркутск Сити Центр,"ул. Чкалова, д. 15, Иркутск",206,,100,,100,100.00,100,48,,48.54,51.46,,51.46,200,,200.00
53,Иркутск,Гостиница Империя,"ул. Польских Повстанцев, 1Б, Иркутск",49,,10,,10,10.00,10,20,,20.41,79.59,,79.59,17,,17.00
54,Иркутск,Мини-Отель Good Hotel,"ул Сибирская, стр. 21/2, помещ. 1, Иркутск",6,,6,,6,6.00,6,100,,100.00,0.0,,0.00,13,,13.00
55,Хужир,Sunrise,"Первомайская улица, 25А, Хужир",,,5,,5,5.00,5,100,,100.00,0.0,,0.00,12,,12.00
56,Иркутск,AZIMUT Отель Аэропорт Иркутск 4*,"ул. Ширямова, 10А, Иркутск",100,,35,,35,35.00,35,35,,35.00,65.0,,65.00,71,,71.00
57,Листвянка,Отель Байкал,"Академическая улица, 13, Листвянка",72,,28,,28,28.00,28,38,,38.89,61.11,,61.11,54,,54.00
58,Иркутск,Премиум-отель Пушкин,"ул. Сухэ-Батора, 18, Иркутск",46,,40,,40,40.00,40,86,,86.96,13.040000000000006,,13.04,80,,80.00
59,Иркутск,Отель Business Hall,"улица Свердлова, д.10, Иркутск",18,,16,,16,16.00,16,88,,88.89,11.11,,11.11,32,,32.00
60,Листвянка,Байкалия,"Горная улица, 15, Листвянка",,,5,,5,5.00,5,100,,100.00,0.0,,0.00,15,,15.00
61,Никола,Отель Никола,"Иркутская область, Листвянка, Байкальский тракт 64-й км, поселок Никола, улица Ангарская, д. 15, Никола",27,,41,,41,41.00,41,100,,100.00,0.0,,0.00,84,,84.00
62,Иркутск,SAYEN,"ул. Карла Маркса, 13Б, Иркутск",25,,15,,15,15.00,15,60,,60.00,40.0,,40.00,34,,34.00
63,Иркутск,Отель Гостевой Дом Хейвица,"улица Дзержинского, д. 44, Иркутск",8,,3,,3,3.00,3,37,,37.50,62.5,,62.50,6,,6.00
64,Иркутск,Меблированные комнаты в Иркутске,"переулок Алексеева, д.2А, Иркутск",,,3,,3,3.00,3,100,,100.00,0.0,,0.00,6,,6.00
65,Иркутск,Отель ДиаДэй,"улица Профсоюзная, д. 10/2, Иркутск",9,,5,,5,5.00,5,55,,55.56,44.44,,44.44,11,,11.00
66,Усть-Илимск,Усть-Илим,"пр-т Дружбы Народов, д. 2, Усть-Илимск",80,,28,,28,28.00,28,35,,35.00,65.0,,65.00,32,,32.00
67,Иркутск,Отель Арена Иркутск,"ул. Желябова, 8А, Иркутск",15,,16,,16,16.00,16,100,,100.00,0.0,,0.00,30,,30.00
68,Байкальск,Отель Куршавель,"микрорайон Южный, 1-й квартал, д.6, Байкальск",15,,,,,,,,,,,,,,,
69,Листвянка,Отель Ундина,"Ulitsa Kulikova,6, Листвянка",30,,13,,13,13.00,13,43,,43.33,56.67,,56.67,24,,24.00
70,Иркутск,Меблированные комнаты City Park,"улица Красных Мадьяр, 29, Иркутск",,,6,,6,6.00,6,100,,100.00,0.0,,0.00,6,,6.00
71,Хужир,Отель Хотэй,"Ольхонская улица, 10, Хужир",25,,0,,0,0.00,0,0,,0.00,100.0,,100.00,0,,0.00
72,Иркутск,Жилое помещение Союз,"проезд Юрия Тена, д.12/4, Иркутск",84,,52,,52,52.00,52,61,,61.90,38.1,,38.10,104,,104.00
73,Иркутск,Меблированные комнаты Дом Байкал,"улица Лапина, д. 14, Иркутск",15,,15,,15,15.00,15,100,,100.00,0.0,,0.00,42,,42.00
74,Листвянка,Меблированные комнаты Байкал,"улица Горная, д. 8А, Листвянка",,,14,,14,14.00,14,100,,100.00,0.0,,0.00,21,,21.00
75,Листвянка,Сердце Байкала,"улица Островского, 39, Листвянка",,,2,,2,2.00,2,100,,100.00,0.0,,0.00,2,,2.00
76,Иркутск,Меблированные комнаты Montana,"улица Карла Либкнехта, д.6, Иркутск",9,,8,,8,8.00,8,88,,88.89,11.11,,11.11,8,,8.00
77,Большое Голоустное,Меблированные комнаты Медведица,"улица Кирова,д. 132а, Большое Голоустное",,,8,,8,8.00,8,100,,100.00,0.0,,0.00,16,,16.00
78,Хужир,Отель Гостиница ЛАДА,"улица Таёжная, д.30, Хужир",22,,0,,0,0.00,0,0,,0.00,100.0,,100.00,0,,0.00
79,Хужир,Загородный отель Шамбала,"ул Северная, з/у 12А, Хужир",10,,9,,9,9.00,9,90,,90.00,10.0,,10.00,18,,18.00
80,Листвянка,Отель Ларч,"ул. Гудина, 22А, Листвянка",18,,13,,13,13.00,13,72,,72.22,27.78,,27.78,33,,33.00
81,Хужир,Меблированные комнаты Баргузин,"улица Ворошилова, д.23А, Хужир",,,4,,4,4.00,4,100,,100.00,0.0,,0.00,4,,4.00
82,Иркутск,Отель Централь,"переулок Богданова 8, Иркутск",48,,18,,18,18.00,18,37,,37.50,62.5,,62.50,36,,36.00
83,Листвянка,Байкальские просторы,"улица Чапаева, д. 41, Листвянка",8,,6,,6,6.00,6,75,,75.00,25.0,,25.00,14,,14.00
84,Листвянка,Отель Легенда Байкала,"Улица Исток Ангары, д.11, Листвянка",35,,8,,8,8.00,8,22,,22.86,77.14,,77.14,15,,15.00
85,Иркутск,Отель Baikal Archi Apt,"ул Некрасова, стр. 3а, помещ. 2, Иркутск",7,,2,,2,2.00,2,28,,28.57,71.43,,71.43,5,,5.00
86,Листвянка,Меблированные комнаты Лесс,"улица Куликова, д. 102а, Листвянка",,,7,,7,7.00,7,100,,100.00,0.0,,0.00,13,,13.00
87,Иркутск,Гостиница Визит,"ул Софьи Перовской, стр. 30, помещ. 4, Иркутск",8,,7,,7,7.00,7,87,,87.50,12.5,,12.50,15,,15.00
88,Листвянка,Курортный отель Парус,"улица Горького, д.93А, Листвянка",17,,0,,0,0.00,0,0,,0.00,100.0,,100.00,0,,0.00
89,Листвянка,Малиновка,"улица Суворова, д. 5а, Листвянка",,,0,,0,0.00,0,0,,0.00,100.0,,100.00,0,,0.00
90,Иркутск,Отель RODINA Grand Hotel & SPA Irkutsk 5*,"ул. Николая Гаврилова, стр. 2, Иркутск",79,,33,,33,33.00,33,41,,41.77,58.23,,58.23,66,,66.00
91,Иркутск,Отель Иркутск Сити Лодж,"ул Байкальская, д. 124/3, Иркутск",4,,0,,0,0.00,0,0,,0.00,100.0,,100.00,0,,0.00
92,Иркутск,Отель Веста,"улица Сурнова, д.30/1, Иркутск",27,,18,,18,18.00,18,66,,66.67,33.33,,33.33,39,,39.00
93,Листвянка,Алания,"улица Суворова, д.5В, Листвянка",,,12,,12,12.00,12,100,,100.00,0.0,,0.00,33,,33.00
94,Иркутск,Отель Рояль,"улица Декабрьских событий, д. 31, Иркутск",27,,0,,0,0.00,0,0,,0.00,100.0,,100.00,0,,0.00
95,Хужир,Конкордия,"улица Народная, д.15, поселок Хужир, Хужир",8,,6,,6,6.00,6,75,,75.00,25.0,,25.00,8,,8.00
96,Байкальск,Парк-отель Белый Соболь,"мкрн. Красный Ключ, д.93, Байкальск",32,,2,,2,2.00,2,6,,6.25,93.75,,93.75,2,,2.00
97,Иркутск,Отель В Сердце Иркутска,"Киевская улица, д.34А, Иркутск",6,,9,,9,9.00,9,100,,100.00,0.0,,0.00,20,,20.00
98,Листвянка,Гостиница Крестовая падь,"ул. Горная, 14-А, Листвянка",27,,0,,0,0.00,0,0,,0.00,100.0,,100.00,0,,0.00
99,Бугульдейка,Байкал-кэмп,"Россия, Иркутская область,  Бугульдейка, ул. Пушкина, д. 15, Бугульдейка",,,,,,,,,,,,,,,,
100,Иркутск,Отель Динамо,"улица Баррикад, д.42, Иркутск",39,,23,,23,23.00,23,58,,58.97,41.03,,41.03,43,,43.00
101,Листвянка,Меблированные комнаты Ёлочка,"улица Чапаева, д.8, Листвянка",6,,6,,6,6.00,6,100,,100.00,0.0,,0.00,10,,10.00
102,Листвянка,Отель Созвездие Байкала,"Улица Партизанская, д.14, Листвянка",22,,11,,11,11.00,11,50,,50.00,50.0,,50.00,22,,22.00
103,Листвянка,Меблированные комнаты БРИЗ,"улица Гудина,71, Листвянка",16,,8,,8,8.00,8,50,,50.00,50.0,,50.00,18,,18.00
104,Листвянка,Байкал Шале,"улица Гудина, д.75, Листвянка",11,,7,,7,7.00,7,63,,63.64,36.36,,36.36,17,,17.00
105,Байкальск,Baikal Best Edelweiss,"микрорайон Красный ключ, д.66, Байкальск",10,,0,,0,0.00,0,0,,0.00,100.0,,100.00,0,,0.00
106,Иркутск,Грин Отель,"улица Лыткина, д. 32, Иркутск",22,,18,,18,18.00,18,81,,81.82,18.180000000000007,,18.18,37,,37.00
