merged_id,match_type,city,name,address,ostrovok_rooms_number,tvil_rooms_number,ostrovok_free_rooms,tvil_free_rooms,min_free_rooms,avg_free_rooms,max_free_rooms,ostrovok_free_rooms_pct,tvil_free_rooms_pct,avg_free_rooms_pct,ostrovok_occupancy_pct,tvil_occupancy_pct,avg_occupancy_pct,ostrovok_capacity,tvil_capacity,avg_capacity,ostrovok_min_price,tvil_min_price,min_price
1,matched,Иркутск,Гостиничный Комплекс Русь,"улица Свердлова, д.19, Иркутск",,56,,9,9,9.00,9,,16,16.07,,83.93,83.93,,21,21,,4100,4100
2,matched,Иркутск,Отель Доходный дом Листратовой,"Подгорная улица, д.16, Иркутск",15,15,12,0,0,6.00,12,80,0,40.00,20.0,100.0,60.00,20,0,10,3108,,3108
3,matched,Иркутск,Отель Яковлевъ,"улица Тимирязева, д.9, Иркутск",25,25,12,7,7,9.50,12,48,28,38.00,52.0,72.0,62.00,27,16,22,2841,3000,2841
4,matched,Иркутск,Отель Nuur Hotel,"улица Карла Либкнехта, д. 85, Иркутск",28,28,34,6,6,20.00,34,100,21,60.72,0.0,78.57,39.28,67,15,41,5500,6500,5500
5,matched,Иркутск,Отель Иркут,"улица Пролетарская, д.7, Иркутск",30,30,22,10,10,16.00,22,73,33,53.33,26.67,66.67,46.67,39,17,28,2800,2800,2800
6,matched,Иркутск,Ангара Отель,"улица Сухэ-Батора, д.7, Иркутск",300,300,116,12,12,64.00,116,38,4,21.34,61.33,96.0,78.66,189,20,104,4250,4500,4250
7,matched,Иркутск,Гостиница 7 дорог,"улица Ядринцева, д. 88, Иркутск",19,19,12,8,8,10.00,12,63,42,52.63,36.84,57.89,47.37,23,30,26,4500,7200,4500
8,matched,Иркутск,Отель Матрешка,"Улица Софьи Перовской, д.31/1, Иркутск",35,35,47,9,9,28.00,47,100,25,62.86,0.0,74.28999999999999,37.14,85,19,52,3386,3906,3386
9,matched,Иркутск,Отель Амурский,"улица Ленина, д.34, Иркутск",17,17,13,10,10,11.50,13,76,58,67.64,23.53,41.18,32.36,26,22,24,14000,14000,14000
10,matched,Иркутск,Отель Азия-Европа,"улица Ядринцева, 1/7, Иркутск",19,19,11,9,9,10.00,11,57,47,52.63,42.11,52.63,47.37,22,18,20,4124,4000,4000
11,matched,Иркутск,Отель Аристократ,"улица Ленина, д.9, Иркутск",12,12,11,6,6,8.50,11,91,50,70.84,8.329999999999998,50.0,29.16,21,12,16,3900,4500,3900
12,matched,Иркутск,Отель Михаил Строгов,"улица Депутатская, д. 36, Иркутск",20,21,3,9,3,6.00,9,15,42,28.93,85.0,57.14,71.07,6,17,12,3877,4500,3877
13,matched,Листвянка,Отель Маяк,"улица Горького, дом 85а, Листвянка",54,75,,8,8,8.00,8,,10,10.67,,89.33,89.33,,15,15,,7560,7560
14,matched,Иркутск,Отель Baikal Forest,"улица Советская, д.58/1, Иркутск",156,76,,8,8,8.00,8,,10,10.53,,89.47,89.47,,22,22,,5800,5800
15,matched,Иркутск,Отель Купеческий Дворъ,"улица Седова, д.10, Иркутск",14,14,14,12,12,13.00,14,100,85,92.85,0.0,14.290000000000006,7.15,28,35,32,6700,6700,6700
16,matched,Хужир,Baikal View Hotel,"улица Российская, д. 17, Хужир",99,99,82,4,4,43.00,82,82,4,43.44,17.17,95.96,56.56,168,10,89,9554,9594,9554
17,matched,Хужир,Отель Байкал-Хан Ольхон,"улица Ворошилова, д. 18, Хужир",40,37,29,6,6,17.50,29,72,16,44.36,27.5,83.78,55.64,58,12,35,12596,12650,12596
18,matched,Иркутск,Отель Армат,"улица Ширямова, д.33, Иркутск",40,40,66,8,8,37.00,66,100,20,60.00,0.0,80.0,40.00,132,17,74,5200,6200,5200
19,matched,Иркутск,Гостиница Атлас,"проезд Атласова, д.9, Иркутск",29,28,11,10,10,10.50,11,37,35,36.82,62.07,64.28999999999999,63.18,23,24,24,3563,3700,3563
20,matched,Иркутск,Отель на Звездинской,"Улица Звездинская, д. 5/1, Иркутск",25,30,35,6,6,20.50,35,100,20,60.00,0.0,80.0,40.00,75,12,44,3385,5000,3385
21,matched,Иркутск,Гостиница Лазурный берег,"Байкальская улица, д. 252Б, Иркутск",65,66,7,5,5,6.00,7,10,7,9.18,89.23,92.42,90.83,14,10,12,3800,4500,3800
22,matched,Хужир,Отель Байкальский лес (BaikalWood Hotel&SPA),"улица Светлая, д.5, Хужир",44,29,18,7,7,12.50,18,40,24,32.52,59.09,75.86,67.47,36,17,26,10350,10350,10350
