merged_id,match_type,city,name,address,ostrovok_rooms_number,tvil_rooms_number,ostrovok_free_rooms,tvil_free_rooms,min_free_rooms,avg_free_rooms,max_free_rooms,ostrovok_free_rooms_pct,tvil_free_rooms_pct,avg_free_rooms_pct,ostrovok_occupancy_pct,tvil_occupancy_pct,avg_occupancy_pct,ostrovok_capacity,tvil_capacity,avg_capacity,ostrovok_min_price,tvil_min_price,min_price
1,matched,Иркутск,Гостиничный Комплекс Русь,"улица Свердлова, д.19, Иркутск",,56,,8,8,8.00,8,,14,14.29,,85.71000000000001,85.71,,18,18,,4600,4600
2,matched,Иркутск,Отель Доходный дом Листратовой,"Подгорная улица, д.16, Иркутск",15,15,8,7,7,7.50,8,53,46,50.00,46.67,53.33,50.00,13,12,12,3885,3885,3885
3,matched,Иркутск,Отель Яковлевъ,"улица Тимирязева, д.9, Иркутск",25,25,7,4,4,5.50,7,28,16,22.00,72.0,84.0,78.00,16,8,12,3762,4000,3762
4,matched,Иркутск,Отель Nuur Hotel,"улица Карла Либкнехта, д. 85, Иркутск",28,28,7,3,3,5.00,7,25,10,17.86,75.0,89.28999999999999,82.14,13,5,9,7400,8000,7400
5,matched,Иркутск,Отель Иркут,"улица Пролетарская, д.7, Иркутск",30,30,6,5,5,5.50,6,20,16,18.34,80.0,83.33,81.66,12,10,11,4200,4200,4200
6,matched,Иркутск,Ангара Отель,"улица Сухэ-Батора, д.7, Иркутск",300,300,72,14,14,43.00,72,24,4,14.34,76.0,95.33,85.66,130,24,77,5250,5500,5250
7,matched,Иркутск,Гостиница 7 дорог,"улица Ядринцева, д. 88, Иркутск",19,19,11,8,8,9.50,11,57,42,50.00,42.11,57.89,50.00,21,27,24,5000,7200,5000
8,matched,Иркутск,Отель Матрешка,"Улица Софьи Перовской, д.31/1, Иркутск",35,35,21,9,9,15.00,21,60,25,42.86,40.0,74.28999999999999,57.14,35,17,26,4674,5166,4674
9,matched,Иркутск,Отель Амурский,"улица Ленина, д.34, Иркутск",17,17,6,8,6,7.00,8,35,47,41.17,64.71000000000001,52.94,58.83,12,16,14,17900,17900,17900
10,matched,Иркутск,Отель Азия-Европа,"улица Ядринцева, 1/7, Иркутск",19,19,4,2,2,3.00,4,21,10,15.79,78.95,89.47,84.21,8,4,6,5939,7250,5939
11,matched,Иркутск,Отель Аристократ,"улица Ленина, д.9, Иркутск",12,12,10,5,5,7.50,10,83,41,62.50,16.67,58.33,37.50,16,10,13,5100,5100,5100
