merged_id,city,name,address,ostrovok_rooms_number,tvil_rooms_number,ostrovok_free_rooms,tvil_free_rooms,min_free_rooms,avg_free_rooms,max_free_rooms,ostrovok_free_rooms_pct,tvil_free_rooms_pct,avg_free_rooms_pct,ostrovok_occupancy_pct,tvil_occupancy_pct,avg_occupancy_pct,ostrovok_capacity,tvil_capacity,avg_capacity
1,Иркутск,Гостиничный Комплекс Русь,"улица Свердлова, д.19, Иркутск",56,56,31,7,7,19.00,31,55,12,33.93,44.64,87.5,66.07,62,17,39.50
2,Иркутск,Отель Доходный дом Листратовой,"Подгорная улица, д.16, Иркутск",15,15,13,11,11,12.00,13,86,73,80.00,13.329999999999998,26.67,20.00,22,21,21.50
3,Иркутск,Отель Яковлевъ,"улица Тимирязева, д.9, Иркутск",25,25,6,4,4,5.00,6,24,16,20.00,76.0,84.0,80.00,14,9,11.50
4,Иркутск,Отель Nuur Hotel,"улица Карла Либкнехта, д. 85, Иркутск",28,28,11,7,7,9.00,11,39,25,32.14,60.71,75.0,67.86,22,20,21.00
5,Иркутск,Отель Иркут,"улица Пролетарская, д.7, Иркутск",30,30,16,8,8,12.00,16,53,26,40.00,46.67,73.33,60.00,29,14,21.50
6,Иркутск,Ангара Отель,"улица Сухэ-Батора, д.7, Иркутск",300,300,35,13,13,24.00,35,11,4,8.00,88.33,95.67,92.00,63,22,42.50
7,Иркутск,Гостиница 7 дорог,"улица Ядринцева, д. 88, Иркутск",19,19,13,9,9,11.00,13,68,47,57.89,31.58,52.63,42.11,26,34,30.00
8,Иркутск,Отель Матрешка,"Улица Софьи Перовской, д.31/1, Иркутск",35,35,32,10,10,21.00,32,91,28,60.00,8.569999999999993,71.43,40.00,58,20,39.00
9,Иркутск,Отель Амурский,"улица Ленина, д.34, Иркутск",17,17,14,10,10,12.00,14,82,58,70.58,17.650000000000006,41.18,29.42,28,22,25.00
10,Иркутск,Отель Азия-Европа,"улица Ядринцева, 1/7, Иркутск",19,19,10,9,9,9.50,10,52,47,50.00,47.37,52.63,50.00,20,18,19.00
