merged_id,match_type,city,name,address,ostrovok_rooms_number,tvil_rooms_number,ostrovok_free_rooms,tvil_free_rooms,min_free_rooms,avg_free_rooms,max_free_rooms,ostrovok_free_rooms_pct,tvil_free_rooms_pct,avg_free_rooms_pct,ostrovok_occupancy_pct,tvil_occupancy_pct,avg_occupancy_pct,ostrovok_capacity,tvil_capacity,avg_capacity,ostrovok_min_price,tvil_min_price,min_price
1,matched,Иркутск,Гостиничный Комплекс Русь,"улица Свердлова, д.19, Иркутск",,56,,3,3,3.00,3,,5,5.36,,94.64,94.64,,7,7,,4500,4500
2,matched,Иркутск,Отель Доходный дом Листратовой,"Подгорная улица, д.16, Иркутск",15,15,,0,0,0.00,0,,0,0.00,,100.0,100.00,,0,0,,,
3,matched,Иркутск,Отель Яковлевъ,"улица Тимирязева, д.9, Иркутск",25,25,,3,3,3.00,3,,12,12.00,,88.0,88.00,,6,6,,4000,4000
4,matched,Иркутск,Отель Nuur Hotel,"улица Карла Либкнехта, д. 85, Иркутск",28,28,5,4,4,4.50,5,17,14,16.07,82.14,85.71000000000001,83.93,10,14,12,8900,9400,8900
5,matched,Иркутск,Отель Иркут,"улица Пролетарская, д.7, Иркутск",30,30,16,9,9,12.50,16,53,30,41.66,46.67,70.0,58.34,30,16,23,3200,3200,3200
6,matched,Иркутск,Ангара Отель,"улица Сухэ-Батора, д.7, Иркутск",300,300,36,10,10,23.00,36,12,3,7.67,88.0,96.67,92.34,66,16,41,5250,5500,5250
7,matched,Иркутск,Гостиница 7 дорог,"улица Ядринцева, д. 88, Иркутск",19,19,10,8,8,9.00,10,52,42,47.37,47.37,57.89,52.63,22,26,24,7370,7970,7370
8,matched,Иркутск,Отель Матрешка,"Улица Софьи Перовской, д.31/1, Иркутск",35,35,24,7,7,15.50,24,68,20,44.28,31.430000000000007,80.0,55.72,47,15,31,4614,5351,4614
9,matched,Иркутск,Отель Амурский,"улица Ленина, д.34, Иркутск",17,17,15,11,11,13.00,15,88,64,76.47,11.760000000000005,35.290000000000006,23.53,34,26,30,14000,14000,14000
10,matched,Иркутск,Отель Азия-Европа,"улица Ядринцева, 1/7, Иркутск",19,19,3,3,3,3.00,3,15,15,15.79,84.21000000000001,84.21000000000001,84.21,6,6,6,7171,7250,7171
