merged_id,match_type,city,name,address,ostrovok_rooms_number,tvil_rooms_number,ostrovok_free_rooms,tvil_free_rooms,min_free_rooms,avg_free_rooms,max_free_rooms,ostrovok_free_rooms_pct,tvil_free_rooms_pct,avg_free_rooms_pct,ostrovok_occupancy_pct,tvil_occupancy_pct,avg_occupancy_pct,ostrovok_capacity,tvil_capacity,avg_capacity,ostrovok_min_price,tvil_min_price,min_price
1,matched,Иркутск,Гостиничный Комплекс Русь,"улица Свердлова, д.19, Иркутск",,56,,6,6,6.00,6,,10,10.71,,89.28999999999999,89.29,,14,14,,4100,4100
2,matched,Иркутск,Отель Доходный дом Листратовой,"Подгорная улица, д.16, Иркутск",15,15,8,6,6,7.00,8,53,40,46.66,46.67,60.0,53.34,16,12,14,3330,3330,3330
3,matched,Иркутск,Отель Яковлевъ,"улица Тимирязева, д.9, Иркутск",25,25,4,3,3,3.50,4,16,12,14.00,84.0,88.0,86.00,8,6,7,3786,4000,3786
4,matched,Иркутск,Отель Nuur Hotel,"улица Карла Либкнехта, д. 85, Иркутск",28,28,12,6,6,9.00,12,42,21,32.14,57.14,78.57,67.85,23,17,20,5500,6000,5500
5,matched,Иркутск,Отель Иркут,"улица Пролетарская, д.7, Иркутск",30,30,22,9,9,15.50,22,73,30,51.66,26.67,70.0,48.34,40,16,28,3200,3200,3200
6,matched,Иркутск,Ангара Отель,"улица Сухэ-Батора, д.7, Иркутск",300,300,61,11,11,36.00,61,20,3,12.00,79.67,96.33,88.00,118,19,68,4250,4500,4250
7,matched,Иркутск,Гостиница 7 дорог,"улица Ядринцева, д. 88, Иркутск",19,19,1,2,1,1.50,2,5,10,7.89,94.74,89.47,92.10,3,9,6,8100,10800,8100
8,matched,Иркутск,Отель Матрешка,"Улица Софьи Перовской, д.31/1, Иркутск",35,35,32,9,9,20.50,32,91,25,58.57,8.569999999999993,74.28999999999999,41.43,62,19,40,4390,4914,4390
9,matched,Иркутск,Отель Амурский,"улица Ленина, д.34, Иркутск",17,17,12,10,10,11.00,12,70,58,64.70,29.409999999999997,41.18,35.30,26,22,24,14000,14000,14000
10,matched,Иркутск,Отель Азия-Европа,"улица Ядринцева, 1/7, Иркутск",19,19,12,8,8,10.00,12,63,42,52.63,36.84,57.89,47.37,24,16,20,3982,4000,3982
11,matched,Иркутск,Отель Аристократ,"улица Ленина, д.9, Иркутск",12,12,11,6,6,8.50,11,91,50,70.84,8.329999999999998,50.0,29.16,21,12,16,3900,4500,3900
12,matched,Иркутск,Отель Михаил Строгов,"улица Депутатская, д. 36, Иркутск",20,21,1,7,1,4.00,7,5,33,19.16,95.0,66.67,80.84,2,12,7,3859,4500,3859
13,matched,Листвянка,Отель Маяк,"улица Горького, дом 85а, Листвянка",54,75,68,7,7,37.50,68,100,9,54.66,0.0,90.67,45.34,130,13,72,5775,7245,5775
14,matched,Иркутск,Отель Baikal Forest,"улица Советская, д.58/1, Иркутск",156,76,85,8,8,46.50,85,54,10,32.51,45.51,89.47,67.49,173,22,98,4764,7100,4764
15,matched,Иркутск,Отель Купеческий Дворъ,"улица Седова, д.10, Иркутск",14,14,11,8,8,9.50,11,78,57,67.85,21.430000000000007,42.86,32.15,22,24,23,6003,6030,6003
16,matched,Хужир,Baikal View Hotel,"улица Российская, д. 17, Хужир",99,99,40,,40,40.00,40,40,,40.40,59.6,,59.60,84,,84,12001,,12001
17,matched,Хужир,Отель Байкал-Хан Ольхон,"улица Ворошилова, д. 18, Хужир",40,37,,,,,,,,,,,,,,,,,
