merged_id,match_type,city,name,address,ostrovok_rooms_number,tvil_rooms_number,ostrovok_free_rooms,tvil_free_rooms,min_free_rooms,avg_free_rooms,max_free_rooms,ostrovok_free_rooms_pct,tvil_free_rooms_pct,avg_free_rooms_pct,ostrovok_occupancy_pct,tvil_occupancy_pct,avg_occupancy_pct,ostrovok_capacity,tvil_capacity,avg_capacity,ostrovok_min_price,tvil_min_price,min_price
1,matched,Иркутск,Гостиничный Комплекс Русь,"улица Свердлова, д.19, Иркутск",,56,,3,3,3.00,3,,5,5.36,,94.64,94.64,,7,7,,4800,4800
2,matched,Иркутск,Отель Доходный дом Листратовой,"Подгорная улица, д.16, Иркутск",15,15,9,6,6,7.50,9,60,40,50.00,40.0,60.0,50.00,15,14,14,3330,3330,3330
3,matched,Иркутск,Отель Яковлевъ,"улица Тимирязева, д.9, Иркутск",25,25,5,3,3,4.00,5,20,12,16.00,80.0,88.0,84.00,11,6,8,4327,4600,4327
4,matched,Иркутск,Отель Nuur Hotel,"улица Карла Либкнехта, д. 85, Иркутск",28,28,15,0,0,7.50,15,53,0,26.79,46.43,100.0,73.22,29,0,14,6500,,6500
5,matched,Иркутск,Отель Иркут,"улица Пролетарская, д.7, Иркутск",30,30,14,8,8,11.00,14,46,26,36.67,53.33,73.33,63.33,27,15,21,3350,3350,3350
6,matched,Иркутск,Ангара Отель,"улица Сухэ-Батора, д.7, Иркутск",300,300,11,7,7,9.00,11,3,2,3.00,96.33,97.67,97.00,19,12,16,4750,5000,4750
7,matched,Иркутск,Гостиница 7 дорог,"улица Ядринцева, д. 88, Иркутск",19,19,11,7,7,9.00,11,57,36,47.37,42.11,63.16,52.63,24,26,25,5600,8400,5600
8,matched,Иркутск,Отель Матрешка,"Улица Софьи Перовской, д.31/1, Иркутск",35,35,21,9,9,15.00,21,60,25,42.86,40.0,74.28999999999999,57.14,37,19,28,4547,5103,4547
9,matched,Иркутск,Отель Амурский,"улица Ленина, д.34, Иркутск",17,17,5,7,5,6.00,7,29,41,35.30,70.59,58.82,64.70,10,16,13,17900,17900,17900
10,matched,Иркутск,Отель Азия-Европа,"улица Ядринцева, 1/7, Иркутск",19,19,9,7,7,8.00,9,47,36,42.11,52.63,63.16,57.89,18,14,16,5232,5250,5232
11,matched,Иркутск,Отель Аристократ,"улица Ленина, д.9, Иркутск",12,12,9,6,6,7.50,9,75,50,62.50,25.0,50.0,37.50,14,12,13,5100,5100,5100
12,matched,Иркутск,Отель Михаил Строгов,"улица Депутатская, д. 36, Иркутск",20,21,8,6,6,7.00,8,40,28,34.28,60.0,71.43,65.72,14,10,12,3909,4500,3909
13,matched,Листвянка,Отель Маяк,"улица Горького, дом 85а, Листвянка",54,75,25,7,7,16.00,25,46,9,27.81,53.7,90.67,72.19,48,15,32,6389,6460,6389
14,matched,Иркутск,Отель Форест,"улица Советская, д.58/1, Иркутск",156,76,8,4,4,6.00,8,5,5,5.20,94.87,94.74,94.81,16,12,14,6806,8700,6806
15,matched,Иркутск,Отель Купеческий Дворъ,"улица Седова, д.10, Иркутск",14,14,9,8,8,8.50,9,64,57,60.72,35.709999999999994,42.86,39.28,18,22,20,7380,7380,7380
16,matched,Хужир,Baikal View Hotel,"улица Российская, д. 17, Хужир",99,99,56,0,0,28.00,56,56,0,28.29,43.43,100.0,71.72,114,0,57,10692,,10692
17,matched,Хужир,Отель Байкал-Хан Ольхон,"улица Ворошилова, д. 18, Хужир",40,37,18,5,5,11.50,18,45,13,29.25,55.0,86.49,70.75,36,10,23,13570,13800,13570
18,matched,Иркутск,Отель Армат,"улица Ширямова, д.33, Иркутск",40,36,17,6,6,11.50,17,42,16,29.59,57.5,83.33,70.41,35,14,24,4700,5300,4700
19,matched,Иркутск,Гостиница Атлас,"проезд Атласова, д.9, Иркутск",29,28,7,7,7,7.00,7,24,25,24.57,75.86,75.0,75.43,16,18,17,4622,4800,4622
20,matched,Иркутск,Отель на Звездинской,"Улица Звездинская, д. 5/1, Иркутск",25,30,5,6,5,5.50,6,20,20,20.00,80.0,80.0,80.00,15,12,14,5000,5000,5000
21,matched,Иркутск,Гостиница Лазурный берег,"Байкальская улица, д. 252Б, Иркутск",65,66,4,4,4,4.00,4,6,6,6.11,93.85,93.94,93.89,8,8,8,4500,5200,4500
22,matched,Хужир,Отель БайкалВуд,"улица Светлая, д.5, Хужир",44,29,0,6,0,3.00,6,0,20,10.35,100.0,79.31,89.66,0,13,6,,10925,10925
23,matched,Иркутск,Гостиница Юбилейная,"микрорайон Юбилейный, д. 118, Иркутск",23,23,18,9,9,13.50,18,78,39,58.70,21.739999999999995,60.87,41.30,31,15,23,2443,2500,2443
24,matched,Иркутск,Отель Байкал - Северное Море,"Улица Дальневосточная, д.156, Иркутск",119,120,73,11,11,42.00,73,61,9,35.26,38.66,90.83,64.75,120,29,74,6536,7040,6536
25,matched,Листвянка,Отель Даурия,"улица Куликова, д.44, Листвянка",4,15,1,1,1,1.00,1,25,6,15.84,75.0,93.33,84.16,1,4,2,14000,14000,14000
26,matched,Ангарск,Отель Ангара-Приоритет,"Квартал Б, д.13, Ангарск",31,31,5,5,5,5.00,5,16,16,16.13,83.87,83.87,83.87,10,12,11,3800,4500,3800
27,matched,Хужир,Семейный отель Дача БайкалЭко,"улица Лесная, д. 32, Хужир",10,10,0,4,0,2.00,4,0,40,20.00,100.0,60.0,80.00,0,8,4,,15000,15000
