merged_id,match_type,city,name,address,ostrovok_rooms_number,tvil_rooms_number,ostrovok_free_rooms,tvil_free_rooms,min_free_rooms,avg_free_rooms,max_free_rooms,ostrovok_free_rooms_pct,tvil_free_rooms_pct,avg_free_rooms_pct,ostrovok_occupancy_pct,tvil_occupancy_pct,avg_occupancy_pct,ostrovok_capacity,tvil_capacity,avg_capacity,ostrovok_min_price,tvil_min_price,min_price
1,matched,Иркутск,Гостиничный Комплекс Русь,"улица Свердлова, д.19, Иркутск",,56,,9,9,9.00,9,,16,16.07,,83.93,83.93,,21,21,,4600,4600
2,matched,Иркутск,Отель Доходный дом Листратовой,"Подгорная улица, д.16, Иркутск",15,15,11,11,11,11.00,11,73,73,73.33,26.67,26.67,26.67,19,21,20,3885,3885,3885
3,matched,Иркутск,Отель Яковлевъ,"улица Тимирязева, д.9, Иркутск",25,25,1,1,1,1.00,1,4,4,4.00,96.0,96.0,96.00,2,2,2,3197,3400,3197
4,matched,Иркутск,Отель Nuur Hotel,"улица Карла Либкнехта, д. 85, Иркутск",28,28,31,9,9,20.00,31,100,32,66.07,0.0,67.86,33.93,61,25,43,7000,7500,7000
5,matched,Иркутск,Отель Иркут,"улица Пролетарская, д.7, Иркутск",30,30,8,0,0,4.00,8,26,0,13.34,73.33,100.0,86.66,16,0,8,3300,,3300
6,matched,Иркутск,Ангара Отель,"улица Сухэ-Батора, д.7, Иркутск",300,300,1,1,1,1.00,1,0,0,0.33,99.67,99.67,99.67,2,2,2,7850,8100,7850
7,matched,Иркутск,Гостиница 7 дорог,"улица Ядринцева, д. 88, Иркутск",19,19,11,8,8,9.50,11,57,42,50.00,42.11,57.89,50.00,23,26,24,5600,8400,5600
8,matched,Иркутск,Отель Матрешка,"Улица Софьи Перовской, д.31/1, Иркутск",35,35,,7,7,7.00,7,,20,20.00,,80.0,80.00,,15,15,,5292,5292
9,matched,Иркутск,Отель Амурский,"улица Ленина, д.34, Иркутск",17,17,10,11,10,10.50,11,58,64,61.77,41.18,35.290000000000006,38.23,20,26,23,17900,17900,17900
10,matched,Иркутск,Отель Азия-Европа,"улица Ядринцева, 1/7, Иркутск",19,19,0,6,0,3.00,6,0,31,15.79,100.0,68.42,84.21,0,12,6,,5250,5250
11,matched,Иркутск,Отель Аристократ,"улица Ленина, д.9, Иркутск",12,12,,4,4,4.00,4,,33,33.33,,66.67,66.67,,7,7,,5100,5100
12,matched,Иркутск,Отель Михаил Строгов,"улица Депутатская, д. 36, Иркутск",20,21,12,11,11,11.50,12,60,52,56.19,40.0,47.62,43.81,19,20,20,5233,5500,5233
13,matched,Листвянка,Отель Маяк,"улица Горького, дом 85а, Листвянка",54,75,,1,1,1.00,1,,1,1.33,,98.67,98.67,,3,3,,17000,17000
14,matched,Иркутск,Отель Форест,"улица Советская, д.58/1, Иркутск",156,76,29,5,5,17.00,29,18,6,12.59,81.41,93.42,87.41,58,15,36,5675,7500,5675
15,matched,Иркутск,Отель Купеческий Дворъ,"улица Седова, д.10, Иркутск",14,14,13,11,11,12.00,13,92,78,85.72,7.140000000000001,21.430000000000007,14.29,26,32,29,7380,7380,7380
16,matched,Хужир,Baikal View Hotel,"улица Российская, д. 17, Хужир",99,99,127,4,4,65.50,127,100,4,52.02,0.0,95.96,47.98,256,30,143,10512,10624,10512
17,matched,Хужир,Отель Байкал-Хан Ольхон,"улица Ворошилова, д. 18, Хужир",40,37,21,8,8,14.50,21,52,21,37.06,47.5,78.38,62.94,42,16,29,13422,13800,13422
18,matched,Иркутск,Отель Армат,"улица Ширямова, д.33, Иркутск",40,36,59,7,7,33.00,59,100,19,59.72,0.0,80.56,40.28,119,16,68,4700,5300,4700
19,matched,Иркутск,Гостиница Атлас,"проезд Атласова, д.9, Иркутск",29,28,3,2,2,2.50,3,10,7,8.74,89.66,92.86,91.26,5,6,6,5489,5700,5489
